,GS,IP,H,R,ER,BB,SO,HR,HBP,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Date,Team,Home_Away
0,6.0,51.2,34.0,12.0,12.0,17.0,59.0,6.0,2.0,191.0,6.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,211.0,2023-06-04,TOR,0
0,6.0,50.5,54.0,31.0,27.0,23.0,66.0,2.0,2.0,214.0,18.0,2.0,0.0,3.0,3.0,5.0,0.0,0.0,242.0,2023-06-04,BOS,0
0,6.0,51.900000000000006,43.0,26.0,24.0,17.0,67.0,2.0,3.0,200.0,13.0,0.0,1.0,3.0,2.0,12.0,1.0,1.0,222.0,2023-06-04,MIA,0
0,6.0,51.0,37.0,16.0,14.0,26.0,53.0,5.0,1.0,180.0,2.0,0.0,0.0,11.0,1.0,3.0,1.0,0.0,211.0,2023-06-04,SDN,0
0,6.0,53.3,50.0,25.0,22.0,23.0,33.0,5.0,2.0,206.0,8.0,2.0,0.0,8.0,1.0,17.0,1.0,1.0,232.0,2023-06-04,MIL,0
0,6.0,48.6,43.0,23.0,23.0,16.0,32.0,5.0,2.0,182.0,5.0,1.0,0.0,4.0,3.0,3.0,0.0,1.0,205.0,2023-06-04,PHI,0
0,6.0,50.5,42.0,14.0,12.0,17.0,63.0,5.0,1.0,195.0,6.0,0.0,0.0,5.0,1.0,7.0,2.0,2.0,214.0,2023-06-04,NYN,0
0,7.0,60.5,60.0,40.0,38.0,25.0,54.0,9.0,2.0,245.0,14.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,273.0,2023-06-05,CIN,0
0,6.0,47.1,43.0,18.0,17.0,27.0,54.0,2.0,4.0,190.0,11.0,2.0,0.0,5.0,1.0,6.0,3.0,0.0,223.0,2023-06-05,TBA,0
0,6.0,47.099999999999994,54.0,31.0,29.0,23.0,54.0,4.0,1.0,207.0,11.0,1.0,3.0,1.0,0.0,5.0,1.0,0.0,232.0,2023-06-05,DET,0
0,6.0,45.300000000000004,46.0,24.0,24.0,17.0,35.0,8.0,2.0,191.0,7.0,0.0,0.0,3.0,1.0,7.0,2.0,3.0,211.0,2023-06-04,COL,0
0,6.0,45.1,52.0,33.0,32.0,24.0,41.0,4.0,3.0,192.0,15.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,224.0,2023-06-05,OAK,0
0,5.0,38.3,45.0,18.0,15.0,9.0,43.0,3.0,3.0,165.0,9.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,179.0,2023-06-05,SLN,0
0,6.0,51.89999999999999,53.0,20.0,19.0,18.0,52.0,7.0,0.0,204.0,10.0,1.0,1.0,9.0,1.0,5.0,1.0,0.0,223.0,2023-06-04,ARI,0
0,7.0,58.800000000000004,53.0,23.0,23.0,18.0,69.0,10.0,3.0,237.0,8.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,259.0,2023-06-05,TOR,0
0,7.0,58.8,62.0,35.0,31.0,28.0,74.0,2.0,2.0,250.0,21.0,2.0,0.0,3.0,3.0,5.0,0.0,0.0,283.0,2023-06-05,BOS,0
0,5.0,39.10000000000001,49.0,26.0,26.0,18.0,50.0,5.0,1.0,174.0,16.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,194.0,2023-06-04,BAL,0
0,5.0,41.599999999999994,56.0,40.0,37.0,17.0,46.0,9.0,0.0,182.0,13.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,202.0,2023-06-04,SEA,0
0,7.0,59.50000000000001,52.0,32.0,30.0,20.0,78.0,3.0,3.0,234.0,15.0,1.0,1.0,4.0,3.0,15.0,1.0,1.0,260.0,2023-06-05,MIA,0
0,6.0,48.39999999999999,49.0,18.0,17.0,24.0,50.0,5.0,5.0,200.0,9.0,1.0,0.0,5.0,2.0,1.0,2.0,1.0,232.0,2023-06-05,PIT,0
0,5.0,43.599999999999994,34.0,27.0,23.0,14.0,44.0,14.0,4.0,169.0,5.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,187.0,2023-06-04,LAN,0
0,5.0,44.6,31.0,18.0,18.0,15.0,51.0,8.0,3.0,165.0,7.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,184.0,2023-06-04,CHA,0
0,5.0,40.900000000000006,41.0,24.0,21.0,8.0,50.0,2.0,1.0,170.0,9.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,181.0,2023-06-05,KCR,0
0,6.0,48.5,40.0,18.0,17.0,23.0,45.0,5.0,0.0,189.0,8.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,215.0,2023-06-05,CHN,0
0,6.0,50.4,52.0,27.0,27.0,17.0,53.0,5.0,2.0,198.0,17.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,220.0,2023-06-04,CLE,0
0,7.0,60.0,41.0,16.0,14.0,29.0,65.0,5.0,2.0,211.0,2.0,0.0,0.0,11.0,1.0,3.0,1.0,0.0,246.0,2023-06-05,SDN,0
0,5.0,40.300000000000004,28.0,14.0,13.0,23.0,38.0,3.0,1.0,150.0,8.0,0.0,0.0,6.0,0.0,3.0,4.0,1.0,175.0,2023-06-04,ATL,0
0,5.0,42.900000000000006,39.0,22.0,18.0,9.0,47.0,3.0,3.0,165.0,9.0,2.0,0.0,2.0,1.0,4.0,2.0,1.0,181.0,2023-06-04,SFN,0
0,6.0,50.2,47.0,21.0,20.0,15.0,59.0,2.0,2.0,198.0,7.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,218.0,2023-06-05,TEX,0
0,6.0,48.599999999999994,60.0,33.0,33.0,21.0,40.0,7.0,1.0,198.0,18.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,225.0,2023-06-04,LAA,0
0,7.0,60.599999999999994,56.0,27.0,24.0,24.0,41.0,7.0,2.0,233.0,9.0,2.0,0.0,9.0,1.0,17.0,2.0,1.0,260.0,2023-06-05,MIL,0
0,7.0,59.5,67.0,25.0,24.0,22.0,61.0,5.0,6.0,247.0,13.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,275.0,2023-06-05,HOU,0
0,5.0,42.599999999999994,37.0,15.0,14.0,14.0,43.0,5.0,1.0,165.0,7.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,181.0,2023-06-04,NYA,0
0,7.0,57.6,46.0,26.0,23.0,20.0,45.0,6.0,2.0,211.0,5.0,1.0,0.0,5.0,3.0,3.0,1.0,2.0,238.0,2023-06-05,PHI,0
0,6.0,49.5,43.0,19.0,19.0,14.0,42.0,6.0,4.0,196.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,215.0,2023-06-04,MIN,0
0,6.0,50.5,42.0,14.0,12.0,17.0,63.0,5.0,1.0,195.0,6.0,0.0,0.0,5.0,1.0,7.0,2.0,2.0,214.0,2023-06-04,NYN,0
0,5.0,41.900000000000006,60.0,37.0,33.0,22.0,36.0,14.0,2.0,183.0,10.0,0.0,1.0,6.0,3.0,10.0,1.0,1.0,210.0,2023-06-04,WSN,0
0,7.0,60.0,39.0,16.0,14.0,24.0,69.0,6.0,2.0,211.0,3.0,0.0,0.0,9.0,1.0,2.0,2.0,0.0,240.0,2023-06-06,SDN,0
0,5.0,43.4,42.0,33.0,28.0,18.0,46.0,13.0,4.0,174.0,5.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,196.0,2023-06-06,LAN,0
0,5.0,40.0,46.0,25.0,24.0,22.0,61.0,5.0,2.0,176.0,15.0,1.0,1.0,3.0,0.0,6.0,1.0,0.0,200.0,2023-06-06,BAL,0
0,7.0,60.5,54.0,40.0,38.0,27.0,56.0,11.0,2.0,240.0,10.0,0.0,1.0,5.0,1.0,6.0,0.0,1.0,271.0,2023-06-06,CIN,0
0,7.0,60.2,46.0,24.0,24.0,12.0,81.0,3.0,3.0,227.0,14.0,1.0,0.0,6.0,2.0,10.0,0.0,1.0,244.0,2023-06-06,MIA,0
0,6.0,46.8,44.0,22.0,21.0,19.0,57.0,4.0,1.0,193.0,7.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,214.0,2023-06-06,DET,0
0,5.0,42.2,59.0,38.0,34.0,28.0,37.0,12.0,3.0,183.0,9.0,0.0,1.0,7.0,4.0,14.0,2.0,2.0,218.0,2023-06-06,WSN,0
0,6.0,48.8,39.0,16.0,15.0,25.0,57.0,1.0,4.0,191.0,12.0,2.0,0.0,4.0,1.0,6.0,3.0,0.0,222.0,2023-06-06,TBA,0
0,6.0,46.8,38.0,24.0,21.0,26.0,48.0,7.0,1.0,186.0,9.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,216.0,2023-06-06,CHN,0
0,6.0,51.2,52.0,24.0,23.0,18.0,45.0,8.0,1.0,202.0,7.0,1.0,1.0,10.0,1.0,6.0,1.0,0.0,222.0,2023-06-06,ARI,0
0,5.0,42.6,36.0,16.0,15.0,11.0,38.0,7.0,2.0,160.0,3.0,1.0,0.0,4.0,1.0,3.0,2.0,2.0,174.0,2023-06-06,NYA,0
0,6.0,50.2,46.0,19.0,18.0,14.0,53.0,3.0,3.0,198.0,5.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,217.0,2023-06-06,TEX,0
0,5.0,41.9,27.0,16.0,16.0,20.0,41.0,5.0,1.0,152.0,8.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,174.0,2023-06-06,ATL,0
0,5.0,42.900000000000006,42.0,24.0,21.0,10.0,44.0,2.0,3.0,170.0,13.0,4.0,0.0,2.0,1.0,5.0,2.0,0.0,187.0,2023-06-06,SFN,0
0,6.0,45.800000000000004,54.0,34.0,32.0,28.0,40.0,3.0,3.0,196.0,15.0,1.0,1.0,2.0,5.0,6.0,0.0,0.0,232.0,2023-06-06,OAK,0
0,6.0,48.39999999999999,59.0,28.0,27.0,22.0,45.0,9.0,6.0,210.0,12.0,1.0,0.0,7.0,2.0,1.0,2.0,1.0,241.0,2023-06-06,PIT,0
0,5.0,41.6,48.0,31.0,30.0,16.0,44.0,6.0,0.0,173.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,192.0,2023-06-06,SEA,0
0,6.0,46.3,54.0,29.0,29.0,25.0,50.0,5.0,3.0,202.0,15.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,231.0,2023-06-06,COL,0
0,6.0,50.7,51.0,24.0,24.0,18.0,51.0,5.0,1.0,203.0,17.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,225.0,2023-06-06,CLE,0
0,7.0,59.3,43.0,24.0,21.0,20.0,52.0,5.0,2.0,213.0,6.0,1.0,0.0,4.0,3.0,2.0,1.0,2.0,239.0,2023-06-06,PHI,0
0,6.0,48.89999999999999,57.0,30.0,30.0,23.0,46.0,6.0,2.0,202.0,15.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,230.0,2023-06-06,LAA,0
0,7.0,59.5,53.0,22.0,22.0,13.0,77.0,10.0,1.0,238.0,8.0,1.0,0.0,4.0,0.0,9.0,1.0,0.0,253.0,2023-06-06,TOR,0
0,6.0,49.5,50.0,20.0,18.0,19.0,58.0,6.0,2.0,200.0,9.0,0.0,1.0,6.0,1.0,7.0,1.0,2.0,222.0,2023-06-06,NYN,0
0,7.0,60.199999999999996,60.0,30.0,27.0,24.0,77.0,1.0,2.0,247.0,24.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,275.0,2023-06-06,BOS,0
0,5.0,45.3,29.0,17.0,17.0,16.0,48.0,7.0,2.0,164.0,7.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,182.0,2023-06-06,CHA,0
0,6.0,50.2,45.0,21.0,21.0,13.0,39.0,6.0,4.0,199.0,5.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,217.0,2023-06-06,MIN,0
0,7.0,59.2,66.0,29.0,27.0,22.0,55.0,8.0,6.0,243.0,14.0,1.0,0.0,8.0,0.0,3.0,1.0,1.0,271.0,2023-06-06,HOU,0
0,7.0,63.3,50.0,23.0,21.0,21.0,53.0,9.0,2.0,235.0,10.0,2.0,1.0,7.0,1.0,17.0,1.0,0.0,259.0,2023-06-06,MIL,0
0,5.0,40.9,43.0,28.0,25.0,9.0,49.0,3.0,1.0,174.0,8.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,185.0,2023-06-06,KCR,0
0,5.0,36.6,52.0,23.0,19.0,11.0,36.0,5.0,2.0,169.0,11.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,184.0,2023-06-06,SLN,0
0,7.0,60.5,52.0,42.0,40.0,28.0,56.0,12.0,2.0,239.0,9.0,0.0,1.0,4.0,1.0,6.0,0.0,1.0,270.0,2023-06-07,CIN,1
0,6.0,51.3,38.0,20.0,17.0,17.0,46.0,4.0,2.0,184.0,6.0,1.0,0.0,4.0,3.0,2.0,1.0,2.0,207.0,2023-06-06,PHI,0
0,6.0,50.7,44.0,18.0,17.0,18.0,52.0,4.0,1.0,197.0,14.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,219.0,2023-06-07,CLE,1
0,6.0,48.9,48.0,27.0,27.0,24.0,44.0,5.0,2.0,193.0,12.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,221.0,2023-06-07,LAA,1
0,6.0,48.0,52.0,28.0,28.0,25.0,49.0,4.0,5.0,201.0,14.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,233.0,2023-06-07,COL,1
0,6.0,49.2,45.0,21.0,21.0,12.0,38.0,6.0,2.0,196.0,5.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,211.0,2023-06-07,MIN,1
0,7.0,59.19999999999999,63.0,30.0,29.0,22.0,72.0,0.0,1.0,245.0,25.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,270.0,2023-06-07,BOS,1
0,7.0,60.9,47.0,24.0,24.0,14.0,78.0,2.0,4.0,226.0,15.0,1.0,0.0,7.0,2.0,9.0,1.0,0.0,246.0,2023-06-07,MIA,1
0,6.0,50.5,56.0,26.0,25.0,17.0,47.0,8.0,1.0,207.0,7.0,1.0,1.0,9.0,1.0,6.0,1.0,0.0,226.0,2023-06-07,ARI,1
0,7.0,60.2,51.0,20.0,20.0,9.0,76.0,10.0,1.0,235.0,7.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,246.0,2023-06-07,TOR,1
0,7.0,60.9,37.0,17.0,15.0,24.0,69.0,6.0,3.0,214.0,5.0,0.0,0.0,7.0,1.0,1.0,2.0,0.0,242.0,2023-06-07,SDN,1
0,6.0,47.800000000000004,55.0,26.0,24.0,18.0,59.0,7.0,1.0,203.0,11.0,0.0,1.0,6.0,1.0,9.0,1.0,2.0,223.0,2023-06-07,NYN,1
0,7.0,58.900000000000006,60.0,24.0,22.0,23.0,47.0,10.0,3.0,231.0,11.0,1.0,0.0,10.0,0.0,2.0,2.0,1.0,257.0,2023-06-07,HOU,1
0,7.0,63.3,48.0,23.0,22.0,22.0,62.0,9.0,2.0,232.0,6.0,1.0,1.0,7.0,1.0,17.0,1.0,0.0,257.0,2023-06-07,MIL,1
0,6.0,48.4,64.0,33.0,32.0,29.0,40.0,10.0,6.0,216.0,14.0,0.0,0.0,5.0,1.0,3.0,2.0,1.0,253.0,2023-06-07,PIT,1
0,6.0,48.9,51.0,34.0,31.0,10.0,52.0,4.0,1.0,205.0,9.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,217.0,2023-06-07,KCR,1
0,5.0,42.2,63.0,38.0,35.0,22.0,33.0,10.0,3.0,186.0,11.0,0.0,0.0,5.0,4.0,10.0,3.0,3.0,215.0,2023-06-07,WSN,1
0,5.0,39.2,33.0,20.0,19.0,16.0,48.0,4.0,1.0,157.0,4.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,175.0,2023-06-06,DET,0
0,6.0,45.6,56.0,23.0,19.0,16.0,48.0,5.0,2.0,200.0,13.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,220.0,2023-06-07,SLN,1
0,6.0,45.1,56.0,35.0,33.0,32.0,37.0,3.0,3.0,195.0,15.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,235.0,2023-06-07,OAK,1
0,5.0,40.400000000000006,45.0,23.0,22.0,17.0,59.0,5.0,4.0,173.0,14.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,195.0,2023-06-07,BAL,1
0,6.0,51.9,39.0,17.0,16.0,13.0,56.0,4.0,4.0,191.0,5.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,209.0,2023-06-07,TEX,1
0,6.0,46.5,41.0,26.0,23.0,26.0,50.0,7.0,2.0,186.0,11.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,217.0,2023-06-07,CHN,1
0,4.0,34.3,31.0,15.0,15.0,10.0,25.0,7.0,2.0,128.0,2.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,141.0,2023-06-06,NYA,0
0,4.0,36.3,16.0,5.0,5.0,12.0,42.0,2.0,0.0,126.0,3.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,138.0,2023-06-06,CHA,0
0,5.0,42.4,43.0,31.0,29.0,15.0,49.0,11.0,3.0,170.0,3.0,3.0,0.0,4.0,1.0,5.0,0.0,0.0,189.0,2023-06-07,LAN,1
0,5.0,38.2,62.0,41.0,40.0,16.0,43.0,7.0,1.0,180.0,18.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,200.0,2023-06-07,SEA,1
0,5.0,42.900000000000006,37.0,19.0,17.0,10.0,39.0,3.0,1.0,169.0,12.0,3.0,1.0,3.0,1.0,4.0,1.0,0.0,182.0,2023-06-07,SFN,1
0,5.0,41.900000000000006,30.0,19.0,19.0,22.0,45.0,7.0,2.0,153.0,8.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,179.0,2023-06-07,ATL,1
0,6.0,48.8,36.0,14.0,13.0,26.0,57.0,1.0,6.0,189.0,11.0,2.0,0.0,5.0,1.0,4.0,1.0,0.0,222.0,2023-06-07,TBA,1
0,7.0,64.3,49.0,26.0,25.0,20.0,69.0,9.0,2.0,237.0,9.0,1.0,1.0,5.0,1.0,16.0,1.0,0.0,261.0,2023-06-08,MIL,0
0,6.0,48.4,64.0,33.0,32.0,29.0,40.0,10.0,6.0,216.0,14.0,0.0,0.0,5.0,1.0,3.0,2.0,1.0,253.0,2023-06-07,PIT,1
0,7.0,60.8,56.0,40.0,38.0,28.0,52.0,11.0,5.0,244.0,8.0,0.0,1.0,5.0,2.0,6.0,0.0,1.0,279.0,2023-06-08,CIN,0
0,6.0,48.9,51.0,34.0,31.0,10.0,52.0,4.0,1.0,205.0,9.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,217.0,2023-06-07,KCR,1
0,6.0,48.2,40.0,19.0,18.0,13.0,42.0,7.0,2.0,186.0,4.0,3.0,1.0,4.0,0.0,3.0,1.0,1.0,202.0,2023-06-08,MIN,0
0,5.0,42.2,63.0,38.0,35.0,22.0,33.0,10.0,3.0,186.0,11.0,0.0,0.0,5.0,4.0,10.0,3.0,3.0,215.0,2023-06-07,WSN,1
0,6.0,47.400000000000006,39.0,23.0,22.0,19.0,57.0,4.0,1.0,187.0,6.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,210.0,2023-06-08,DET,0
0,6.0,45.6,56.0,23.0,19.0,16.0,48.0,5.0,2.0,200.0,13.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,220.0,2023-06-07,SLN,1
0,6.0,45.1,56.0,35.0,33.0,32.0,37.0,3.0,3.0,195.0,15.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,235.0,2023-06-07,OAK,1
0,6.0,50.9,42.0,14.0,13.0,19.0,51.0,3.0,0.0,197.0,14.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,218.0,2023-06-08,CLE,0
0,6.0,48.7,53.0,26.0,25.0,18.0,73.0,5.0,4.0,208.0,16.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,231.0,2023-06-08,BAL,0
0,6.0,51.9,39.0,17.0,16.0,13.0,56.0,4.0,4.0,191.0,5.0,1.0,0.0,3.0,1.0,4.0,2.0,1.0,209.0,2023-06-07,TEX,1
0,6.0,51.9,33.0,16.0,15.0,21.0,64.0,6.0,3.0,186.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,210.0,2023-06-07,SDN,1
0,6.0,51.599999999999994,38.0,18.0,14.0,16.0,52.0,3.0,2.0,189.0,5.0,1.0,0.0,5.0,2.0,1.0,1.0,3.0,209.0,2023-06-08,PHI,0
0,7.0,54.5,49.0,29.0,25.0,31.0,57.0,8.0,2.0,218.0,12.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,255.0,2023-06-08,CHN,0
0,6.0,50.89999999999999,41.0,21.0,21.0,16.0,42.0,11.0,4.0,193.0,4.0,1.0,0.0,4.0,1.0,5.0,2.0,2.0,214.0,2023-06-08,NYA,0
0,6.0,52.599999999999994,31.0,13.0,13.0,17.0,53.0,5.0,0.0,191.0,8.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,208.0,2023-06-08,CHA,0
0,7.0,58.6,54.0,25.0,23.0,24.0,48.0,9.0,4.0,222.0,12.0,1.0,0.0,10.0,0.0,2.0,2.0,1.0,250.0,2023-06-08,HOU,0
0,5.0,42.2,46.0,22.0,21.0,16.0,38.0,7.0,1.0,171.0,6.0,1.0,1.0,8.0,1.0,5.0,1.0,0.0,189.0,2023-06-07,ARI,1
0,6.0,51.4,49.0,31.0,29.0,17.0,60.0,11.0,3.0,202.0,5.0,3.0,0.0,5.0,1.0,6.0,0.0,0.0,223.0,2023-06-08,LAN,0
0,6.0,48.800000000000004,52.0,29.0,29.0,26.0,50.0,6.0,5.0,200.0,10.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,234.0,2023-06-08,COL,0
0,7.0,60.9,51.0,21.0,21.0,8.0,69.0,11.0,1.0,236.0,6.0,0.0,0.0,4.0,0.0,5.0,1.0,1.0,246.0,2023-06-08,TOR,0
0,5.0,38.2,62.0,41.0,40.0,16.0,43.0,7.0,1.0,180.0,18.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,200.0,2023-06-07,SEA,1
0,6.0,51.900000000000006,46.0,23.0,21.0,13.0,49.0,3.0,3.0,205.0,15.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,223.0,2023-06-08,SFN,0
0,6.0,48.00000000000001,68.0,37.0,34.0,22.0,53.0,12.0,1.0,218.0,13.0,0.0,1.0,7.0,0.0,7.0,1.0,2.0,241.0,2023-06-08,NYN,0
0,6.0,52.6,36.0,14.0,14.0,12.0,67.0,1.0,2.0,190.0,9.0,1.0,0.0,6.0,1.0,6.0,1.0,0.0,205.0,2023-06-07,MIA,1
0,6.0,49.2,44.0,23.0,23.0,24.0,50.0,5.0,2.0,192.0,10.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,219.0,2023-06-08,LAA,0
0,6.0,51.900000000000006,44.0,29.0,29.0,27.0,61.0,10.0,2.0,196.0,9.0,0.0,0.0,8.0,1.0,4.0,2.0,0.0,227.0,2023-06-08,ATL,0
0,7.0,57.099999999999994,42.0,16.0,15.0,26.0,64.0,3.0,6.0,222.0,12.0,2.0,0.0,5.0,1.0,4.0,1.0,0.0,255.0,2023-06-08,TBA,0
0,7.0,58.19999999999999,71.0,38.0,37.0,21.0,63.0,4.0,2.0,249.0,22.0,1.0,0.0,4.0,2.0,5.0,1.0,0.0,274.0,2023-06-08,BOS,0
0,6.0,50.199999999999996,44.0,25.0,23.0,15.0,55.0,6.0,4.0,195.0,7.0,1.0,0.0,4.0,1.0,6.0,2.0,0.0,215.0,2023-06-09,TEX,0
0,6.0,49.9,52.0,32.0,30.0,16.0,57.0,9.0,4.0,205.0,6.0,4.0,0.0,4.0,1.0,7.0,0.0,0.0,226.0,2023-06-09,LAN,0
0,6.0,49.199999999999996,40.0,21.0,20.0,16.0,47.0,7.0,2.0,190.0,6.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,209.0,2023-06-09,MIN,0
0,6.0,52.599999999999994,29.0,14.0,14.0,16.0,51.0,6.0,0.0,188.0,8.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,204.0,2023-06-09,CHA,0
0,6.0,49.5,61.0,36.0,36.0,25.0,51.0,9.0,5.0,210.0,12.0,3.0,0.0,4.0,2.0,2.0,1.0,2.0,243.0,2023-06-09,COL,0
0,5.0,41.5,50.0,26.0,25.0,15.0,34.0,8.0,1.0,175.0,7.0,1.0,1.0,8.0,2.0,5.0,0.0,0.0,193.0,2023-06-09,ARI,0
0,8.0,66.1,45.0,19.0,18.0,29.0,75.0,6.0,6.0,252.0,12.0,2.0,0.0,5.0,1.0,5.0,1.0,0.0,288.0,2023-06-09,TBA,0
0,5.0,38.9,61.0,44.0,42.0,17.0,48.0,9.0,2.0,181.0,19.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,202.0,2023-06-09,SEA,0
0,8.0,66.49999999999999,80.0,40.0,38.0,22.0,70.0,5.0,2.0,284.0,22.0,1.0,0.0,4.0,2.0,6.0,2.0,0.0,310.0,2023-06-09,BOS,0
0,7.0,58.5,60.0,42.0,42.0,25.0,49.0,13.0,5.0,239.0,7.0,0.0,1.0,4.0,2.0,4.0,0.0,1.0,271.0,2023-06-09,CIN,0
0,7.0,55.2,52.0,30.0,26.0,33.0,56.0,8.0,2.0,220.0,13.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,259.0,2023-06-09,CHN,0
0,5.0,42.6,59.0,34.0,31.0,22.0,33.0,8.0,3.0,180.0,8.0,0.0,0.0,5.0,4.0,9.0,2.0,2.0,209.0,2023-06-09,WSN,0
0,6.0,48.39999999999999,63.0,35.0,31.0,26.0,39.0,9.0,6.0,216.0,15.0,0.0,0.0,6.0,1.0,3.0,1.0,0.0,250.0,2023-06-09,PIT,0
0,6.0,48.39999999999999,44.0,31.0,28.0,20.0,55.0,6.0,1.0,189.0,8.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,218.0,2023-06-09,DET,0
0,6.0,51.2,38.0,16.0,16.0,16.0,48.0,9.0,5.0,192.0,4.0,1.0,0.0,7.0,0.0,4.0,2.0,1.0,213.0,2023-06-09,NYA,0
0,6.0,53.3,34.0,14.0,10.0,17.0,59.0,4.0,2.0,189.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,3.0,209.0,2023-06-09,PHI,0
0,6.0,45.9,52.0,20.0,16.0,18.0,48.0,3.0,0.0,196.0,13.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,218.0,2023-06-09,SLN,0
0,6.0,56.9,51.0,22.0,18.0,21.0,56.0,4.0,0.0,220.0,17.0,0.0,0.0,4.0,2.0,8.0,1.0,0.0,246.0,2023-06-09,CLE,0
0,7.0,62.7,59.0,33.0,29.0,29.0,47.0,10.0,3.0,240.0,17.0,1.0,3.0,8.0,1.0,2.0,2.0,1.0,274.0,2023-06-09,HOU,0
0,6.0,52.2,44.0,28.0,26.0,27.0,58.0,10.0,2.0,200.0,7.0,0.0,0.0,8.0,1.0,6.0,2.0,0.0,230.0,2023-06-09,ATL,0
0,6.0,52.599999999999994,39.0,20.0,19.0,21.0,61.0,6.0,3.0,191.0,6.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,215.0,2023-06-09,SDN,0
0,6.0,50.2,37.0,21.0,21.0,30.0,49.0,5.0,3.0,187.0,9.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,221.0,2023-06-09,LAA,0
0,6.0,48.6,50.0,30.0,27.0,11.0,48.0,4.0,1.0,199.0,8.0,2.0,0.0,3.0,1.0,7.0,1.0,1.0,212.0,2023-06-09,KCR,0
0,7.0,61.900000000000006,54.0,24.0,23.0,9.0,68.0,12.0,1.0,239.0,6.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,251.0,2023-06-09,TOR,0
