,GS,IP,H,R,ER,BB,SO,HR,HBP,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Date,Team,Home_Away
0,7.0,64.2,86.0,57.0,50.0,24.0,51.0,11.0,3.0,283.0,17.0,4.0,1.0,5.0,2.0,6.0,2.0,1.0,312.0,2022-06-05,COL,0
0,6.0,49.800000000000004,63.0,31.0,29.0,11.0,57.0,11.0,3.0,215.0,11.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,230.0,2022-06-05,TOR,0
0,6.0,53.599999999999994,28.0,7.0,7.0,12.0,54.0,1.0,2.0,188.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,202.0,2022-06-05,NYA,0
0,6.0,43.300000000000004,59.0,43.0,40.0,27.0,44.0,13.0,3.0,199.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,232.0,2022-06-05,LAA,0
0,6.0,48.8,51.0,32.0,26.0,19.0,65.0,9.0,0.0,209.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,229.0,2022-06-05,CIN,0
0,6.0,47.2,55.0,34.0,28.0,28.0,49.0,9.0,2.0,197.0,16.0,1.0,0.0,3.0,2.0,4.0,4.0,1.0,229.0,2022-06-05,CHA,0
0,6.0,52.6,44.0,26.0,25.0,13.0,52.0,10.0,3.0,203.0,12.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,219.0,2022-06-05,SEA,0
0,7.0,58.29999999999999,45.0,31.0,27.0,22.0,63.0,8.0,2.0,225.0,10.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,251.0,2022-06-05,DET,0
0,6.0,46.7,62.0,31.0,29.0,20.0,41.0,6.0,2.0,203.0,19.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,226.0,2022-06-06,ARI,1
0,6.0,46.1,64.0,40.0,39.0,22.0,46.0,9.0,2.0,208.0,4.0,0.0,1.0,5.0,2.0,5.0,2.0,1.0,234.0,2022-06-05,WSN,0
0,6.0,55.6,39.0,19.0,16.0,20.0,51.0,6.0,4.0,203.0,8.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,230.0,2022-06-05,TEX,0
0,6.0,49.4,58.0,32.0,29.0,18.0,31.0,4.0,4.0,213.0,14.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,238.0,2022-06-05,BAL,0
0,6.0,49.49999999999999,42.0,25.0,25.0,22.0,48.0,6.0,3.0,199.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,224.0,2022-06-06,HOU,1
0,7.0,58.800000000000004,65.0,31.0,29.0,12.0,63.0,11.0,3.0,244.0,11.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,260.0,2022-06-06,TOR,1
0,5.0,41.89999999999999,27.0,13.0,13.0,12.0,52.0,4.0,3.0,158.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,173.0,2022-06-05,CLE,0
0,7.0,64.2,65.0,42.0,39.0,28.0,67.0,8.0,1.0,258.0,11.0,3.0,0.0,4.0,0.0,5.0,1.0,0.0,287.0,2022-06-05,CHN,0
0,7.0,57.8,52.0,21.0,17.0,19.0,60.0,6.0,1.0,234.0,10.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,255.0,2022-06-06,NYN,1
0,6.0,51.499999999999986,49.0,28.0,27.0,15.0,61.0,10.0,4.0,209.0,7.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,230.0,2022-06-05,LAN,0
0,5.0,45.599999999999994,37.0,21.0,18.0,12.0,48.0,2.0,2.0,174.0,10.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,189.0,2022-06-05,PHI,0
0,6.0,56.400000000000006,46.0,24.0,20.0,23.0,59.0,6.0,1.0,208.0,10.0,0.0,2.0,7.0,2.0,1.0,0.0,0.0,234.0,2022-06-05,ATL,0
0,7.0,56.89999999999999,57.0,35.0,34.0,17.0,45.0,11.0,3.0,227.0,10.0,2.0,0.0,6.0,1.0,4.0,0.0,0.0,249.0,2022-06-05,MIN,0
0,6.0,53.599999999999994,28.0,7.0,7.0,12.0,54.0,1.0,2.0,188.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,202.0,2022-06-05,NYA,0
0,5.0,39.4,49.0,28.0,25.0,20.0,35.0,4.0,3.0,177.0,13.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,200.0,2022-06-05,OAK,0
0,6.0,53.5,56.0,33.0,27.0,20.0,51.0,7.0,2.0,214.0,14.0,3.0,0.0,1.0,2.0,5.0,2.0,3.0,239.0,2022-06-05,MIL,0
0,6.0,49.6,45.0,25.0,23.0,19.0,52.0,5.0,1.0,203.0,10.0,0.0,2.0,2.0,1.0,5.0,1.0,0.0,224.0,2022-06-05,SFN,0
0,7.0,60.099999999999994,55.0,28.0,25.0,23.0,57.0,4.0,5.0,232.0,8.0,2.0,1.0,5.0,4.0,5.0,1.0,0.0,265.0,2022-06-06,SDN,1
0,6.0,51.900000000000006,35.0,7.0,4.0,10.0,44.0,0.0,0.0,190.0,10.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,200.0,2022-06-06,BOS,1
0,7.0,52.300000000000004,65.0,44.0,41.0,28.0,49.0,13.0,4.0,232.0,16.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,267.0,2022-06-06,LAA,1
0,6.0,48.699999999999996,57.0,19.0,18.0,13.0,49.0,7.0,5.0,215.0,12.0,0.0,0.0,3.0,0.0,5.0,2.0,1.0,233.0,2022-06-05,TBA,0
0,7.0,62.2,70.0,29.0,28.0,27.0,47.0,7.0,2.0,252.0,17.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,285.0,2022-06-05,SLN,0
0,5.0,42.2,35.0,16.0,13.0,19.0,45.0,7.0,3.0,166.0,9.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,189.0,2022-06-05,PIT,0
0,7.0,55.8,52.0,32.0,26.0,19.0,73.0,9.0,0.0,230.0,11.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,250.0,2022-06-06,CIN,1
0,6.0,49.199999999999996,61.0,37.0,36.0,27.0,34.0,9.0,5.0,211.0,11.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0,246.0,2022-06-06,KCR,1
0,6.0,47.2,55.0,34.0,28.0,28.0,49.0,9.0,2.0,197.0,16.0,1.0,0.0,3.0,2.0,4.0,4.0,1.0,229.0,2022-06-05,CHA,0
0,7.0,60.900000000000006,54.0,30.0,28.0,18.0,59.0,13.0,3.0,238.0,13.0,0.0,1.0,3.0,0.0,5.0,2.0,2.0,259.0,2022-06-06,SEA,1
0,6.0,49.8,51.0,38.0,37.0,23.0,62.0,10.0,7.0,209.0,14.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,239.0,2022-06-05,MIA,0
0,6.0,55.2,81.0,56.0,49.0,23.0,43.0,10.0,3.0,251.0,16.0,3.0,1.0,4.0,2.0,5.0,2.0,1.0,279.0,2022-06-05,COL,0
0,7.0,58.8,59.0,40.0,39.0,25.0,68.0,11.0,8.0,244.0,17.0,2.0,0.0,2.0,0.0,4.0,0.0,1.0,277.0,2022-06-07,MIA,1
0,6.0,49.5,40.0,25.0,25.0,22.0,55.0,6.0,3.0,197.0,8.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,222.0,2022-06-07,HOU,1
0,5.0,38.4,51.0,28.0,25.0,17.0,38.0,6.0,3.0,177.0,14.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,197.0,2022-06-07,OAK,1
0,5.0,42.2,42.0,18.0,16.0,14.0,44.0,6.0,2.0,173.0,14.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,190.0,2022-06-07,PIT,1
0,6.0,45.400000000000006,64.0,38.0,36.0,23.0,43.0,10.0,2.0,203.0,19.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,230.0,2022-06-07,ARI,1
0,7.0,58.49999999999999,56.0,34.0,32.0,22.0,50.0,14.0,2.0,237.0,12.0,0.0,1.0,2.0,0.0,6.0,2.0,2.0,261.0,2022-06-07,SEA,1
0,7.0,63.9,67.0,44.0,41.0,25.0,64.0,12.0,2.0,254.0,12.0,2.0,0.0,6.0,1.0,4.0,1.0,0.0,282.0,2022-06-07,CHN,1
0,6.0,48.3,44.0,26.0,25.0,13.0,50.0,7.0,1.0,197.0,8.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,213.0,2022-06-07,SFN,1
0,6.0,46.099999999999994,61.0,42.0,41.0,24.0,43.0,11.0,1.0,205.0,5.0,0.0,0.0,5.0,2.0,6.0,2.0,1.0,232.0,2022-06-07,WSN,1
0,6.0,51.4,59.0,18.0,16.0,15.0,52.0,5.0,4.0,222.0,12.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,242.0,2022-06-07,TBA,1
0,6.0,51.599999999999994,40.0,19.0,18.0,16.0,59.0,10.0,1.0,199.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,216.0,2022-06-07,CLE,1
0,6.0,54.5,53.0,28.0,23.0,18.0,50.0,6.0,1.0,213.0,11.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,236.0,2022-06-07,MIL,1
0,7.0,58.800000000000004,58.0,26.0,24.0,13.0,61.0,10.0,3.0,237.0,7.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,254.0,2022-06-07,TOR,1
0,6.0,49.400000000000006,52.0,25.0,23.0,22.0,33.0,6.0,2.0,209.0,9.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,234.0,2022-06-07,BAL,1
0,7.0,56.8,51.0,28.0,24.0,22.0,59.0,7.0,1.0,232.0,10.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,257.0,2022-06-07,NYN,1
0,6.0,48.89999999999999,58.0,39.0,38.0,22.0,40.0,13.0,2.0,204.0,6.0,2.0,1.0,5.0,1.0,2.0,0.0,0.0,230.0,2022-06-07,MIN,1
0,5.0,44.3,32.0,16.0,15.0,10.0,44.0,1.0,2.0,164.0,8.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,176.0,2022-06-07,PHI,1
0,6.0,50.499999999999986,45.0,27.0,26.0,15.0,54.0,8.0,5.0,203.0,8.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,224.0,2022-06-07,LAN,1
0,7.0,64.2,86.0,59.0,52.0,27.0,54.0,11.0,4.0,283.0,16.0,3.0,1.0,4.0,2.0,5.0,2.0,1.0,316.0,2022-06-07,COL,1
0,6.0,56.3,39.0,18.0,16.0,19.0,60.0,5.0,0.0,204.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,223.0,2022-06-07,ATL,1
0,7.0,61.400000000000006,68.0,31.0,29.0,27.0,41.0,7.0,2.0,249.0,18.0,0.0,2.0,5.0,4.0,2.0,0.0,0.0,283.0,2022-06-07,SLN,1
0,6.0,53.599999999999994,35.0,10.0,9.0,12.0,52.0,1.0,0.0,193.0,13.0,0.0,1.0,5.0,0.0,4.0,1.0,0.0,205.0,2022-06-07,BOS,1
0,6.0,49.5,61.0,36.0,35.0,29.0,36.0,8.0,4.0,211.0,12.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,246.0,2022-06-07,KCR,1
0,6.0,49.300000000000004,39.0,26.0,24.0,19.0,53.0,8.0,3.0,188.0,8.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,212.0,2022-06-07,DET,1
0,6.0,48.2,48.0,28.0,22.0,28.0,48.0,7.0,2.0,191.0,12.0,1.0,0.0,5.0,2.0,6.0,4.0,1.0,223.0,2022-06-07,CHA,1
0,7.0,62.900000000000006,50.0,28.0,24.0,29.0,58.0,6.0,5.0,238.0,12.0,0.0,1.0,4.0,3.0,10.0,0.0,0.0,276.0,2022-06-07,TEX,1
0,7.0,59.89999999999999,50.0,25.0,23.0,18.0,57.0,4.0,8.0,227.0,7.0,2.0,0.0,5.0,2.0,4.0,1.0,0.0,256.0,2022-06-07,SDN,1
0,7.0,55.8,58.0,39.0,33.0,17.0,64.0,11.0,1.0,236.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,255.0,2022-06-07,CIN,1
0,7.0,55.0,67.0,41.0,37.0,27.0,52.0,11.0,4.0,241.0,16.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,274.0,2022-06-07,LAA,1
0,6.0,52.89999999999999,33.0,10.0,10.0,10.0,56.0,1.0,3.0,191.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,206.0,2022-06-07,NYA,1
0,8.0,63.3,74.0,42.0,38.0,30.0,58.0,11.0,5.0,275.0,18.0,1.0,1.0,5.0,2.0,6.0,1.0,1.0,312.0,2022-06-08,LAA,0
0,6.0,52.9,46.0,27.0,26.0,16.0,56.0,8.0,4.0,209.0,13.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,229.0,2022-06-08,MIA,0
0,7.0,60.19999999999999,44.0,18.0,18.0,13.0,63.0,3.0,3.0,225.0,10.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,243.0,2022-06-08,NYA,0
0,5.0,41.099999999999994,44.0,23.0,21.0,19.0,25.0,5.0,2.0,176.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,198.0,2022-06-07,BAL,1
0,6.0,56.3,44.0,20.0,18.0,16.0,58.0,5.0,0.0,208.0,7.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,224.0,2022-06-08,ATL,0
0,6.0,50.8,57.0,18.0,17.0,10.0,46.0,4.0,4.0,214.0,11.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,229.0,2022-06-08,TBA,0
0,6.0,49.900000000000006,54.0,35.0,34.0,26.0,40.0,13.0,2.0,201.0,4.0,1.0,1.0,8.0,2.0,2.0,0.0,0.0,231.0,2022-06-08,MIN,0
0,7.0,60.199999999999996,54.0,28.0,26.0,19.0,50.0,10.0,2.0,239.0,12.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,260.0,2022-06-08,SEA,0
0,7.0,59.900000000000006,56.0,28.0,26.0,26.0,49.0,5.0,4.0,236.0,13.0,0.0,1.0,4.0,2.0,12.0,0.0,0.0,269.0,2022-06-08,TEX,0
0,7.0,56.4,62.0,31.0,29.0,18.0,62.0,8.0,4.0,237.0,10.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,261.0,2022-06-08,TOR,0
0,7.0,61.599999999999994,47.0,22.0,19.0,19.0,58.0,3.0,8.0,229.0,6.0,2.0,0.0,4.0,1.0,4.0,1.0,0.0,258.0,2022-06-08,SDN,0
0,6.0,49.2,44.0,25.0,19.0,21.0,47.0,7.0,2.0,191.0,9.0,1.0,0.0,5.0,2.0,6.0,3.0,1.0,216.0,2022-06-08,CHA,0
0,6.0,51.0,40.0,21.0,21.0,12.0,51.0,5.0,1.0,197.0,8.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,212.0,2022-06-08,SFN,0
0,7.0,60.400000000000006,80.0,40.0,38.0,28.0,45.0,6.0,2.0,259.0,24.0,0.0,2.0,5.0,4.0,3.0,0.0,0.0,294.0,2022-06-08,SLN,0
0,6.0,48.6,62.0,39.0,36.0,22.0,49.0,11.0,0.0,211.0,4.0,0.0,0.0,4.0,1.0,7.0,3.0,1.0,235.0,2022-06-08,WSN,0
0,6.0,53.9,59.0,41.0,38.0,23.0,53.0,12.0,2.0,218.0,9.0,1.0,0.0,5.0,1.0,4.0,1.0,0.0,244.0,2022-06-07,CHN,1
0,7.0,57.5,61.0,39.0,33.0,18.0,63.0,14.0,2.0,242.0,11.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,263.0,2022-06-08,CIN,0
0,7.0,55.099999999999994,61.0,41.0,32.0,20.0,56.0,8.0,1.0,240.0,13.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,263.0,2022-06-08,NYN,0
0,6.0,54.3,60.0,34.0,31.0,14.0,54.0,10.0,1.0,222.0,14.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,240.0,2022-06-08,MIL,0
0,6.0,55.699999999999996,59.0,35.0,30.0,19.0,51.0,7.0,3.0,229.0,12.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,252.0,2022-06-08,COL,0
0,6.0,49.300000000000004,41.0,27.0,25.0,21.0,57.0,9.0,3.0,189.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,215.0,2022-06-08,DET,0
0,6.0,50.49999999999999,40.0,20.0,19.0,12.0,54.0,7.0,5.0,198.0,8.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,216.0,2022-06-08,LAN,0
0,5.0,38.8,53.0,36.0,32.0,15.0,41.0,10.0,2.0,177.0,16.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,195.0,2022-06-08,OAK,0
0,5.0,44.3,32.0,11.0,10.0,10.0,43.0,0.0,1.0,163.0,5.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,174.0,2022-06-08,PHI,0
0,6.0,50.89999999999999,39.0,19.0,18.0,14.0,55.0,10.0,1.0,196.0,3.0,0.0,0.0,2.0,0.0,6.0,1.0,1.0,211.0,2022-06-08,CLE,0
0,6.0,46.1,57.0,32.0,30.0,22.0,39.0,9.0,3.0,195.0,15.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,222.0,2022-06-08,ARI,0
0,6.0,48.8,46.0,27.0,26.0,26.0,51.0,7.0,4.0,201.0,9.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,232.0,2022-06-08,HOU,0
0,6.0,52.89999999999999,35.0,9.0,9.0,12.0,59.0,1.0,1.0,195.0,13.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,208.0,2022-06-08,BOS,0
0,6.0,50.5,65.0,36.0,35.0,25.0,40.0,10.0,4.0,217.0,11.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,248.0,2022-06-08,KCR,0
0,5.0,42.900000000000006,39.0,17.0,15.0,13.0,48.0,5.0,2.0,173.0,13.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,189.0,2022-06-08,PIT,0
0,7.0,61.8,71.0,35.0,33.0,23.0,52.0,4.0,1.0,252.0,22.0,0.0,2.0,5.0,3.0,3.0,0.0,0.0,279.0,2022-06-09,SLN,1
0,6.0,53.599999999999994,60.0,38.0,33.0,15.0,56.0,12.0,1.0,223.0,12.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,242.0,2022-06-09,MIL,1
0,7.0,56.8,63.0,43.0,35.0,24.0,67.0,14.0,3.0,244.0,13.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,273.0,2022-06-09,CIN,1
0,6.0,56.3,39.0,15.0,13.0,13.0,59.0,4.0,0.0,204.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,217.0,2022-06-09,ATL,1
0,6.0,45.4,67.0,44.0,40.0,18.0,46.0,12.0,2.0,214.0,18.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,235.0,2022-06-09,OAK,1
0,6.0,50.2,63.0,42.0,41.0,30.0,40.0,16.0,1.0,213.0,6.0,1.0,1.0,8.0,3.0,4.0,0.0,0.0,247.0,2022-06-09,MIN,1
0,6.0,47.8,52.0,39.0,30.0,18.0,52.0,8.0,1.0,208.0,11.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,229.0,2022-06-08,NYN,0
0,6.0,50.9,46.0,22.0,20.0,17.0,42.0,10.0,0.0,201.0,7.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,218.0,2022-06-08,SEA,0
0,6.0,53.599999999999994,38.0,17.0,14.0,17.0,47.0,3.0,5.0,197.0,5.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,221.0,2022-06-08,SDN,0
0,6.0,53.3,43.0,14.0,13.0,13.0,52.0,2.0,2.0,201.0,7.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,216.0,2022-06-09,PHI,1
0,6.0,48.1,55.0,28.0,26.0,16.0,55.0,8.0,4.0,204.0,9.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,226.0,2022-06-08,TOR,0
0,6.0,52.2,53.0,18.0,16.0,11.0,49.0,3.0,3.0,211.0,10.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,227.0,2022-06-09,TBA,1
0,7.0,58.49999999999999,47.0,23.0,22.0,18.0,61.0,11.0,2.0,229.0,7.0,0.0,0.0,3.0,0.0,6.0,2.0,1.0,249.0,2022-06-09,CLE,1
0,7.0,55.1,66.0,36.0,34.0,23.0,48.0,10.0,3.0,230.0,16.0,0.0,0.0,4.0,2.0,5.0,1.0,1.0,259.0,2022-06-09,ARI,1
0,6.0,48.8,46.0,27.0,26.0,26.0,51.0,7.0,4.0,201.0,9.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,232.0,2022-06-08,HOU,0
0,6.0,49.50000000000001,44.0,28.0,17.0,25.0,54.0,7.0,0.0,195.0,7.0,1.0,1.0,4.0,2.0,7.0,4.0,1.0,222.0,2022-06-09,CHA,1
0,6.0,51.99999999999999,43.0,22.0,21.0,11.0,50.0,5.0,1.0,204.0,8.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,218.0,2022-06-09,SFN,1
0,5.0,45.599999999999994,51.0,36.0,33.0,19.0,47.0,11.0,2.0,184.0,7.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,206.0,2022-06-07,CHN,1
0,6.0,55.699999999999996,48.0,24.0,19.0,18.0,52.0,5.0,4.0,217.0,6.0,4.0,1.0,2.0,1.0,2.0,2.0,0.0,240.0,2022-06-09,COL,1
0,5.0,39.8,42.0,23.0,22.0,18.0,19.0,7.0,1.0,170.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,190.0,2022-06-09,BAL,1
0,7.0,57.7,60.0,36.0,32.0,24.0,52.0,7.0,5.0,242.0,16.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,273.0,2022-06-09,LAA,1
0,5.0,41.0,36.0,25.0,23.0,16.0,48.0,9.0,3.0,157.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,178.0,2022-06-08,DET,0
0,6.0,52.2,52.0,31.0,30.0,16.0,54.0,8.0,5.0,215.0,13.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,236.0,2022-06-09,MIA,1
0,7.0,60.89999999999999,43.0,14.0,14.0,15.0,74.0,3.0,2.0,227.0,15.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,244.0,2022-06-09,BOS,1
0,6.0,48.599999999999994,62.0,38.0,35.0,20.0,51.0,9.0,1.0,212.0,7.0,0.0,0.0,3.0,0.0,7.0,2.0,1.0,234.0,2022-06-09,WSN,1
0,7.0,58.1,75.0,41.0,40.0,31.0,47.0,10.0,4.0,254.0,14.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,291.0,2022-06-09,KCR,1
0,6.0,50.900000000000006,47.0,25.0,23.0,19.0,45.0,5.0,4.0,203.0,11.0,0.0,1.0,2.0,2.0,11.0,0.0,0.0,228.0,2022-06-08,TEX,0
0,6.0,50.900000000000006,45.0,20.0,18.0,15.0,57.0,5.0,3.0,202.0,14.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,221.0,2022-06-09,PIT,1
0,6.0,51.19999999999999,44.0,23.0,23.0,11.0,54.0,8.0,1.0,198.0,9.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,212.0,2022-06-09,NYA,1
0,6.0,50.5,47.0,29.0,27.0,17.0,54.0,8.0,6.0,204.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,229.0,2022-06-09,LAN,1
0,6.0,48.1,53.0,36.0,28.0,19.0,51.0,7.0,1.0,209.0,11.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,231.0,2022-06-10,NYN,1
0,6.0,48.50000000000001,53.0,29.0,26.0,22.0,43.0,4.0,3.0,205.0,12.0,0.0,1.0,4.0,1.0,13.0,0.0,0.0,231.0,2022-06-10,TEX,1
0,7.0,61.099999999999994,64.0,30.0,28.0,24.0,53.0,3.0,1.0,246.0,22.0,0.0,2.0,5.0,3.0,3.0,0.0,0.0,274.0,2022-06-10,SLN,1
0,6.0,49.5,52.0,35.0,33.0,16.0,55.0,9.0,5.0,206.0,9.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,229.0,2022-06-10,LAN,1
0,6.0,51.199999999999996,55.0,24.0,19.0,12.0,42.0,5.0,2.0,211.0,13.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,227.0,2022-06-10,TBA,1
0,6.0,46.7,64.0,40.0,36.0,15.0,44.0,12.0,0.0,210.0,16.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,228.0,2022-06-10,OAK,1
0,6.0,48.599999999999994,63.0,38.0,34.0,19.0,50.0,8.0,1.0,210.0,7.0,0.0,0.0,4.0,2.0,10.0,2.0,2.0,233.0,2022-06-10,WSN,1
0,5.0,48.8,42.0,24.0,20.0,24.0,49.0,7.0,3.0,187.0,7.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,215.0,2022-06-10,CHN,1
0,7.0,58.00000000000001,63.0,33.0,29.0,25.0,54.0,3.0,4.0,243.0,17.0,0.0,0.0,7.0,2.0,5.0,1.0,0.0,275.0,2022-06-10,LAA,1
0,7.0,60.89999999999999,47.0,15.0,15.0,15.0,74.0,4.0,3.0,232.0,16.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,250.0,2022-06-10,BOS,1
0,6.0,51.50000000000001,49.0,20.0,19.0,15.0,51.0,5.0,4.0,211.0,11.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,230.0,2022-06-10,MIA,1
0,7.0,56.5,57.0,37.0,29.0,24.0,63.0,9.0,4.0,234.0,11.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,264.0,2022-06-10,CIN,1
0,6.0,51.99999999999999,41.0,18.0,17.0,10.0,44.0,4.0,1.0,201.0,7.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,214.0,2022-06-10,SFN,1
0,6.0,53.9,44.0,16.0,15.0,13.0,64.0,4.0,0.0,205.0,4.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,219.0,2022-06-10,ATL,1
0,7.0,59.199999999999996,47.0,22.0,21.0,19.0,55.0,13.0,2.0,230.0,7.0,0.0,0.0,3.0,0.0,8.0,2.0,1.0,251.0,2022-06-10,CLE,1
0,6.0,49.5,48.0,20.0,18.0,16.0,48.0,3.0,3.0,197.0,8.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,219.0,2022-06-10,TOR,1
0,6.0,50.2,65.0,43.0,42.0,30.0,41.0,17.0,1.0,214.0,5.0,1.0,1.0,9.0,3.0,4.0,0.0,0.0,248.0,2022-06-10,MIN,1
0,6.0,48.8,47.0,31.0,30.0,27.0,56.0,10.0,4.0,201.0,8.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,234.0,2022-06-10,HOU,1
0,6.0,49.5,45.0,23.0,22.0,21.0,39.0,11.0,1.0,198.0,5.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,220.0,2022-06-10,SEA,1
0,7.0,52.7,68.0,37.0,34.0,18.0,48.0,12.0,3.0,229.0,15.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,253.0,2022-06-10,ARI,1
0,6.0,53.599999999999994,42.0,17.0,14.0,16.0,51.0,3.0,4.0,200.0,5.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,222.0,2022-06-10,SDN,1
0,5.0,38.800000000000004,40.0,25.0,24.0,19.0,25.0,10.0,1.0,166.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,187.0,2022-06-10,BAL,1
0,6.0,52.599999999999994,45.0,19.0,18.0,16.0,51.0,3.0,2.0,203.0,9.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,221.0,2022-06-10,PHI,1
