,Date,Team,Opp,Home_Away,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat
0,"Aug 17, 2022",MIL,LAN,0,34,30,1,4,0,0,0,1,4,0,10,0,0,0,1,1,0
0,"Aug 17, 2022",MIA,SDN,0,38,33,3,7,4,0,0,3,4,0,10,1,0,0,0,0,0
0,"Aug 17, 2022",LAN,MIL,1,33,30,2,6,1,0,2,2,3,0,7,0,0,0,2,1,1
0,"Aug 17, 2022",PIT,BOS,0,33,33,3,6,1,0,1,3,0,0,9,0,0,0,1,0,0
0,"Aug 17, 2022",OAK,TEX,1,40,36,7,9,1,0,3,7,3,0,7,1,0,0,0,0,0
0,"Aug 17, 2022",CIN,PHI,0,35,32,1,6,1,0,0,1,3,0,11,0,0,0,0,0,0
0,"Aug 17, 2022",NYN,ATL,1,43,41,9,14,4,0,4,9,2,0,6,0,0,0,0,2,0
0,"Aug 17, 2022",HOU,CHA,1,35,30,3,5,2,0,0,3,3,0,6,0,0,2,0,2,0
0,"Aug 17, 2022",SLN,COL,0,38,31,5,9,5,0,0,5,6,0,5,1,0,0,1,0,0
0,"Aug 17, 2022",TBA,NYA,1,46,39,7,9,4,0,1,7,6,0,13,1,0,0,0,1,0
0,"Aug 17, 2022",MIN,KCR,0,33,31,4,7,1,0,1,3,2,0,4,0,0,0,1,1,0
0,"Aug 17, 2022",BOS,PIT,1,45,38,8,12,3,0,0,8,7,1,5,0,0,0,1,0,0
0,"Aug 17, 2022",DET,CLE,1,36,31,4,5,0,0,1,4,4,0,8,0,0,1,0,2,0
0,"Aug 17, 2022",SFN,ARI,0,37,34,2,8,1,0,2,2,3,0,9,0,0,0,1,0,0
0,"Aug 17, 2022",SDN,MIA,1,47,36,10,11,4,0,1,9,10,2,4,0,1,0,1,0,0
0,"Aug 17, 2022",NYA,TBA,0,41,36,8,10,2,0,3,8,4,0,9,1,0,0,1,0,0
0,"Aug 17, 2022",CLE,DET,0,43,36,8,11,5,0,0,7,4,1,10,3,0,0,0,0,0
0,"Aug 17, 2022",TOR,BAL,0,36,32,6,8,3,0,0,6,3,0,4,1,0,0,0,0,0
0,"Aug 17, 2022",COL,SLN,1,34,32,1,7,1,0,0,1,1,0,11,1,0,0,2,0,0
0,"Aug 17, 2022",PHI,CIN,1,33,30,0,5,1,0,0,0,2,0,11,1,0,0,1,0,0
0,"Aug 17, 2022",BAL,TOR,1,31,31,1,4,0,0,0,1,0,0,10,0,0,0,0,0,0
0,"Aug 17, 2022",SEA,LAA,1,45,37,11,10,1,0,4,11,6,0,7,2,0,0,0,1,0
0,"Aug 17, 2022",LAA,SEA,0,40,36,7,10,1,1,1,7,2,0,11,1,0,1,0,1,0
0,"Aug 17, 2022",TEX,OAK,0,37,32,2,6,2,0,0,2,5,0,5,0,0,0,1,1,0
0,"Aug 17, 2022",KCR,MIN,1,33,31,0,6,0,0,0,0,2,0,8,0,0,0,2,0,0
0,"Aug 17, 2022",ARI,SFN,1,37,33,3,6,3,0,0,3,2,0,14,1,0,0,0,2,0
0,"Aug 17, 2022",CHN,WSN,1,34,32,3,5,2,0,1,3,2,0,11,0,0,0,0,1,0
0,"Aug 18, 2022",WSN,SDN,1,35,32,3,6,0,0,1,3,1,0,6,1,0,1,0,1,0
0,"Aug 18, 2022",CHA,HOU,0,44,35,5,11,1,0,1,4,8,0,10,0,0,1,2,0,0
0,"Aug 18, 2022",ATL,NYN,0,30,30,3,6,2,0,0,3,0,0,12,0,0,0,0,0,0
0,"Aug 18, 2022",MIL,LAN,0,34,30,5,6,1,0,3,5,2,0,14,1,1,0,0,1,0
0,"Aug 18, 2022",ARI,SFN,1,41,36,5,13,4,0,0,5,4,0,5,0,1,0,1,1,1
0,"Aug 18, 2022",PIT,BOS,0,36,34,8,10,2,0,2,8,2,0,6,0,0,0,0,0,0
0,"Aug 18, 2022",OAK,TEX,1,36,32,3,5,3,0,1,2,4,0,9,0,0,0,0,0,0
0,"Aug 18, 2022",NYN,ATL,1,33,33,2,6,2,0,1,2,0,0,9,0,0,0,0,1,0
0,"Aug 18, 2022",HOU,CHA,1,55,51,21,25,5,0,4,21,4,0,9,0,0,0,1,1,0
0,"Aug 18, 2022",SLN,COL,0,43,38,13,15,3,0,2,13,5,0,7,0,0,0,1,1,0
0,"Aug 18, 2022",TBA,KCR,0,37,35,7,12,3,1,2,6,2,0,6,0,0,0,0,0,0
0,"Aug 18, 2022",BOS,PIT,1,34,30,2,5,0,0,0,2,2,0,10,1,0,1,1,0,1
0,"Aug 18, 2022",SFN,ARI,0,30,30,0,4,1,0,0,0,0,0,12,0,0,0,2,0,0
0,"Aug 18, 2022",SDN,WSN,0,36,29,1,3,0,0,1,1,7,0,8,0,0,0,1,0,0
0,"Aug 18, 2022",LAN,MIL,1,36,32,3,6,1,1,0,3,4,0,12,0,0,0,1,0,0
0,"Aug 18, 2022",NYA,TOR,0,37,34,2,7,2,0,0,1,2,0,13,1,0,0,0,0,0
0,"Aug 18, 2022",COL,SLN,1,30,29,0,4,0,0,0,0,1,0,7,0,0,0,1,0,1
0,"Aug 18, 2022",TOR,NYA,1,43,39,9,13,4,0,1,9,3,0,6,0,0,1,1,0,0
0,"Aug 18, 2022",CHN,BAL,1,35,35,3,8,1,0,3,3,0,0,2,0,0,0,0,1,0
0,"Aug 18, 2022",KCR,TBA,1,36,33,1,6,1,0,1,1,3,0,7,0,0,0,0,0,0
0,"Aug 18, 2022",TEX,OAK,0,40,30,10,10,0,1,2,9,6,1,5,2,0,2,0,1,1
0,"Aug 18, 2022",BAL,CHN,0,37,32,2,6,1,1,0,2,4,0,8,0,0,1,0,0,0
0,"Aug 19, 2022",WSN,SDN,1,42,37,6,9,1,0,1,5,4,0,13,1,0,0,0,2,0
0,"Aug 19, 2022",CHA,CLE,1,34,33,2,7,2,0,0,2,0,0,17,1,0,0,1,0,0
0,"Aug 19, 2022",ATL,HOU,0,40,34,6,12,3,0,1,6,4,0,10,1,0,1,0,1,0
0,"Aug 19, 2022",MIL,CHN,1,39,35,7,9,1,0,3,7,4,0,7,0,0,0,1,0,0
0,"Aug 19, 2022",LAA,DET,1,31,30,1,3,0,0,1,1,1,0,9,0,0,0,0,0,0
0,"Aug 19, 2022",MIA,LAN,1,34,31,1,5,3,0,0,1,3,0,7,0,0,0,0,0,1
0,"Aug 19, 2022",LAN,MIA,0,33,30,2,6,2,1,0,2,3,1,9,0,0,0,1,1,0
0,"Aug 19, 2022",ARI,SLN,0,33,31,1,4,3,0,0,1,1,0,7,1,0,0,0,0,0
0,"Aug 19, 2022",SDN,WSN,0,37,32,3,4,1,0,0,3,4,0,10,1,0,0,0,0,0
0,"Aug 19, 2022",PIT,CIN,0,40,35,5,13,1,0,0,4,2,1,9,1,1,1,0,3,0
0,"Aug 19, 2022",OAK,SEA,0,35,31,2,6,2,0,0,2,2,0,5,1,0,1,0,0,0
0,"Aug 19, 2022",CIN,PIT,1,35,35,4,7,0,0,2,4,0,0,5,0,0,0,1,0,0
0,"Aug 19, 2022",NYN,PHI,1,43,38,7,11,4,0,1,6,5,0,14,0,0,0,1,2,0
0,"Aug 19, 2022",HOU,ATL,1,34,33,2,7,2,0,1,2,1,0,12,0,0,0,1,0,0
0,"Aug 19, 2022",SLN,ARI,1,40,37,5,12,3,0,1,4,2,0,12,1,0,0,0,0,0
0,"Aug 19, 2022",TBA,KCR,0,36,32,2,6,1,0,0,2,4,0,12,0,0,0,1,1,1
0,"Aug 19, 2022",MIN,TEX,0,32,29,2,5,2,0,2,2,3,0,8,0,0,0,0,0,0
0,"Aug 19, 2022",BOS,BAL,1,48,45,10,19,6,0,0,10,2,0,9,0,0,0,1,0,0
0,"Aug 19, 2022",DET,LAA,0,28,28,0,4,0,0,0,0,0,0,9,0,0,0,3,0,0
0,"Aug 19, 2022",SFN,COL,1,37,32,4,5,1,0,1,4,4,0,7,1,0,0,0,1,0
0,"Aug 19, 2022",NYA,TOR,0,32,30,0,4,0,0,0,0,1,0,8,0,0,0,1,0,0
0,"Aug 19, 2022",COL,SFN,0,36,34,7,10,2,0,3,7,2,0,4,0,0,0,0,0,0
0,"Aug 19, 2022",TOR,NYA,1,37,34,4,8,2,0,1,4,2,0,7,0,0,1,0,0,0
0,"Aug 19, 2022",PHI,NYN,0,38,36,2,9,2,1,0,2,0,0,6,2,0,0,0,1,0
0,"Aug 19, 2022",CHN,MIL,0,36,33,8,10,1,1,2,8,1,0,14,1,0,1,0,0,0
0,"Aug 19, 2022",SEA,OAK,1,44,40,10,14,3,0,2,9,3,0,5,0,0,1,1,0,0
0,"Aug 19, 2022",TEX,MIN,1,34,30,1,4,0,0,0,1,4,0,7,0,0,0,0,2,0
0,"Aug 19, 2022",KCR,TBA,1,37,31,3,4,0,0,1,3,3,0,11,1,1,1,1,0,0
0,"Aug 19, 2022",CLE,CHA,0,37,32,5,9,1,1,1,5,4,1,8,1,0,0,0,1,0
0,"Aug 19, 2022",BAL,BOS,0,45,40,15,18,6,0,5,15,3,0,6,1,0,1,0,0,0
0,"Aug 20, 2022",WSN,SDN,1,36,34,1,7,0,0,1,1,0,0,8,2,0,0,1,1,0
0,"Aug 20, 2022",CHA,CLE,1,35,31,2,5,2,0,0,1,3,0,5,1,0,0,0,1,0
0,"Aug 20, 2022",ATL,HOU,0,42,37,5,7,2,0,1,5,5,1,9,0,0,0,1,1,0
0,"Aug 20, 2022",MIL,CHN,1,45,37,5,4,0,0,1,5,7,0,9,1,0,0,1,1,0
0,"Aug 20, 2022",LAA,DET,1,35,32,3,7,1,0,1,3,2,0,6,0,0,1,1,0,0
0,"Aug 20, 2022",MIA,LAN,1,32,30,0,3,0,0,0,0,2,0,15,0,0,0,0,1,0
0,"Aug 20, 2022",LAN,MIA,0,38,35,7,12,1,0,2,7,3,0,9,0,0,0,1,0,0
0,"Aug 20, 2022",ARI,SLN,0,41,32,7,8,2,0,1,6,5,0,9,1,2,1,0,1,0
0,"Aug 20, 2022",PIT,CIN,0,38,30,1,4,1,0,1,1,8,0,8,0,0,0,0,1,1
0,"Aug 20, 2022",OAK,SEA,0,40,34,4,8,1,0,0,4,4,1,10,0,2,0,1,0,0
0,"Aug 20, 2022",NYN,PHI,1,78,63,9,13,3,1,0,8,11,0,14,3,0,1,0,0,1
0,"Aug 20, 2022",HOU,ATL,1,44,40,4,7,1,0,1,4,3,0,16,1,0,0,0,0,0
0,"Aug 20, 2022",CIN,PIT,1,46,42,10,14,1,0,1,9,2,0,10,1,0,0,0,0,0
0,"Aug 20, 2022",SLN,ARI,1,49,43,16,18,3,1,4,15,5,0,6,0,0,1,0,1,1
0,"Aug 20, 2022",TBA,KCR,0,35,32,5,10,4,0,0,4,2,0,2,0,0,1,0,0,0
0,"Aug 20, 2022",MIN,TEX,0,42,37,3,6,1,0,0,2,5,0,5,0,0,0,1,0,0
0,"Aug 20, 2022",BOS,BAL,1,39,38,4,12,2,0,1,4,0,0,10,1,0,0,1,0,0
0,"Aug 20, 2022",SDN,WSN,0,37,30,2,5,0,0,2,2,6,0,5,1,0,0,0,2,0
0,"Aug 20, 2022",DET,LAA,0,38,33,4,11,4,0,0,4,3,0,5,0,1,1,0,1,0
0,"Aug 20, 2022",SFN,COL,1,37,35,3,5,1,1,2,3,2,0,9,0,0,0,0,1,0
0,"Aug 20, 2022",NYA,TOR,0,38,37,2,9,1,0,1,2,1,0,11,0,0,0,0,1,0
0,"Aug 20, 2022",CLE,CHA,0,33,32,0,5,1,0,0,0,1,0,3,0,0,0,1,0,0
0,"Aug 20, 2022",COL,SFN,0,39,37,4,12,1,0,0,4,1,1,3,0,1,0,1,1,0
0,"Aug 20, 2022",TOR,NYA,1,35,32,5,7,3,0,1,5,2,0,9,1,0,0,0,1,1
0,"Aug 20, 2022",PHI,NYN,0,76,68,6,18,4,1,0,5,6,0,19,0,1,1,0,1,2
0,"Aug 20, 2022",BAL,BOS,0,35,34,3,8,0,1,0,2,1,0,8,0,0,0,1,0,0
0,"Aug 20, 2022",CHN,MIL,0,47,38,6,8,1,0,1,6,7,1,10,0,1,1,0,4,0
0,"Aug 20, 2022",SEA,OAK,1,41,34,3,7,0,2,0,3,4,0,7,1,0,2,1,2,0
0,"Aug 20, 2022",TEX,MIN,1,43,41,4,11,2,0,0,4,1,0,8,1,0,0,1,0,0
0,"Aug 20, 2022",KCR,TBA,1,33,31,2,4,1,0,0,2,1,0,12,0,0,1,0,0,0
0,"Aug 21, 2022",WSN,SDN,1,33,33,1,7,1,0,1,1,0,0,6,0,0,0,0,1,0
0,"Aug 21, 2022",ATL,HOU,0,34,32,4,7,1,1,1,4,2,0,9,0,0,0,1,0,1
0,"Aug 21, 2022",MIL,CHN,1,35,31,5,7,0,0,3,5,3,0,12,0,0,1,1,1,1
0,"Aug 21, 2022",LAA,DET,1,37,33,0,7,1,1,0,0,3,0,8,0,0,0,1,0,0
0,"Aug 21, 2022",MIA,LAN,1,36,32,3,6,1,0,2,3,3,0,10,1,0,0,0,1,0
0,"Aug 21, 2022",LAN,MIA,0,44,39,10,16,3,1,2,9,4,0,10,1,0,0,0,2,0
0,"Aug 21, 2022",SDN,WSN,0,32,30,2,9,1,0,1,2,2,0,5,0,0,0,2,1,1
0,"Aug 21, 2022",PIT,CIN,0,38,36,5,10,3,0,0,5,1,0,6,1,0,0,0,0,0
0,"Aug 21, 2022",OAK,SEA,0,36,31,5,12,4,1,0,5,1,0,9,2,1,1,3,1,0
0,"Aug 21, 2022",NYN,PHI,1,48,43,10,16,4,0,3,9,5,1,9,0,0,0,1,1,0
0,"Aug 21, 2022",HOU,ATL,1,41,36,5,10,0,0,0,5,4,0,14,0,0,1,0,4,0
0,"Aug 21, 2022",CIN,PIT,1,45,37,9,13,0,1,2,9,6,0,9,1,1,0,3,2,0
0,"Aug 21, 2022",SLN,ARI,1,43,36,6,12,1,0,1,5,6,0,9,1,0,0,2,1,1
0,"Aug 21, 2022",TBA,KCR,0,33,31,3,9,1,0,1,3,2,0,5,0,0,0,1,1,0
0,"Aug 21, 2022",MIN,TEX,0,31,30,0,4,0,0,0,0,0,0,8,1,0,0,1,0,0
0,"Aug 21, 2022",BOS,BAL,1,33,31,3,7,2,0,2,3,2,0,7,0,0,0,2,0,0
0,"Aug 21, 2022",DET,LAA,0,35,30,4,7,3,1,1,4,4,0,6,1,0,0,0,1,0
0,"Aug 21, 2022",SFN,COL,1,48,41,9,10,3,0,1,9,4,0,8,0,2,1,0,1,0
0,"Aug 21, 2022",NYA,TOR,0,33,29,4,6,1,0,1,3,2,0,12,1,1,0,0,0,0
0,"Aug 21, 2022",COL,SFN,0,45,43,8,11,2,0,3,8,2,0,9,0,0,0,0,1,0
0,"Aug 21, 2022",TOR,NYA,1,36,32,2,5,0,0,1,2,4,0,6,0,0,0,0,0,0
0,"Aug 21, 2022",PHI,NYN,0,45,39,9,14,1,0,3,9,5,0,7,0,0,1,0,1,1
0,"Aug 21, 2022",TEX,MIN,1,40,35,7,11,0,0,2,7,3,0,10,1,0,1,1,2,0
0,"Aug 21, 2022",SEA,OAK,1,38,34,3,9,3,0,1,3,4,0,6,0,0,0,2,4,0
0,"Aug 21, 2022",KCR,TBA,1,36,31,2,4,2,0,0,2,3,0,10,1,0,1,1,0,0
0,"Aug 21, 2022",ARI,SLN,0,39,33,4,8,0,0,0,3,5,0,2,0,0,0,2,0,0
0,"Aug 21, 2022",CHN,MIL,0,33,31,2,5,1,0,2,2,2,0,8,0,0,0,0,0,1
0,"Aug 21, 2022",BAL,BOS,0,39,32,5,8,2,0,0,5,5,0,13,2,0,0,0,0,0
0,"Aug 22, 2022",CHA,KCR,1,42,34,4,10,2,0,0,4,7,0,5,1,0,0,3,0,0
0,"Aug 22, 2022",ATL,PIT,1,33,30,2,4,1,0,1,2,3,0,6,0,0,0,1,0,0
0,"Aug 22, 2022",MIL,LAN,1,36,31,4,5,2,0,2,4,2,0,11,2,0,1,0,1,0
0,"Aug 22, 2022",LAA,TBA,1,37,33,1,6,0,0,0,1,4,0,12,0,0,0,0,1,0
0,"Aug 22, 2022",PIT,ATL,0,32,30,1,5,0,0,1,1,1,0,10,0,1,0,1,1,0
0,"Aug 22, 2022",OAK,MIA,0,32,29,0,3,0,0,0,0,3,0,8,0,0,0,1,0,0
0,"Aug 22, 2022",NYN,NYA,1,32,30,2,4,0,0,1,2,1,0,5,1,0,0,2,0,0
0,"Aug 22, 2022",MIA,OAK,1,39,33,3,7,3,0,1,3,6,0,5,0,0,0,1,1,0
0,"Aug 22, 2022",SLN,CHN,1,32,29,1,4,0,0,1,1,3,0,8,0,0,0,2,0,0
0,"Aug 22, 2022",TBA,LAA,0,34,29,2,7,1,0,1,2,5,0,4,0,0,0,2,0,0
0,"Aug 22, 2022",MIN,TEX,0,35,32,1,7,1,2,0,1,3,0,6,0,0,0,1,1,1
0,"Aug 22, 2022",CIN,PHI,1,32,29,1,3,0,0,1,1,3,0,5,0,0,0,1,0,0
0,"Aug 22, 2022",LAN,MIL,0,36,33,0,8,0,0,0,0,3,0,7,0,0,0,1,0,0
0,"Aug 22, 2022",NYA,NYN,0,34,30,4,8,2,0,1,4,1,0,4,1,1,1,0,0,0
0,"Aug 22, 2022",PHI,CIN,0,34,32,4,8,2,0,2,4,1,0,12,1,0,0,0,1,0
0,"Aug 22, 2022",TEX,MIN,1,32,31,2,6,0,0,1,2,1,0,9,0,0,0,0,0,0
0,"Aug 22, 2022",CHN,SLN,0,28,28,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0
0,"Aug 22, 2022",KCR,CHA,0,38,27,6,6,0,0,0,6,6,0,7,4,0,1,1,1,1
0,"Aug 23, 2022",WSN,SEA,1,33,31,2,5,1,0,1,2,2,0,10,0,0,0,0,1,1
0,"Aug 23, 2022",CHA,BAL,1,43,38,3,11,3,0,1,3,4,0,6,1,0,0,0,0,0
0,"Aug 23, 2022",ATL,PIT,1,37,35,6,10,1,0,1,6,1,0,12,0,0,1,1,0,0
0,"Aug 23, 2022",MIL,LAN,1,32,30,1,4,0,0,0,1,2,0,5,0,0,0,1,0,0
0,"Aug 23, 2022",LAA,TBA,1,34,34,1,7,0,0,1,1,0,0,7,0,0,0,0,0,0
0,"Aug 23, 2022",MIA,OAK,1,36,35,5,8,4,0,1,5,1,0,10,0,0,0,0,0,0
0,"Aug 23, 2022",LAN,MIL,0,42,36,10,11,4,0,1,10,4,0,6,2,0,0,1,1,0
0,"Aug 23, 2022",SDN,CLE,0,38,33,1,6,1,0,0,1,4,0,13,1,0,0,0,0,0
0,"Aug 23, 2022",PIT,ATL,0,31,30,1,3,0,0,1,1,1,0,9,0,0,0,0,0,0
0,"Aug 23, 2022",NYN,NYA,1,39,31,2,9,2,0,0,1,4,0,6,1,2,0,2,0,0
0,"Aug 23, 2022",HOU,MIN,0,36,34,4,12,3,0,1,4,1,0,9,1,0,0,2,0,0
0,"Aug 23, 2022",CIN,PHI,1,42,37,6,11,4,1,0,6,4,0,10,0,1,0,0,0,1
0,"Aug 23, 2022",SLN,CHN,1,87,73,13,21,6,1,3,12,10,0,11,4,0,0,1,0,0
0,"Aug 23, 2022",TBA,LAA,0,42,38,11,14,4,0,2,11,4,0,8,0,0,0,1,0,0
0,"Aug 23, 2022",MIN,HOU,1,35,33,2,6,1,0,0,2,2,0,16,0,0,0,1,0,0
0,"Aug 23, 2022",BOS,TOR,0,41,36,3,9,1,0,0,2,4,0,11,1,0,0,0,0,0
0,"Aug 23, 2022",DET,SFN,0,33,32,1,7,1,0,0,1,1,0,13,0,0,0,2,1,0
0,"Aug 23, 2022",NYA,NYN,0,35,30,4,8,0,0,1,4,4,1,8,0,1,0,1,2,0
0,"Aug 23, 2022",COL,TEX,0,36,35,7,12,2,0,2,7,0,0,6,1,0,0,0,0,2
0,"Aug 23, 2022",TOR,BOS,1,44,39,9,13,5,2,0,9,5,0,7,0,0,0,1,0,0
0,"Aug 23, 2022",PHI,CIN,0,36,32,7,7,2,1,1,6,3,0,9,1,0,0,0,0,0
0,"Aug 23, 2022",OAK,MIA,0,36,32,3,8,3,0,0,3,3,0,5,0,0,1,2,0,0
0,"Aug 23, 2022",TEX,COL,1,37,35,6,9,2,1,2,6,2,0,13,0,0,0,0,2,0
0,"Aug 23, 2022",SFN,DET,1,35,30,3,5,0,0,1,3,5,0,7,0,0,0,1,0,0
0,"Aug 23, 2022",SEA,WSN,0,32,30,4,6,0,0,2,4,2,0,9,0,0,0,0,0,0
0,"Aug 23, 2022",KCR,ARI,0,34,29,3,5,0,2,1,3,3,0,4,0,1,1,1,0,0
0,"Aug 23, 2022",CLE,SDN,1,34,31,3,4,0,0,2,3,3,0,7,0,0,0,0,0,0
0,"Aug 23, 2022",CHN,SLN,0,69,64,5,12,3,0,0,4,5,0,10,0,0,0,1,1,0
0,"Aug 23, 2022",BAL,CHA,0,31,28,5,5,1,0,1,5,3,0,7,0,0,0,0,1,0
0,"Aug 23, 2022",ARI,KCR,1,48,37,7,13,4,0,0,6,9,0,4,0,0,2,1,1,0
0,"Aug 24, 2022",WSN,SEA,1,36,34,3,10,1,0,1,3,1,0,11,0,1,0,1,0,1
0,"Aug 24, 2022",CHA,BAL,1,46,39,5,12,0,0,0,4,6,0,8,1,0,0,0,0,0
0,"Aug 24, 2022",ATL,PIT,1,50,41,14,14,3,0,2,13,8,0,11,1,0,0,1,1,0
0,"Aug 24, 2022",MIL,LAN,1,41,36,6,9,2,0,2,6,3,0,13,2,0,0,0,0,0
0,"Aug 24, 2022",LAA,TBA,1,44,39,3,7,2,0,1,2,4,0,15,0,1,0,1,0,0
0,"Aug 24, 2022",MIA,OAK,1,38,35,2,5,0,0,1,2,2,0,14,1,0,0,0,1,0
0,"Aug 24, 2022",LAN,MIL,0,43,35,12,13,6,0,1,12,6,0,6,0,0,2,1,0,0
0,"Aug 24, 2022",ARI,KCR,1,32,30,3,5,0,0,2,2,1,0,6,0,1,0,0,0,1
0,"Aug 24, 2022",SDN,CLE,0,34,33,0,6,2,0,0,0,1,0,9,0,0,0,0,0,0
0,"Aug 24, 2022",OAK,MIA,0,34,30,3,4,0,0,0,3,2,0,7,0,1,1,0,0,0
0,"Aug 24, 2022",HOU,MIN,0,31,25,5,6,3,0,2,5,3,0,1,1,0,2,2,0,0
0,"Aug 24, 2022",CIN,PHI,1,39,36,5,10,3,0,2,5,2,0,10,0,0,1,1,0,0
0,"Aug 24, 2022",SLN,CHN,1,36,36,1,9,2,0,1,1,0,0,10,0,0,0,0,0,0
0,"Aug 24, 2022",TBA,LAA,0,41,35,4,5,2,0,0,3,5,1,8,0,0,1,2,1,0
0,"Aug 24, 2022",MIN,HOU,1,36,30,3,4,2,0,0,2,5,0,9,0,0,1,0,0,0
0,"Aug 24, 2022",DET,SFN,0,35,32,6,7,2,0,0,4,3,0,13,0,0,0,0,0,0
0,"Aug 24, 2022",SFN,DET,1,38,35,1,8,1,0,0,1,2,0,13,1,0,0,0,1,0
0,"Aug 24, 2022",CLE,SDN,1,41,38,7,13,0,0,3,7,2,0,9,0,0,1,0,1,0
0,"Aug 24, 2022",COL,TEX,0,36,34,4,9,0,0,0,3,1,0,11,0,0,1,1,0,0
0,"Aug 24, 2022",TOR,BOS,1,40,39,3,10,1,0,0,3,1,0,11,0,0,0,1,0,0
0,"Aug 24, 2022",PHI,CIN,0,44,38,7,16,2,1,1,7,5,0,2,1,0,0,1,0,0
0,"Aug 24, 2022",PIT,ATL,0,35,32,2,6,2,0,1,2,2,0,9,0,0,1,0,0,0
0,"Aug 24, 2022",BAL,CHA,0,34,31,3,6,2,0,1,3,3,0,6,0,0,0,1,0,0
0,"Aug 24, 2022",BOS,TOR,0,41,37,2,9,1,0,1,2,4,2,10,0,0,0,3,0,0
0,"Aug 24, 2022",SEA,WSN,0,35,30,1,5,2,0,1,1,4,0,9,1,0,0,2,1,0
0,"Aug 24, 2022",TEX,COL,1,50,45,16,18,5,1,2,16,5,0,7,0,0,0,0,0,0
0,"Aug 24, 2022",KCR,ARI,0,34,29,5,7,1,0,1,5,3,0,10,0,2,0,0,2,0
0,"Aug 24, 2022",CHN,SLN,0,35,32,7,9,1,0,1,7,2,1,3,0,0,1,1,0,0
0,"Aug 25, 2022",CHA,BAL,1,41,41,3,11,2,0,1,2,0,0,5,0,0,0,3,0,0
0,"Aug 25, 2022",LAA,TBA,1,37,36,3,10,2,1,1,3,1,0,13,0,0,0,1,0,0
0,"Aug 25, 2022",OAK,NYA,0,40,35,4,8,1,0,1,4,2,0,6,3,0,0,0,0,0
0,"Aug 25, 2022",NYN,COL,0,36,31,3,8,0,0,1,3,5,0,5,0,0,0,0,2,0
0,"Aug 25, 2022",HOU,MIN,0,35,32,6,11,3,0,1,5,3,0,7,0,0,0,1,0,1
0,"Aug 25, 2022",CIN,PHI,1,33,32,0,5,1,0,0,0,0,0,11,1,0,0,0,0,0
0,"Aug 25, 2022",TBA,LAA,0,38,32,8,7,1,1,1,7,4,0,8,2,0,0,1,0,0
0,"Aug 25, 2022",MIN,HOU,1,33,31,3,7,1,1,1,2,1,0,10,0,0,1,1,0,0
0,"Aug 25, 2022",BOS,TOR,0,46,42,5,15,3,1,0,5,2,1,14,1,0,1,2,3,0
0,"Aug 25, 2022",NYA,OAK,1,53,46,13,20,4,0,0,13,6,0,7,0,0,1,0,0,0
0,"Aug 25, 2022",CLE,SEA,1,33,32,1,6,1,0,0,1,1,0,7,0,0,0,0,0,1
0,"Aug 25, 2022",TOR,BOS,1,48,41,6,13,2,0,1,6,7,0,9,0,0,0,2,1,0
0,"Aug 25, 2022",COL,NYN,1,36,33,1,6,1,0,1,1,3,0,14,0,0,0,0,0,0
0,"Aug 25, 2022",SLN,CHN,1,44,41,8,16,1,2,2,8,2,0,6,0,0,1,0,1,1
0,"Aug 25, 2022",PHI,CIN,0,32,29,4,7,1,0,1,4,2,0,8,0,0,1,0,1,1
0,"Aug 25, 2022",SEA,CLE,0,32,27,3,4,0,0,1,3,5,0,7,0,0,0,1,0,0
0,"Aug 25, 2022",CHN,SLN,0,36,34,3,8,2,0,0,2,2,0,7,0,0,0,1,1,0
0,"Aug 25, 2022",BAL,CHA,0,39,37,4,7,0,0,2,4,1,0,12,1,0,0,0,0,1
0,"Aug 26, 2022",WSN,CIN,0,36,34,3,8,1,0,1,3,2,0,8,0,0,0,1,1,0
0,"Aug 26, 2022",CHA,ARI,0,35,31,2,6,2,0,1,2,3,0,3,1,0,0,2,0,0
0,"Aug 26, 2022",ATL,SLN,1,47,40,11,16,5,0,0,10,6,0,5,1,0,0,2,0,0
0,"Aug 26, 2022",MIL,CHN,0,42,35,3,7,1,0,2,3,7,0,12,0,0,0,2,0,1
0,"Aug 26, 2022",LAA,TOR,1,46,41,12,13,1,1,4,12,4,0,11,1,0,0,0,1,0
0,"Aug 26, 2022",PIT,PHI,1,33,31,4,7,1,0,3,4,1,0,8,0,1,0,2,1,0
0,"Aug 26, 2022",OAK,NYA,0,35,32,2,5,1,0,1,2,2,0,14,0,0,0,0,0,0
0,"Aug 26, 2022",NYN,COL,0,40,35,7,10,2,1,1,7,3,0,7,2,0,0,1,0,0
0,"Aug 26, 2022",HOU,BAL,0,33,30,0,4,0,0,0,0,2,0,7,1,0,0,0,0,0
0,"Aug 26, 2022",MIA,LAN,0,45,41,6,8,2,0,1,6,4,0,9,0,0,0,0,1,0
0,"Aug 26, 2022",CIN,WSN,1,40,35,7,9,4,1,0,6,2,0,11,3,0,0,0,0,1
0,"Aug 26, 2022",TBA,BOS,1,39,34,8,9,3,0,3,8,2,0,10,2,0,1,1,1,0
