,Date,Team,Opp,Home_Away,PA_Bat,AB_Bat,R_Bat,H_Bat,2B_Bat,3B_Bat,HR_Bat,RBI_Bat,BB_Bat,IBB_Bat,SO_Bat,HBP_Bat,SH_Bat,SF_Bat,GDP_Bat,SB_Bat,CS_Bat
0,"May 10, 2022",SLN,BAL,0,32,31,3,7,1,0,2,3,0,0,12,1,0,0,3,0,0
0,"May 10, 2022",TBA,LAA,1,28,27,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
0,"May 10, 2022",BOS,ATL,1,45,38,9,11,1,0,1,9,7,0,10,0,0,0,0,0,0
0,"May 10, 2022",SDN,CHN,0,38,33,5,11,3,0,0,5,5,0,7,0,0,0,1,0,0
0,"May 10, 2022",DET,OAK,1,79,69,7,19,1,0,1,7,6,0,11,2,1,1,2,0,0
0,"May 10, 2022",SFN,COL,0,42,35,9,12,4,0,0,8,5,0,6,1,0,1,0,0,0
0,"May 10, 2022",KCR,TEX,1,36,35,4,7,1,0,0,4,1,0,8,0,0,0,1,0,0
0,"May 10, 2022",TOR,NYA,1,38,31,5,7,2,0,1,5,4,0,15,1,1,1,1,1,0
0,"May 10, 2022",COL,SFN,1,38,35,2,10,1,1,0,1,2,0,7,0,0,1,1,0,0
0,"May 10, 2022",PHI,SEA,1,35,32,4,5,2,0,3,3,3,0,13,0,0,0,0,1,0
0,"May 10, 2022",TEX,KCR,0,37,34,6,10,1,0,2,5,3,0,8,0,0,0,0,3,0
0,"May 10, 2022",PIT,LAN,0,37,30,1,4,2,0,0,1,7,0,6,0,0,0,2,0,0
0,"May 10, 2022",MIN,HOU,0,29,27,0,3,0,0,0,0,2,0,5,0,0,0,2,0,0
0,"May 10, 2022",BAL,SLN,1,40,37,5,11,3,0,2,5,1,0,7,2,0,0,1,1,0
0,"May 10, 2022",CHN,SDN,1,41,37,4,10,0,0,1,3,2,0,12,2,0,0,0,3,0
0,"May 10, 2022",SEA,PHI,0,40,35,5,11,1,0,0,4,3,0,10,1,0,1,0,0,0
0,"May 10, 2022",NYA,TOR,0,38,30,6,5,1,0,2,6,7,0,10,1,0,0,0,0,0
0,"May 10, 2022",CLE,CHA,1,35,32,1,7,0,0,1,1,3,0,5,0,0,0,1,0,0
0,"May 10, 2022",LAA,TBA,0,43,41,12,18,4,0,4,12,1,0,6,0,0,1,0,1,0
0,"May 11, 2022",MIL,CIN,1,45,41,11,15,5,1,5,11,3,0,10,1,0,0,0,0,1
0,"May 11, 2022",MIA,ARI,1,43,40,11,15,1,0,3,11,3,0,10,0,0,0,1,0,0
0,"May 11, 2022",ATL,BOS,0,35,33,5,8,2,0,2,5,1,0,8,1,0,0,0,1,0
0,"May 11, 2022",SDN,CHN,0,43,38,5,12,1,1,3,5,2,0,7,2,0,0,2,0,0
0,"May 11, 2022",NYN,WSN,1,37,37,3,10,1,0,1,2,0,0,4,0,0,0,0,0,0
0,"May 11, 2022",HOU,MIN,1,45,41,11,15,4,0,2,11,3,0,6,0,0,1,0,0,0
0,"May 11, 2022",OAK,DET,1,43,34,9,11,2,1,0,9,7,0,5,0,0,2,1,1,1
0,"May 11, 2022",SLN,BAL,0,40,35,10,11,6,0,1,10,5,0,6,0,0,0,0,0,0
0,"May 11, 2022",TBA,LAA,1,38,34,4,5,1,0,1,4,3,0,10,0,1,0,0,3,0
0,"May 11, 2022",DET,OAK,0,33,33,0,7,1,0,0,0,0,0,7,0,0,0,1,0,0
0,"May 11, 2022",SFN,COL,0,42,35,7,10,0,0,1,7,5,0,12,1,0,1,0,3,0
0,"May 11, 2022",ARI,MIA,0,34,31,3,4,0,0,2,3,3,0,8,0,0,0,0,1,0
0,"May 11, 2022",WSN,NYN,0,38,32,8,10,1,0,2,8,4,0,6,1,0,1,1,1,0
0,"May 11, 2022",LAN,PIT,1,37,32,3,5,2,0,0,3,5,0,7,0,0,0,0,0,0
0,"May 11, 2022",BAL,SLN,1,33,32,1,5,1,0,0,1,1,0,7,0,0,0,1,0,0
0,"May 11, 2022",KCR,TEX,1,42,38,8,8,2,1,1,7,4,1,7,0,0,0,0,2,0
0,"May 11, 2022",TOR,NYA,1,39,34,3,9,3,0,0,3,2,0,7,1,0,2,1,1,0
0,"May 11, 2022",COL,SFN,1,32,30,1,4,0,0,0,1,2,0,10,0,0,0,0,1,1
0,"May 11, 2022",BOS,ATL,1,37,33,3,7,3,0,1,3,4,0,11,0,0,0,0,0,1
0,"May 11, 2022",PHI,SEA,1,35,32,4,7,0,0,1,4,3,0,13,0,0,0,1,2,1
0,"May 11, 2022",MIN,HOU,0,42,37,3,10,3,0,0,3,3,0,10,1,0,1,0,0,0
0,"May 11, 2022",PIT,LAN,0,39,32,5,8,1,1,3,5,5,0,9,2,0,0,0,0,0
0,"May 11, 2022",CHN,SDN,1,37,34,7,9,2,0,1,7,3,0,10,0,0,0,1,0,1
0,"May 11, 2022",SEA,PHI,0,37,35,2,8,3,0,0,2,2,0,10,0,0,0,0,1,0
0,"May 11, 2022",TEX,KCR,0,32,31,2,6,0,0,2,2,1,0,8,0,0,0,2,0,0
0,"May 11, 2022",CIN,MIL,0,44,35,14,14,3,1,1,14,7,0,3,0,1,1,0,1,0
0,"May 11, 2022",NYA,TOR,0,33,32,5,8,1,0,1,5,1,0,6,0,0,0,0,0,0
0,"May 11, 2022",LAA,TBA,0,37,35,2,6,0,0,1,2,2,0,14,0,0,0,0,2,0
0,"May 12, 2022",CHA,NYA,0,40,36,7,8,2,0,1,6,4,0,8,0,0,0,0,0,0
0,"May 12, 2022",LAN,PHI,0,44,39,7,12,3,0,1,7,5,0,10,0,0,0,0,0,0
0,"May 12, 2022",NYN,WSN,1,36,30,4,5,0,0,1,4,5,0,6,1,0,0,2,0,0
0,"May 12, 2022",HOU,MIN,1,41,35,5,9,3,0,2,4,6,0,9,0,0,0,1,2,0
0,"May 12, 2022",SLN,BAL,0,34,29,2,6,1,0,1,2,3,0,9,1,0,1,2,1,0
0,"May 12, 2022",MIN,HOU,0,36,34,0,7,2,0,0,0,2,0,13,0,0,0,0,0,0
0,"May 12, 2022",DET,OAK,0,35,32,3,6,2,1,0,3,3,0,3,0,0,0,1,0,0
0,"May 12, 2022",BAL,SLN,1,35,35,3,8,0,0,2,3,0,0,7,0,0,0,0,1,0
0,"May 12, 2022",OAK,DET,1,35,31,5,5,0,0,1,5,4,0,5,0,0,0,1,1,1
0,"May 12, 2022",WSN,NYN,0,30,29,1,4,1,0,1,1,1,0,5,0,0,0,1,0,0
0,"May 12, 2022",KCR,TEX,1,37,32,1,5,0,0,0,1,5,0,9,0,0,0,0,1,0
0,"May 12, 2022",PHI,LAN,1,40,37,9,12,2,2,2,8,1,0,10,0,0,2,0,2,0
0,"May 12, 2022",TEX,KCR,0,35,30,3,6,0,1,1,2,5,0,6,0,0,0,0,1,0
0,"May 12, 2022",PIT,CIN,0,31,27,0,4,0,0,0,0,4,0,2,0,0,0,2,0,1
0,"May 12, 2022",NYA,CHA,1,48,40,15,15,2,1,4,15,7,0,14,0,0,1,1,0,0
0,"May 12, 2022",CIN,PIT,1,39,36,4,9,2,0,1,4,3,0,9,0,0,0,0,2,0
0,"May 13, 2022",CHA,NYA,0,37,36,4,9,1,0,1,3,1,0,11,0,0,0,1,0,0
0,"May 13, 2022",MIL,MIA,1,36,34,2,6,1,0,1,2,1,0,14,1,0,0,0,0,0
0,"May 13, 2022",MIA,MIL,0,30,30,1,5,0,0,1,1,0,0,9,0,0,0,1,0,1
0,"May 13, 2022",ARI,CHN,0,37,35,4,12,4,1,0,3,1,0,7,1,0,0,1,1,0
0,"May 13, 2022",ATL,SDN,0,42,38,6,12,1,0,2,6,4,0,9,0,0,0,0,0,0
0,"May 13, 2022",CIN,PIT,1,40,35,8,10,5,0,3,8,4,0,5,0,0,1,1,1,0
0,"May 13, 2022",NYN,SEA,0,35,30,1,5,2,0,0,1,3,0,7,0,1,1,0,0,0
0,"May 13, 2022",HOU,WSN,1,36,33,6,7,2,0,3,6,2,0,6,1,0,0,1,0,0
0,"May 13, 2022",OAK,LAA,0,30,27,0,2,0,0,0,0,2,0,6,0,1,0,0,0,0
0,"May 13, 2022",SLN,SFN,0,35,31,2,6,2,0,1,2,3,0,1,1,0,0,2,1,0
0,"May 13, 2022",TBA,TOR,0,33,31,5,7,1,2,0,5,2,0,9,0,0,0,2,1,0
0,"May 13, 2022",MIN,CLE,0,41,34,12,13,3,0,4,11,5,0,8,1,0,1,2,0,0
0,"May 13, 2022",SDN,ATL,1,47,42,11,16,4,0,2,11,3,1,9,0,0,2,0,0,0
0,"May 13, 2022",DET,BAL,0,32,29,4,6,2,0,1,4,3,0,8,0,0,0,1,0,0
0,"May 13, 2022",BAL,DET,1,43,34,2,8,0,0,2,2,7,0,8,2,0,0,2,2,0
0,"May 13, 2022",LAN,PHI,0,48,41,10,12,3,0,2,9,6,0,9,1,0,0,1,0,0
0,"May 13, 2022",WSN,HOU,0,36,34,1,8,0,0,0,1,2,0,6,0,0,0,1,0,0
0,"May 13, 2022",SFN,SLN,1,43,34,8,8,2,0,1,8,7,0,8,2,0,0,2,0,0
0,"May 13, 2022",KCR,COL,1,48,45,14,18,3,2,2,13,3,0,7,0,0,0,2,0,0
0,"May 13, 2022",TOR,TBA,1,33,32,2,6,0,0,0,2,1,0,4,0,0,0,2,0,0
0,"May 13, 2022",COL,KCR,0,45,40,10,13,3,0,2,9,3,0,6,1,0,1,1,1,0
0,"May 13, 2022",BOS,TEX,1,40,35,7,10,3,0,0,7,3,0,9,1,0,1,0,0,0
0,"May 13, 2022",PHI,LAN,1,51,43,12,15,4,0,2,11,7,1,9,0,0,1,0,1,0
0,"May 13, 2022",TEX,BOS,0,33,31,1,4,0,1,0,0,2,0,5,0,0,0,0,1,0
0,"May 13, 2022",PIT,CIN,0,36,34,2,7,2,0,1,2,2,0,12,0,0,0,0,0,0
0,"May 13, 2022",CHN,ARI,1,35,30,3,5,1,1,0,3,4,0,7,0,0,1,1,0,1
0,"May 13, 2022",SEA,NYN,1,35,29,2,4,0,0,0,2,4,0,10,2,0,0,2,0,0
0,"May 13, 2022",NYA,CHA,1,44,39,10,14,2,0,4,10,4,0,7,0,0,1,0,1,0
0,"May 13, 2022",CLE,MIN,1,44,37,8,9,0,1,3,8,7,0,12,0,0,0,1,1,0
0,"May 13, 2022",LAA,OAK,1,33,33,2,6,1,0,1,2,0,0,8,0,0,0,0,0,0
0,"May 14, 2022",CHA,NYA,0,39,35,3,11,0,0,1,3,4,0,6,0,0,0,1,1,0
0,"May 14, 2022",MIL,MIA,1,35,34,3,8,0,0,2,3,0,0,11,1,0,0,1,1,0
0,"May 14, 2022",MIA,MIL,0,41,36,9,11,2,0,3,8,4,0,9,0,0,0,0,1,0
0,"May 14, 2022",ARI,CHN,0,39,35,2,8,2,0,0,2,3,0,10,1,0,0,0,0,0
0,"May 14, 2022",LAN,PHI,0,36,32,3,5,2,0,1,3,4,0,10,0,0,0,0,0,0
0,"May 14, 2022",ATL,SDN,0,34,31,6,9,2,0,2,6,2,0,13,1,0,0,2,1,0
0,"May 14, 2022",SDN,ATL,1,35,33,5,4,2,0,0,4,2,0,12,0,0,0,0,0,0
0,"May 14, 2022",CIN,PIT,1,34,30,1,4,0,0,0,1,4,0,7,0,0,0,1,2,0
0,"May 14, 2022",NYN,SEA,0,34,31,5,7,2,1,1,5,1,0,5,0,0,2,0,1,0
0,"May 14, 2022",HOU,WSN,1,43,38,6,12,3,1,1,6,4,0,12,1,0,0,2,1,0
0,"May 14, 2022",OAK,LAA,0,66,56,5,12,5,0,1,4,9,0,8,0,1,0,7,1,0
0,"May 14, 2022",SLN,SFN,0,34,33,4,9,4,0,1,4,1,0,5,0,0,0,0,0,0
0,"May 14, 2022",TBA,TOR,0,35,32,1,6,1,0,1,1,2,0,7,1,0,0,1,0,0
0,"May 14, 2022",MIN,CLE,0,43,39,2,10,2,0,1,2,3,0,9,1,0,0,1,1,0
0,"May 14, 2022",DET,BAL,0,30,28,3,7,1,0,2,3,1,0,4,0,0,1,2,0,0
0,"May 14, 2022",SFN,SLN,1,37,33,0,8,2,0,0,0,4,0,7,0,0,0,1,0,1
0,"May 14, 2022",WSN,HOU,0,43,37,13,14,3,0,2,12,5,0,9,0,1,0,0,0,0
0,"May 14, 2022",BAL,DET,1,31,29,0,4,1,0,0,0,2,0,6,0,0,0,4,0,0
0,"May 14, 2022",KCR,COL,1,33,32,4,5,0,1,2,4,1,0,9,0,0,0,0,1,0
0,"May 14, 2022",TOR,TBA,1,39,34,5,7,0,0,2,5,3,0,7,1,0,1,0,0,0
0,"May 14, 2022",COL,KCR,0,38,31,10,10,1,0,3,10,5,0,7,0,0,2,0,0,1
0,"May 14, 2022",BOS,TEX,1,46,39,11,14,4,0,2,11,4,0,9,0,1,2,0,1,0
0,"May 14, 2022",PHI,LAN,1,36,36,8,10,2,0,4,8,0,0,6,0,0,0,2,0,0
0,"May 14, 2022",TEX,BOS,0,35,34,3,7,2,0,0,3,1,0,7,0,0,0,1,2,0
0,"May 14, 2022",PIT,CIN,0,29,27,3,5,0,0,1,2,2,0,7,0,0,0,2,0,0
0,"May 14, 2022",CLE,MIN,1,37,35,3,7,2,0,0,3,2,0,5,0,0,0,1,1,0
0,"May 14, 2022",CHN,ARI,1,35,31,4,4,0,0,1,4,4,0,13,0,0,0,0,0,0
0,"May 14, 2022",SEA,NYN,1,41,34,4,9,0,0,1,4,5,0,12,2,0,0,0,0,1
0,"May 14, 2022",NYA,CHA,1,37,32,2,9,1,0,0,2,4,0,8,0,0,1,2,3,0
0,"May 14, 2022",LAA,OAK,1,82,68,12,17,4,0,2,11,11,2,11,1,2,0,2,1,0
0,"May 15, 2022",CHA,NYA,0,31,31,1,4,0,0,1,1,0,0,8,0,0,0,0,0,0
0,"May 15, 2022",MIL,MIA,1,43,35,7,9,1,0,3,7,6,0,6,1,0,1,1,3,0
0,"May 15, 2022",WSN,HOU,0,34,30,0,4,0,0,0,0,4,0,8,0,0,0,1,0,0
0,"May 15, 2022",MIA,MIL,0,36,34,3,5,2,0,1,3,2,0,14,0,0,0,0,0,0
0,"May 15, 2022",ARI,CHN,0,34,32,2,6,0,1,0,1,2,0,11,0,0,0,1,0,1
0,"May 15, 2022",ATL,SDN,0,42,38,3,5,0,0,1,2,4,0,16,0,0,0,0,1,0
0,"May 15, 2022",SDN,ATL,1,44,40,7,7,3,0,0,6,3,1,12,0,0,1,0,1,2
0,"May 15, 2022",CIN,PIT,1,32,30,0,4,1,0,0,0,2,0,6,0,0,0,0,0,0
0,"May 15, 2022",NYN,SEA,0,40,35,7,9,2,3,1,7,4,1,12,1,0,0,0,0,1
0,"May 15, 2022",HOU,WSN,1,40,37,8,11,0,0,4,7,3,0,7,0,0,0,1,1,0
0,"May 15, 2022",OAK,LAA,0,38,29,1,5,1,0,0,1,4,0,4,2,3,0,0,2,0
0,"May 15, 2022",SLN,SFN,0,48,41,15,17,3,0,3,15,6,0,3,1,0,0,0,1,0
0,"May 15, 2022",TBA,TOR,0,32,31,3,6,1,0,0,1,0,0,8,1,0,0,0,1,1
0,"May 15, 2022",MIN,CLE,0,30,28,3,4,0,0,2,3,2,0,4,0,0,0,0,1,0
0,"May 15, 2022",BOS,TEX,1,37,34,1,7,3,0,0,1,3,0,10,0,0,0,0,2,0
0,"May 15, 2022",DET,BAL,0,36,31,5,12,2,1,1,5,2,0,5,1,1,1,2,1,1
0,"May 15, 2022",BAL,DET,1,33,31,1,4,0,0,1,1,2,0,16,0,0,0,0,0,0
0,"May 15, 2022",SFN,SLN,1,37,33,6,7,1,0,3,6,4,0,6,0,0,0,1,0,0
0,"May 15, 2022",LAN,PHI,0,36,30,5,7,3,1,1,5,5,0,8,1,0,0,2,2,1
0,"May 15, 2022",KCR,COL,1,41,33,8,9,1,0,3,8,7,0,4,0,0,1,1,0,1
0,"May 15, 2022",TOR,TBA,1,31,30,0,5,1,0,0,0,1,0,6,0,0,0,1,0,1
0,"May 15, 2022",PHI,LAN,1,41,34,4,8,2,0,0,3,6,0,7,1,0,0,2,2,0
0,"May 15, 2022",TEX,BOS,0,33,30,7,6,1,0,4,7,3,0,6,0,0,0,0,0,0
0,"May 15, 2022",PIT,CIN,0,30,24,1,0,0,0,0,1,6,0,9,0,0,0,0,0,0
0,"May 15, 2022",CHN,ARI,1,37,35,3,8,3,0,2,3,1,0,10,1,0,0,1,0,0
0,"May 15, 2022",SEA,NYN,1,42,40,8,16,4,0,2,7,1,0,7,0,0,1,1,0,0
0,"May 15, 2022",COL,KCR,0,42,35,7,9,1,0,0,7,6,0,6,0,0,1,0,0,1
0,"May 15, 2022",NYA,CHA,1,34,29,5,2,0,0,1,4,5,0,6,0,0,0,0,0,0
0,"May 15, 2022",CLE,MIN,1,33,33,1,6,3,0,1,1,0,0,9,0,0,0,0,1,0
0,"May 15, 2022",LAA,OAK,1,37,36,4,9,2,1,1,4,1,1,15,0,0,0,0,0,1
0,"May 16, 2022",CHA,KCR,1,42,39,5,10,1,0,2,5,2,0,7,0,0,1,0,1,0
0,"May 16, 2022",MIA,WSN,0,39,36,8,16,5,0,1,7,3,1,6,0,0,0,3,0,1
0,"May 16, 2022",ATL,MIL,1,30,29,0,2,0,0,0,0,1,0,16,0,0,0,0,0,0
0,"May 16, 2022",HOU,BOS,1,38,31,3,7,3,0,1,3,3,0,7,2,1,1,1,0,0
0,"May 16, 2022",OAK,MIN,0,32,30,1,4,2,0,0,1,2,0,6,0,0,0,1,0,0
0,"May 16, 2022",TBA,DET,0,34,31,2,7,2,0,1,2,2,0,6,0,0,1,1,0,1
0,"May 16, 2022",MIN,OAK,1,38,34,3,8,2,0,1,3,3,0,7,0,1,0,0,0,0
0,"May 16, 2022",DET,TBA,1,35,33,3,6,0,0,2,3,0,0,9,2,0,0,0,0,0
0,"May 16, 2022",BAL,NYA,0,32,29,2,3,0,0,2,2,2,0,11,1,0,0,1,0,0
0,"May 16, 2022",LAN,ARI,0,38,32,5,9,2,0,1,4,6,1,4,0,0,0,0,0,0
0,"May 16, 2022",WSN,MIA,1,36,33,2,5,0,0,0,2,1,0,6,2,0,0,0,1,0
0,"May 16, 2022",SFN,COL,1,40,36,7,9,1,0,3,7,3,0,10,0,0,1,0,0,0
0,"May 16, 2022",KCR,CHA,0,36,34,3,6,2,0,0,3,2,0,14,0,0,0,2,0,0
0,"May 16, 2022",TOR,SEA,0,39,33,6,10,0,0,2,6,5,0,10,1,0,0,1,0,0
0,"May 16, 2022",COL,SFN,0,42,37,6,11,1,0,1,6,4,0,10,1,0,0,1,0,0
0,"May 16, 2022",BOS,HOU,0,34,31,6,8,3,0,2,5,2,0,6,1,0,0,0,1,0
0,"May 16, 2022",MIL,ATL,0,31,29,1,5,1,0,0,0,2,0,6,0,0,0,1,0,0
0,"May 16, 2022",TEX,LAA,0,37,33,7,8,1,0,1,7,3,0,9,0,0,1,0,2,0
0,"May 16, 2022",PIT,CHN,1,30,30,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0
0,"May 16, 2022",CHN,PIT,0,41,37,9,13,4,0,1,8,4,0,5,0,0,0,1,0,0
0,"May 16, 2022",SEA,TOR,1,38,32,2,4,1,0,1,2,6,0,9,0,0,0,0,0,0
0,"May 16, 2022",NYA,BAL,1,42,37,6,11,1,0,3,6,5,0,10,0,0,0,0,0,0
0,"May 16, 2022",ARI,LAN,1,35,31,4,5,1,0,2,4,3,0,11,0,0,1,1,0,0
0,"May 16, 2022",LAA,TEX,1,37,35,4,9,2,0,0,4,2,0,10,0,0,0,1,0,0
0,"May 17, 2022",CHA,KCR,1,69,61,4,12,4,0,0,4,5,0,14,2,0,1,3,0,0
0,"May 17, 2022",ATL,MIL,1,38,33,3,6,1,0,1,2,5,0,8,0,0,0,1,1,0
0,"May 17, 2022",MIA,WSN,0,36,35,5,11,3,0,2,3,0,0,5,1,0,0,0,0,0
0,"May 17, 2022",LAN,ARI,0,75,66,19,19,6,0,5,19,9,1,16,0,0,0,2,0,0
0,"May 17, 2022",NYN,SLN,0,73,66,6,13,3,0,2,6,7,0,18,0,0,0,0,0,0
0,"May 17, 2022",HOU,BOS,1,45,43,13,15,2,0,6,13,1,0,8,1,0,0,1,0,0
0,"May 17, 2022",OAK,MIN,0,39,34,5,11,2,0,1,5,4,0,6,1,0,0,1,0,0
0,"May 17, 2022",SLN,NYN,1,79,71,5,17,3,1,1,5,7,1,20,1,0,0,0,3,0
0,"May 17, 2022",TBA,DET,0,37,33,8,11,1,0,3,8,2,0,4,0,0,2,1,0,0
0,"May 17, 2022",MIN,OAK,1,37,34,2,7,1,0,2,2,3,0,10,0,0,0,0,0,0
0,"May 17, 2022",BOS,HOU,0,44,41,4,13,4,0,2,4,3,0,3,0,0,0,0,0,0
0,"May 17, 2022",DET,TBA,1,33,33,1,7,0,0,1,1,0,0,9,0,0,0,2,0,0
0,"May 17, 2022",WSN,MIA,1,36,31,1,7,1,0,0,1,4,0,10,0,0,1,1,0,0
0,"May 17, 2022",SFN,COL,1,49,42,10,14,6,1,1,9,7,0,10,0,0,0,0,0,0
0,"May 17, 2022",BAL,NYA,0,37,35,4,9,3,0,1,4,1,0,9,0,0,1,1,1,0
0,"May 17, 2022",KCR,CHA,0,72,66,2,17,6,0,1,2,5,0,24,1,0,0,0,1,1
0,"May 17, 2022",TOR,SEA,0,34,29,3,6,1,1,0,3,4,0,10,1,0,0,0,1,1
0,"May 17, 2022",COL,SFN,0,40,37,7,12,2,0,1,7,3,0,6,0,0,0,2,0,0
0,"May 17, 2022",PHI,SDN,0,32,32,0,5,0,0,0,0,0,0,10,0,0,0,1,1,0
0,"May 17, 2022",MIL,ATL,0,37,31,0,5,0,0,0,0,6,0,8,0,0,0,1,1,0
0,"May 17, 2022",TEX,LAA,0,39,33,10,11,2,0,2,7,6,0,10,0,0,0,1,0,0
0,"May 17, 2022",SDN,PHI,1,37,35,3,8,1,0,0,2,2,0,6,0,0,0,0,0,0
0,"May 17, 2022",PIT,CHN,1,31,29,0,5,1,1,0,0,2,0,12,0,0,0,1,0,1
0,"May 17, 2022",CLE,CIN,0,39,34,4,5,0,0,1,4,4,0,5,0,0,1,0,1,0
0,"May 17, 2022",CHN,PIT,0,35,31,7,7,2,0,2,7,4,0,12,0,0,0,1,1,0
0,"May 17, 2022",SEA,TOR,1,32,30,0,6,1,0,0,0,2,0,5,0,0,0,2,1,1
0,"May 17, 2022",NYA,BAL,1,43,37,5,11,4,0,2,4,4,0,3,2,0,0,1,0,0
0,"May 17, 2022",CIN,CLE,1,42,34,5,9,0,0,1,5,6,0,8,2,0,0,5,2,0
0,"May 17, 2022",LAA,TEX,1,42,37,5,11,1,0,3,5,5,0,13,0,0,0,0,0,1
0,"May 17, 2022",ARI,LAN,1,75,69,9,17,0,0,4,9,6,0,22,0,0,0,2,0,1
0,"May 18, 2022",CHA,KCR,1,38,37,2,10,2,0,0,2,1,0,5,0,0,0,0,0,0
0,"May 18, 2022",ATL,MIL,1,45,42,6,10,1,0,2,5,1,0,12,2,0,0,1,0,0
0,"May 18, 2022",MIA,WSN,0,41,34,4,7,0,1,1,4,3,0,10,1,0,3,0,0,0
0,"May 18, 2022",SDN,PHI,1,30,30,0,4,1,0,0,0,0,0,11,0,0,0,0,0,0
0,"May 18, 2022",OAK,MIN,0,40,38,4,12,2,1,0,4,0,0,8,1,0,1,0,0,0
0,"May 18, 2022",NYN,SLN,0,42,31,11,11,1,1,1,11,5,0,7,3,2,1,1,0,0
0,"May 18, 2022",HOU,BOS,1,29,29,1,2,1,0,1,1,0,0,8,0,0,0,0,0,0
0,"May 18, 2022",SLN,NYN,1,38,36,4,10,1,0,1,4,1,0,9,1,0,0,1,1,1
0,"May 18, 2022",TBA,DET,0,35,32,6,11,0,0,2,6,3,0,9,0,0,0,1,2,1
0,"May 18, 2022",MIN,OAK,1,50,38,14,14,5,0,0,14,10,0,7,1,0,1,1,2,0
0,"May 18, 2022",DET,TBA,1,32,31,1,5,1,0,1,1,1,0,11,0,0,0,1,0,0
0,"May 18, 2022",SFN,COL,1,38,33,3,8,3,0,0,3,2,0,12,1,0,2,0,1,0
0,"May 18, 2022",WSN,MIA,1,44,36,5,9,4,1,0,4,6,0,6,1,1,0,2,1,0
0,"May 18, 2022",LAN,ARI,0,33,33,5,9,3,0,1,5,0,0,6,0,0,0,0,2,0
0,"May 18, 2022",BAL,NYA,0,33,33,2,7,2,0,0,2,0,0,6,0,0,0,1,0,0
0,"May 18, 2022",KCR,CHA,0,37,34,6,12,1,1,2,6,2,0,9,0,0,1,1,2,1
0,"May 18, 2022",TOR,SEA,0,35,31,1,7,1,0,0,1,4,0,2,0,0,0,2,0,0
0,"May 18, 2022",COL,SFN,0,34,31,5,8,1,0,2,5,2,0,7,0,1,0,0,0,0
0,"May 18, 2022",BOS,HOU,0,33,29,5,5,1,1,1,5,3,0,6,0,0,1,1,0,0
0,"May 18, 2022",PHI,SDN,0,32,29,3,5,1,0,1,3,3,0,12,0,0,0,0,0,0
0,"May 18, 2022",MIL,ATL,0,44,38,7,10,2,1,1,7,5,1,11,0,0,1,0,2,0
0,"May 18, 2022",TEX,LAA,0,43,38,6,12,2,0,3,6,4,0,12,1,0,0,1,0,0
0,"May 18, 2022",PIT,CHN,1,37,35,3,9,1,0,1,3,2,0,11,0,0,0,1,1,1
0,"May 18, 2022",CHN,PIT,0,36,31,2,5,1,0,1,2,4,0,11,1,0,0,0,1,0
0,"May 18, 2022",SEA,TOR,1,38,35,5,10,0,0,3,5,2,0,7,0,0,1,1,1,0
0,"May 18, 2022",NYA,BAL,1,34,33,3,6,2,0,0,1,1,0,10,0,0,0,0,0,0
0,"May 18, 2022",LAA,TEX,1,41,36,5,7,1,0,3,5,4,0,10,0,1,0,1,0,0
0,"May 18, 2022",ARI,LAN,1,38,35,3,9,1,0,0,3,3,0,9,0,0,0,0,0,0
0,"May 19, 2022",CHA,KCR,1,45,39,7,14,0,0,1,7,5,0,11,1,0,0,1,2,1
0,"May 19, 2022",SDN,PHI,1,38,36,2,10,0,0,0,2,1,0,10,0,0,1,0,0,0
0,"May 19, 2022",CIN,CLE,1,33,30,4,8,0,0,1,3,1,0,8,0,1,1,2,0,0
0,"May 19, 2022",NYN,SLN,0,40,36,7,11,1,0,1,7,3,0,6,0,1,0,1,3,0
0,"May 19, 2022",HOU,TEX,0,38,31,5,10,3,0,0,5,6,0,6,1,0,0,0,3,0
0,"May 19, 2022",SLN,NYN,1,44,40,6,13,2,0,2,5,3,0,5,0,0,1,1,2,0
0,"May 19, 2022",KCR,CHA,0,38,37,4,11,3,0,1,4,1,0,4,0,0,0,1,1,0
0,"May 19, 2022",BOS,SEA,0,44,39,12,16,4,0,3,11,4,0,7,1,0,0,1,1,0
0,"May 19, 2022",PHI,SDN,0,35,34,0,8,0,0,0,0,1,0,8,0,0,0,1,0,0
0,"May 19, 2022",TEX,HOU,1,35,32,1,6,1,0,0,1,2,0,13,0,1,0,0,1,0
0,"May 19, 2022",BAL,NYA,0,40,35,9,11,2,0,2,9,3,0,8,0,0,1,1,1,0
0,"May 19, 2022",CLE,CIN,0,34,28,2,3,1,0,0,2,5,0,5,0,0,1,1,1,0
0,"May 19, 2022",CHN,ARI,0,37,32,1,4,2,0,0,1,4,0,8,1,0,0,0,1,0
0,"May 19, 2022",NYA,BAL,1,40,34,6,10,1,0,1,6,6,0,8,0,0,0,3,1,0
0,"May 19, 2022",SEA,BOS,1,41,37,6,10,2,0,2,6,4,0,11,0,0,0,0,0,0
0,"May 19, 2022",ARI,CHN,1,34,32,3,6,1,0,1,3,1,0,11,0,1,0,0,1,0
0,"May 20, 2022",ATL,MIA,1,41,36,5,9,3,0,3,5,5,0,10,0,0,0,0,1,0
