,Date,Tm,Home_Away,Opp,W/L
70,"Jun 21, 2022",ARI,@,SDN,0
71,"Jun 22, 2022",ARI,@,SDN,0
72,"Jun 24, 2022",ARI,Home,DET,0
73,"Jun 25, 2022",ARI,Home,DET,0
74,"Jun 26, 2022",ARI,Home,DET,1
75,"Jun 28, 2022",ARI,Home,SDN,1
76,"Jun 29, 2022",ARI,Home,SDN,0
77,"Jul 1, 2022",ARI,@,COL,1
78,"Jul 2, 2022",ARI,@,COL,0
79,"Jul 3, 2022",ARI,@,COL,0
80,"Jul 4, 2022",ARI,Home,SFN,1
81,"Jul 5, 2022",ARI,Home,SFN,1
82,"Jul 6, 2022",ARI,Home,SFN,0
83,"Jul 7, 2022",ARI,Home,COL,0
84,"Jul 8, 2022",ARI,Home,COL,0
85,"Jul 9, 2022",ARI,Home,COL,1
86,"Jul 10, 2022",ARI,Home,COL,0
87,"Jul 11, 2022",ARI,@,SFN,1
88,"Jul 12, 2022",ARI,@,SFN,0
89,"Jul 13, 2022",ARI,@,SFN,0
90,"Jul 15, 2022",ARI,@,SDN,0
91,"Jul 16, 2022",ARI,@,SDN,0
92,"Jul 17, 2022",ARI,@,SDN,1
93,"Jul 22, 2022",ARI,Home,WSN,1
94,"Jul 23, 2022",ARI,Home,WSN,1
95,"Jul 24, 2022",ARI,Home,WSN,0
96,"Jul 25, 2022",ARI,Home,SFN,1
97,"Jul 26, 2022",ARI,Home,SFN,1
98,"Jul 27, 2022",ARI,Home,SFN,1
99,"Jul 29, 2022",ARI,@,ATL,0
100,"Jul 30, 2022",ARI,@,ATL,0
101,"Jul 31, 2022",ARI,@,ATL,0
102,"Aug 1, 2022",ARI,@,CLE,0
103,"Aug 2, 2022",ARI,@,CLE,1
104,"Aug 3, 2022",ARI,@,CLE,0
105,"Aug 5, 2022",ARI,Home,COL,1
106,"Aug 6, 2022",ARI,Home,COL,0
107,"Aug 7, 2022",ARI,Home,COL,1
108,"Aug 8, 2022",ARI,Home,PIT,1
109,"Aug 9, 2022",ARI,Home,PIT,1
110,"Aug 10, 2022",ARI,Home,PIT,0
111,"Aug 11, 2022",ARI,Home,PIT,1
112,"Aug 12, 2022",ARI,@,COL,0
113,"Aug 13, 2022",ARI,@,COL,1
114,"Aug 14, 2022",ARI,@,COL,1
115,"Aug 15, 2022",ARI,@,SFN,0
116,"Aug 16, 2022",ARI,@,SFN,0
117,"Aug 17, 2022",ARI,@,SFN,1
118,"Aug 18, 2022",ARI,@,SFN,1
119,"Aug 19, 2022",ARI,Home,SLN,0
120,"Aug 20, 2022",ARI,Home,SLN,0
121,"Aug 21, 2022",ARI,Home,SLN,0
122,"Aug 23, 2022",ARI,@,KCR,1
123,"Aug 24, 2022",ARI,@,KCR,0
124,"Aug 26, 2022",ARI,@,CHA,1
125,"Aug 27, 2022",ARI,@,CHA,1
126,"Aug 28, 2022",ARI,@,CHA,1
127,"Aug 29, 2022",ARI,Home,PHI,1
128,"Aug 30, 2022",ARI,Home,PHI,1
129,"Aug 31, 2022",ARI,Home,PHI,0
130,"Sep 1, 2022",ARI,Home,MIL,1
131,"Sep 2, 2022",ARI,Home,MIL,1
132,"Sep 3, 2022",ARI,Home,MIL,0
133,"Sep 4, 2022",ARI,Home,MIL,1
134,"Sep 5, 2022",ARI,@,SDN,1
135,"Sep 6, 2022",ARI,@,SDN,0
136,"Sep 7, 2022",ARI,@,SDN,0
137,"Sep 9, 2022",ARI,@,COL,0
138,"Sep 10, 2022",ARI,@,COL,0
139,"Sep 11, 2022",ARI,@,COL,1
140,"Sep 12, 2022",ARI,Home,LAN,0
141,"Sep 13, 2022",ARI,Home,LAN,0
142,"Sep 14, 2022",ARI,Home,LAN,1
143,"Sep 15, 2022",ARI,Home,SDN,1
144,"Sep 16, 2022",ARI,Home,SDN,0
145,"Sep 17, 2022",ARI,Home,SDN,0
146,"Sep 18, 2022",ARI,Home,SDN,0
147,"Sep 19, 2022",ARI,@,LAN,0
148,"Sep 20, 2022",ARI,@,LAN,0
149,"Sep 20, 2022",ARI,@,LAN,1
150,"Sep 21, 2022",ARI,@,LAN,1
151,"Sep 22, 2022",ARI,@,LAN,0
152,"Sep 23, 2022",ARI,Home,SFN,0
153,"Sep 24, 2022",ARI,Home,SFN,1
154,"Sep 25, 2022",ARI,Home,SFN,0
155,"Sep 27, 2022",ARI,@,HOU,0
156,"Sep 28, 2022",ARI,@,HOU,1
157,"Sep 30, 2022",ARI,@,SFN,0
158,"Oct 1, 2022",ARI,@,SFN,1
159,"Oct 2, 2022",ARI,@,SFN,0
160,"Oct 3, 2022",ARI,@,MIL,0
161,"Oct 4, 2022",ARI,@,MIL,0
162,"Oct 5, 2022",ARI,@,MIL,1
1,"Apr 7, 2022",NYN,@,WSN,1
2,"Apr 8, 2022",NYN,@,WSN,1
3,"Apr 9, 2022",NYN,@,WSN,1
4,"Apr 10, 2022",NYN,@,WSN,0
5,"Apr 11, 2022",NYN,@,PHI,0
6,"Apr 12, 2022",NYN,@,PHI,1
7,"Apr 13, 2022",NYN,@,PHI,1
8,"Apr 15, 2022",NYN,Home,ARI,1
9,"Apr 16, 2022",NYN,Home,ARI,0
10,"Apr 17, 2022",NYN,Home,ARI,1
11,"Apr 19, 2022",NYN,Home,SFN,1
12,"Apr 19, 2022",NYN,Home,SFN,1
13,"Apr 20, 2022",NYN,Home,SFN,0
14,"Apr 21, 2022",NYN,Home,SFN,1
15,"Apr 22, 2022",NYN,@,ARI,1
16,"Apr 23, 2022",NYN,@,ARI,0
17,"Apr 24, 2022",NYN,@,ARI,1
18,"Apr 25, 2022",NYN,@,SLN,1
19,"Apr 26, 2022",NYN,@,SLN,1
20,"Apr 27, 2022",NYN,@,SLN,0
21,"Apr 29, 2022",NYN,Home,PHI,1
22,"Apr 30, 2022",NYN,Home,PHI,0
23,"May 1, 2022",NYN,Home,PHI,1
24,"May 2, 2022",NYN,Home,ATL,0
25,"May 3, 2022",NYN,Home,ATL,1
26,"May 3, 2022",NYN,Home,ATL,1
27,"May 4, 2022",NYN,Home,ATL,0
28,"May 5, 2022",NYN,@,PHI,1
29,"May 8, 2022",NYN,@,PHI,0
30,"May 8, 2022",NYN,@,PHI,1
31,"May 10, 2022",NYN,@,WSN,1
32,"May 11, 2022",NYN,@,WSN,0
33,"May 12, 2022",NYN,@,WSN,1
34,"May 13, 2022",NYN,Home,SEA,0
35,"May 14, 2022",NYN,Home,SEA,1
36,"May 15, 2022",NYN,Home,SEA,0
37,"May 17, 2022",NYN,Home,SLN,1
38,"May 17, 2022",NYN,Home,SLN,0
39,"May 18, 2022",NYN,Home,SLN,1
40,"May 19, 2022",NYN,Home,SLN,1
41,"May 21, 2022",NYN,@,COL,1
42,"May 21, 2022",NYN,@,COL,0
43,"May 22, 2022",NYN,@,COL,1
44,"May 23, 2022",NYN,@,SFN,1
45,"May 24, 2022",NYN,@,SFN,0
46,"May 25, 2022",NYN,@,SFN,0
47,"May 27, 2022",NYN,Home,PHI,1
48,"May 28, 2022",NYN,Home,PHI,1
49,"May 29, 2022",NYN,Home,PHI,1
50,"May 30, 2022",NYN,Home,WSN,1
51,"May 31, 2022",NYN,Home,WSN,1
52,"Jun 1, 2022",NYN,Home,WSN,1
53,"Jun 2, 2022",NYN,@,LAN,0
54,"Jun 3, 2022",NYN,@,LAN,0
55,"Jun 4, 2022",NYN,@,LAN,1
56,"Jun 5, 2022",NYN,@,LAN,1
57,"Jun 6, 2022",NYN,@,SDN,1
58,"Jun 7, 2022",NYN,@,SDN,0
59,"Jun 8, 2022",NYN,@,SDN,0
60,"Jun 10, 2022",NYN,@,LAA,1
61,"Jun 11, 2022",NYN,@,LAA,0
62,"Jun 12, 2022",NYN,@,LAA,1
63,"Jun 14, 2022",NYN,Home,MIL,1
64,"Jun 15, 2022",NYN,Home,MIL,0
65,"Jun 16, 2022",NYN,Home,MIL,1
66,"Jun 17, 2022",NYN,Home,MIA,1
67,"Jun 18, 2022",NYN,Home,MIA,1
68,"Jun 19, 2022",NYN,Home,MIA,0
69,"Jun 20, 2022",NYN,Home,MIA,1
70,"Jun 21, 2022",NYN,@,HOU,0
71,"Jun 22, 2022",NYN,@,HOU,0
72,"Jun 24, 2022",NYN,@,MIA,1
73,"Jun 25, 2022",NYN,@,MIA,1
74,"Jun 26, 2022",NYN,@,MIA,0
75,"Jun 28, 2022",NYN,Home,HOU,0
76,"Jun 29, 2022",NYN,Home,HOU,0
77,"Jul 1, 2022",NYN,Home,TEX,1
78,"Jul 2, 2022",NYN,Home,TEX,0
79,"Jul 3, 2022",NYN,Home,TEX,1
80,"Jul 4, 2022",NYN,@,CIN,1
81,"Jul 5, 2022",NYN,@,CIN,0
82,"Jul 6, 2022",NYN,@,CIN,1
83,"Jul 7, 2022",NYN,Home,MIA,1
84,"Jul 8, 2022",NYN,Home,MIA,0
85,"Jul 9, 2022",NYN,Home,MIA,1
86,"Jul 10, 2022",NYN,Home,MIA,0
87,"Jul 11, 2022",NYN,@,ATL,1
88,"Jul 12, 2022",NYN,@,ATL,0
89,"Jul 13, 2022",NYN,@,ATL,1
90,"Jul 14, 2022",NYN,@,CHN,1
91,"Jul 16, 2022",NYN,@,CHN,1
92,"Jul 16, 2022",NYN,@,CHN,1
93,"Jul 17, 2022",NYN,@,CHN,0
94,"Jul 22, 2022",NYN,Home,SDN,0
95,"Jul 23, 2022",NYN,Home,SDN,0
96,"Jul 24, 2022",NYN,Home,SDN,1
97,"Jul 26, 2022",NYN,Home,NYA,1
98,"Jul 27, 2022",NYN,Home,NYA,1
99,"Jul 29, 2022",NYN,@,MIA,1
100,"Jul 30, 2022",NYN,@,MIA,1
101,"Jul 31, 2022",NYN,@,MIA,1
102,"Aug 1, 2022",NYN,@,WSN,1
103,"Aug 2, 2022",NYN,@,WSN,0
104,"Aug 3, 2022",NYN,@,WSN,1
105,"Aug 4, 2022",NYN,Home,ATL,1
106,"Aug 5, 2022",NYN,Home,ATL,0
107,"Aug 6, 2022",NYN,Home,ATL,1
108,"Aug 6, 2022",NYN,Home,ATL,1
109,"Aug 7, 2022",NYN,Home,ATL,1
110,"Aug 8, 2022",NYN,Home,CIN,1
111,"Aug 9, 2022",NYN,Home,CIN,1
112,"Aug 10, 2022",NYN,Home,CIN,1
113,"Aug 12, 2022",NYN,Home,PHI,0
114,"Aug 13, 2022",NYN,Home,PHI,1
115,"Aug 14, 2022",NYN,Home,PHI,1
116,"Aug 15, 2022",NYN,@,ATL,0
117,"Aug 16, 2022",NYN,@,ATL,0
118,"Aug 17, 2022",NYN,@,ATL,1
119,"Aug 18, 2022",NYN,@,ATL,0
120,"Aug 19, 2022",NYN,@,PHI,1
121,"Aug 20, 2022",NYN,@,PHI,1
122,"Aug 20, 2022",NYN,@,PHI,0
123,"Aug 21, 2022",NYN,@,PHI,1
124,"Aug 22, 2022",NYN,@,NYA,0
125,"Aug 23, 2022",NYN,@,NYA,0
126,"Aug 25, 2022",NYN,Home,COL,1
127,"Aug 26, 2022",NYN,Home,COL,1
128,"Aug 27, 2022",NYN,Home,COL,1
129,"Aug 28, 2022",NYN,Home,COL,0
130,"Aug 30, 2022",NYN,Home,LAN,0
131,"Aug 31, 2022",NYN,Home,LAN,1
132,"Sep 1, 2022",NYN,Home,LAN,1
133,"Sep 2, 2022",NYN,Home,WSN,1
134,"Sep 3, 2022",NYN,Home,WSN,0
135,"Sep 4, 2022",NYN,Home,WSN,0
136,"Sep 6, 2022",NYN,@,PIT,0
137,"Sep 7, 2022",NYN,@,PIT,1
138,"Sep 7, 2022",NYN,@,PIT,1
139,"Sep 9, 2022",NYN,@,MIA,0
140,"Sep 10, 2022",NYN,@,MIA,1
141,"Sep 11, 2022",NYN,@,MIA,1
142,"Sep 12, 2022",NYN,Home,CHN,0
143,"Sep 13, 2022",NYN,Home,CHN,0
144,"Sep 14, 2022",NYN,Home,CHN,0
145,"Sep 15, 2022",NYN,Home,PIT,1
146,"Sep 16, 2022",NYN,Home,PIT,1
147,"Sep 17, 2022",NYN,Home,PIT,1
148,"Sep 18, 2022",NYN,Home,PIT,1
149,"Sep 19, 2022",NYN,@,MIL,1
150,"Sep 20, 2022",NYN,@,MIL,1
151,"Sep 21, 2022",NYN,@,MIL,0
152,"Sep 23, 2022",NYN,@,OAK,1
153,"Sep 24, 2022",NYN,@,OAK,0
154,"Sep 25, 2022",NYN,@,OAK,1
155,"Sep 27, 2022",NYN,Home,MIA,0
156,"Sep 28, 2022",NYN,Home,MIA,1
157,"Sep 30, 2022",NYN,@,ATL,0
158,"Oct 1, 2022",NYN,@,ATL,0
159,"Oct 2, 2022",NYN,@,ATL,0
160,"Oct 4, 2022",NYN,Home,WSN,1
161,"Oct 4, 2022",NYN,Home,WSN,1
162,"Oct 5, 2022",NYN,Home,WSN,1
1,"Apr 7, 2022",HOU,@,LAA,1
2,"Apr 8, 2022",HOU,@,LAA,1
3,"Apr 9, 2022",HOU,@,LAA,0
4,"Apr 10, 2022",HOU,@,LAA,1
5,"Apr 12, 2022",HOU,@,ARI,1
6,"Apr 13, 2022",HOU,@,ARI,0
7,"Apr 15, 2022",HOU,@,SEA,0
8,"Apr 16, 2022",HOU,@,SEA,1
9,"Apr 17, 2022",HOU,@,SEA,0
10,"Apr 18, 2022",HOU,Home,LAA,1
11,"Apr 19, 2022",HOU,Home,LAA,0
12,"Apr 20, 2022",HOU,Home,LAA,0
13,"Apr 22, 2022",HOU,Home,TOR,0
14,"Apr 23, 2022",HOU,Home,TOR,0
15,"Apr 24, 2022",HOU,Home,TOR,1
16,"Apr 25, 2022",HOU,@,TEX,0
17,"Apr 26, 2022",HOU,@,TEX,1
18,"Apr 27, 2022",HOU,@,TEX,1
19,"Apr 28, 2022",HOU,@,TEX,1
20,"Apr 29, 2022",HOU,@,TOR,1
21,"Apr 30, 2022",HOU,@,TOR,0
22,"May 1, 2022",HOU,@,TOR,0
23,"May 2, 2022",HOU,Home,SEA,1
24,"May 3, 2022",HOU,Home,SEA,1
25,"May 4, 2022",HOU,Home,SEA,1
26,"May 5, 2022",HOU,Home,DET,1
27,"May 6, 2022",HOU,Home,DET,1
28,"May 7, 2022",HOU,Home,DET,1
29,"May 8, 2022",HOU,Home,DET,1
30,"May 10, 2022",HOU,@,MIN,1
31,"May 11, 2022",HOU,@,MIN,1
32,"May 12, 2022",HOU,@,MIN,1
33,"May 13, 2022",HOU,@,WSN,1
34,"May 14, 2022",HOU,@,WSN,0
35,"May 15, 2022",HOU,@,WSN,1
36,"May 16, 2022",HOU,@,BOS,0
37,"May 17, 2022",HOU,@,BOS,1
38,"May 18, 2022",HOU,@,BOS,0
39,"May 19, 2022",HOU,Home,TEX,1
40,"May 20, 2022",HOU,Home,TEX,0
41,"May 21, 2022",HOU,Home,TEX,1
42,"May 22, 2022",HOU,Home,TEX,1
43,"May 23, 2022",HOU,Home,CLE,0
44,"May 24, 2022",HOU,Home,CLE,1
45,"May 25, 2022",HOU,Home,CLE,1
46,"May 27, 2022",HOU,@,SEA,0
47,"May 28, 2022",HOU,@,SEA,0
48,"May 29, 2022",HOU,@,SEA,1
49,"May 30, 2022",HOU,@,OAK,1
50,"May 31, 2022",HOU,@,OAK,1
51,"Jun 1, 2022",HOU,@,OAK,1
52,"Jun 3, 2022",HOU,@,KCR,1
53,"Jun 4, 2022",HOU,@,KCR,0
54,"Jun 5, 2022",HOU,@,KCR,1
55,"Jun 6, 2022",HOU,Home,SEA,0
56,"Jun 7, 2022",HOU,Home,SEA,1
57,"Jun 8, 2022",HOU,Home,SEA,0
58,"Jun 10, 2022",HOU,Home,MIA,0
59,"Jun 11, 2022",HOU,Home,MIA,0
60,"Jun 12, 2022",HOU,Home,MIA,1
61,"Jun 13, 2022",HOU,@,TEX,0
62,"Jun 14, 2022",HOU,@,TEX,1
63,"Jun 15, 2022",HOU,@,TEX,1
64,"Jun 17, 2022",HOU,Home,CHA,1
65,"Jun 18, 2022",HOU,Home,CHA,0
66,"Jun 19, 2022",HOU,Home,CHA,1
67,"Jun 21, 2022",HOU,Home,NYN,1
68,"Jun 22, 2022",HOU,Home,NYN,1
69,"Jun 23, 2022",HOU,@,NYA,0
70,"Jun 24, 2022",HOU,@,NYA,1
71,"Jun 25, 2022",HOU,@,NYA,1
72,"Jun 26, 2022",HOU,@,NYA,0
73,"Jun 28, 2022",HOU,@,NYN,1
74,"Jun 29, 2022",HOU,@,NYN,1
75,"Jun 30, 2022",HOU,Home,NYA,1
76,"Jul 1, 2022",HOU,Home,LAA,1
77,"Jul 2, 2022",HOU,Home,LAA,1
78,"Jul 3, 2022",HOU,Home,LAA,1
79,"Jul 4, 2022",HOU,Home,KCR,1
80,"Jul 5, 2022",HOU,Home,KCR,1
81,"Jul 6, 2022",HOU,Home,KCR,0
82,"Jul 7, 2022",HOU,Home,KCR,1
83,"Jul 8, 2022",HOU,@,OAK,1
84,"Jul 9, 2022",HOU,@,OAK,0
85,"Jul 10, 2022",HOU,@,OAK,1
86,"Jul 12, 2022",HOU,@,LAA,1
87,"Jul 13, 2022",HOU,@,LAA,0
88,"Jul 14, 2022",HOU,@,LAA,1
89,"Jul 15, 2022",HOU,Home,OAK,0
90,"Jul 16, 2022",HOU,Home,OAK,1
91,"Jul 17, 2022",HOU,Home,OAK,0
92,"Jul 21, 2022",HOU,Home,NYA,1
93,"Jul 21, 2022",HOU,Home,NYA,1
94,"Jul 22, 2022",HOU,@,SEA,1
95,"Jul 23, 2022",HOU,@,SEA,1
96,"Jul 24, 2022",HOU,@,SEA,1
97,"Jul 25, 2022",HOU,@,OAK,0
98,"Jul 26, 2022",HOU,@,OAK,0
99,"Jul 27, 2022",HOU,@,OAK,0
100,"Jul 28, 2022",HOU,Home,SEA,1
101,"Jul 29, 2022",HOU,Home,SEA,1
102,"Jul 30, 2022",HOU,Home,SEA,0
103,"Jul 31, 2022",HOU,Home,SEA,1
104,"Aug 1, 2022",HOU,Home,BOS,0
105,"Aug 2, 2022",HOU,Home,BOS,0
106,"Aug 3, 2022",HOU,Home,BOS,1
107,"Aug 4, 2022",HOU,@,CLE,1
108,"Aug 5, 2022",HOU,@,CLE,1
109,"Aug 6, 2022",HOU,@,CLE,0
110,"Aug 7, 2022",HOU,@,CLE,0
111,"Aug 9, 2022",HOU,Home,TEX,1
112,"Aug 10, 2022",HOU,Home,TEX,0
113,"Aug 11, 2022",HOU,Home,TEX,1
114,"Aug 12, 2022",HOU,Home,OAK,1
115,"Aug 13, 2022",HOU,Home,OAK,1
116,"Aug 14, 2022",HOU,Home,OAK,1
117,"Aug 15, 2022",HOU,@,CHA,0
118,"Aug 16, 2022",HOU,@,CHA,0
119,"Aug 17, 2022",HOU,@,CHA,1
120,"Aug 18, 2022",HOU,@,CHA,1
121,"Aug 19, 2022",HOU,@,ATL,0
122,"Aug 20, 2022",HOU,@,ATL,0
123,"Aug 21, 2022",HOU,@,ATL,1
124,"Aug 23, 2022",HOU,Home,MIN,1
125,"Aug 24, 2022",HOU,Home,MIN,1
126,"Aug 25, 2022",HOU,Home,MIN,1
127,"Aug 26, 2022",HOU,Home,BAL,0
128,"Aug 27, 2022",HOU,Home,BAL,0
129,"Aug 28, 2022",HOU,Home,BAL,1
130,"Aug 30, 2022",HOU,@,TEX,1
131,"Aug 31, 2022",HOU,@,TEX,1
132,"Sep 2, 2022",HOU,@,LAA,1
133,"Sep 3, 2022",HOU,@,LAA,0
134,"Sep 4, 2022",HOU,@,LAA,1
135,"Sep 5, 2022",HOU,Home,TEX,1
136,"Sep 6, 2022",HOU,Home,TEX,0
137,"Sep 7, 2022",HOU,Home,TEX,1
138,"Sep 9, 2022",HOU,Home,LAA,1
139,"Sep 10, 2022",HOU,Home,LAA,0
140,"Sep 11, 2022",HOU,Home,LAA,1
141,"Sep 12, 2022",HOU,@,DET,1
142,"Sep 13, 2022",HOU,@,DET,1
143,"Sep 14, 2022",HOU,@,DET,1
144,"Sep 15, 2022",HOU,Home,OAK,1
145,"Sep 16, 2022",HOU,Home,OAK,1
146,"Sep 17, 2022",HOU,Home,OAK,0
147,"Sep 18, 2022",HOU,Home,OAK,1
148,"Sep 19, 2022",HOU,@,TBA,1
149,"Sep 20, 2022",HOU,@,TBA,1
150,"Sep 21, 2022",HOU,@,TBA,1
151,"Sep 22, 2022",HOU,@,BAL,0
152,"Sep 23, 2022",HOU,@,BAL,0
153,"Sep 24, 2022",HOU,@,BAL,1
154,"Sep 25, 2022",HOU,@,BAL,1
155,"Sep 27, 2022",HOU,Home,ARI,1
156,"Sep 28, 2022",HOU,Home,ARI,0
157,"Sep 30, 2022",HOU,Home,TBA,0
158,"Oct 1, 2022",HOU,Home,TBA,1
159,"Oct 2, 2022",HOU,Home,TBA,1
160,"Oct 3, 2022",HOU,Home,PHI,0
161,"Oct 4, 2022",HOU,Home,PHI,1
162,"Oct 5, 2022",HOU,Home,PHI,1
1,"Apr 7, 2022",CIN,@,ATL,1
2,"Apr 8, 2022",CIN,@,ATL,0
3,"Apr 9, 2022",CIN,@,ATL,0
4,"Apr 10, 2022",CIN,@,ATL,1
5,"Apr 12, 2022",CIN,Home,CLE,0
6,"Apr 13, 2022",CIN,Home,CLE,0
7,"Apr 14, 2022",CIN,@,LAN,0
8,"Apr 15, 2022",CIN,@,LAN,0
9,"Apr 16, 2022",CIN,@,LAN,0
10,"Apr 17, 2022",CIN,@,LAN,0
11,"Apr 18, 2022",CIN,@,SDN,0
12,"Apr 19, 2022",CIN,@,SDN,0
13,"Apr 20, 2022",CIN,@,SDN,0
14,"Apr 22, 2022",CIN,Home,SLN,0
15,"Apr 23, 2022",CIN,Home,SLN,0
16,"Apr 24, 2022",CIN,Home,SLN,1
17,"Apr 26, 2022",CIN,Home,SDN,0
18,"Apr 27, 2022",CIN,Home,SDN,0
19,"Apr 28, 2022",CIN,Home,SDN,0
20,"Apr 29, 2022",CIN,@,COL,0
21,"Apr 30, 2022",CIN,@,COL,0
22,"May 1, 2022",CIN,@,COL,0
23,"May 3, 2022",CIN,@,MIL,0
24,"May 4, 2022",CIN,@,MIL,0
25,"May 5, 2022",CIN,@,MIL,0
26,"May 7, 2022",CIN,Home,PIT,1
27,"May 7, 2022",CIN,Home,PIT,0
28,"May 8, 2022",CIN,Home,PIT,1
29,"May 9, 2022",CIN,Home,MIL,1
30,"May 10, 2022",CIN,Home,MIL,0
31,"May 11, 2022",CIN,Home,MIL,1
32,"May 12, 2022",CIN,@,PIT,1
33,"May 13, 2022",CIN,@,PIT,1
34,"May 14, 2022",CIN,@,PIT,0
35,"May 15, 2022",CIN,@,PIT,0
36,"May 17, 2022",CIN,@,CLE,1
37,"May 19, 2022",CIN,@,CLE,1
38,"May 20, 2022",CIN,@,TOR,0
39,"May 21, 2022",CIN,@,TOR,0
40,"May 22, 2022",CIN,@,TOR,1
41,"May 23, 2022",CIN,Home,CHN,0
42,"May 24, 2022",CIN,Home,CHN,0
43,"May 25, 2022",CIN,Home,CHN,1
44,"May 26, 2022",CIN,Home,CHN,1
45,"May 27, 2022",CIN,Home,SFN,1
46,"May 28, 2022",CIN,Home,SFN,1
47,"May 29, 2022",CIN,Home,SFN,0
48,"May 31, 2022",CIN,@,BOS,1
49,"Jun 1, 2022",CIN,@,BOS,0
50,"Jun 2, 2022",CIN,Home,WSN,1
51,"Jun 3, 2022",CIN,Home,WSN,0
52,"Jun 4, 2022",CIN,Home,WSN,0
53,"Jun 5, 2022",CIN,Home,WSN,0
54,"Jun 6, 2022",CIN,Home,ARI,1
55,"Jun 7, 2022",CIN,Home,ARI,1
56,"Jun 8, 2022",CIN,Home,ARI,0
57,"Jun 9, 2022",CIN,Home,ARI,0
58,"Jun 10, 2022",CIN,@,SLN,0
59,"Jun 11, 2022",CIN,@,SLN,0
60,"Jun 12, 2022",CIN,@,SLN,1
61,"Jun 13, 2022",CIN,@,ARI,1
62,"Jun 14, 2022",CIN,@,ARI,1
63,"Jun 15, 2022",CIN,@,ARI,0
64,"Jun 17, 2022",CIN,Home,MIL,0
65,"Jun 18, 2022",CIN,Home,MIL,0
66,"Jun 19, 2022",CIN,Home,MIL,0
67,"Jun 21, 2022",CIN,Home,LAN,0
68,"Jun 22, 2022",CIN,Home,LAN,0
69,"Jun 23, 2022",CIN,Home,LAN,0
70,"Jun 24, 2022",CIN,@,SFN,1
71,"Jun 25, 2022",CIN,@,SFN,0
72,"Jun 26, 2022",CIN,@,SFN,1
73,"Jun 28, 2022",CIN,@,CHN,1
74,"Jun 29, 2022",CIN,@,CHN,0
75,"Jun 30, 2022",CIN,@,CHN,0
76,"Jul 1, 2022",CIN,Home,ATL,0
77,"Jul 2, 2022",CIN,Home,ATL,0
78,"Jul 3, 2022",CIN,Home,ATL,1
79,"Jul 4, 2022",CIN,Home,NYN,0
80,"Jul 5, 2022",CIN,Home,NYN,1
81,"Jul 6, 2022",CIN,Home,NYN,0
82,"Jul 7, 2022",CIN,Home,PIT,0
83,"Jul 7, 2022",CIN,Home,PIT,1
84,"Jul 8, 2022",CIN,Home,TBA,1
85,"Jul 9, 2022",CIN,Home,TBA,1
86,"Jul 10, 2022",CIN,Home,TBA,1
87,"Jul 12, 2022",CIN,@,NYA,1
88,"Jul 13, 2022",CIN,@,NYA,0
89,"Jul 14, 2022",CIN,@,NYA,1
90,"Jul 15, 2022",CIN,@,SLN,0
91,"Jul 16, 2022",CIN,@,SLN,0
92,"Jul 22, 2022",CIN,Home,SLN,1
93,"Jul 23, 2022",CIN,Home,SLN,0
94,"Jul 24, 2022",CIN,Home,SLN,1
95,"Jul 25, 2022",CIN,Home,MIA,1
96,"Jul 26, 2022",CIN,Home,MIA,0
97,"Jul 27, 2022",CIN,Home,MIA,1
98,"Jul 28, 2022",CIN,Home,MIA,0
99,"Jul 29, 2022",CIN,Home,BAL,0
100,"Jul 30, 2022",CIN,Home,BAL,1
101,"Jul 31, 2022",CIN,Home,BAL,1
102,"Aug 1, 2022",CIN,@,MIA,1
103,"Aug 2, 2022",CIN,@,MIA,1
104,"Aug 3, 2022",CIN,@,MIA,0
105,"Aug 5, 2022",CIN,@,MIL,0
106,"Aug 6, 2022",CIN,@,MIL,1
107,"Aug 7, 2022",CIN,@,MIL,1
108,"Aug 8, 2022",CIN,@,NYN,0
109,"Aug 9, 2022",CIN,@,NYN,0
110,"Aug 10, 2022",CIN,@,NYN,0
111,"Aug 11, 2022",CIN,Home,CHN,0
112,"Aug 13, 2022",CIN,Home,CHN,0
113,"Aug 14, 2022",CIN,Home,CHN,1
114,"Aug 15, 2022",CIN,Home,PHI,0
115,"Aug 16, 2022",CIN,Home,PHI,0
116,"Aug 17, 2022",CIN,Home,PHI,1
117,"Aug 19, 2022",CIN,@,PIT,0
118,"Aug 20, 2022",CIN,@,PIT,1
119,"Aug 21, 2022",CIN,@,PIT,1
120,"Aug 22, 2022",CIN,@,PHI,0
121,"Aug 23, 2022",CIN,@,PHI,0
122,"Aug 24, 2022",CIN,@,PHI,0
123,"Aug 25, 2022",CIN,@,PHI,0
124,"Aug 26, 2022",CIN,@,WSN,1
125,"Aug 27, 2022",CIN,@,WSN,1
126,"Aug 28, 2022",CIN,@,WSN,0
127,"Aug 29, 2022",CIN,Home,SLN,0
128,"Aug 30, 2022",CIN,Home,SLN,1
129,"Aug 31, 2022",CIN,Home,SLN,0
130,"Sep 2, 2022",CIN,Home,COL,1
131,"Sep 4, 2022",CIN,Home,COL,0
132,"Sep 4, 2022",CIN,Home,COL,1
133,"Sep 6, 2022",CIN,@,CHN,0
134,"Sep 7, 2022",CIN,@,CHN,1
135,"Sep 8, 2022",CIN,@,CHN,1
136,"Sep 9, 2022",CIN,@,MIL,1
137,"Sep 10, 2022",CIN,@,MIL,0
138,"Sep 11, 2022",CIN,@,MIL,0
139,"Sep 12, 2022",CIN,Home,PIT,0
