,Date,Tm,Home_Away,Opp,W/L
140,"Sep 13, 2022",CIN,Home,PIT,0
141,"Sep 13, 2022",CIN,Home,PIT,0
142,"Sep 14, 2022",CIN,Home,PIT,0
143,"Sep 15, 2022",CIN,@,SLN,1
144,"Sep 16, 2022",CIN,@,SLN,0
145,"Sep 17, 2022",CIN,@,SLN,0
146,"Sep 17, 2022",CIN,@,SLN,0
147,"Sep 18, 2022",CIN,@,SLN,1
148,"Sep 20, 2022",CIN,Home,BOS,0
149,"Sep 21, 2022",CIN,Home,BOS,1
150,"Sep 22, 2022",CIN,Home,MIL,0
151,"Sep 23, 2022",CIN,Home,MIL,0
152,"Sep 24, 2022",CIN,Home,MIL,0
153,"Sep 25, 2022",CIN,Home,MIL,1
154,"Sep 26, 2022",CIN,@,PIT,0
155,"Sep 27, 2022",CIN,@,PIT,0
156,"Sep 28, 2022",CIN,@,PIT,0
157,"Sep 30, 2022",CIN,@,CHN,0
158,"Oct 1, 2022",CIN,@,CHN,0
159,"Oct 2, 2022",CIN,@,CHN,0
160,"Oct 3, 2022",CIN,Home,CHN,1
161,"Oct 4, 2022",CIN,Home,CHN,1
162,"Oct 5, 2022",CIN,Home,CHN,0
1,"Apr 7, 2022",SLN,Home,PIT,1
2,"Apr 9, 2022",SLN,Home,PIT,1
3,"Apr 10, 2022",SLN,Home,PIT,0
4,"Apr 12, 2022",SLN,Home,KCR,1
5,"Apr 14, 2022",SLN,@,MIL,0
6,"Apr 15, 2022",SLN,@,MIL,1
7,"Apr 16, 2022",SLN,@,MIL,1
8,"Apr 17, 2022",SLN,@,MIL,0
9,"Apr 19, 2022",SLN,@,MIA,1
10,"Apr 20, 2022",SLN,@,MIA,1
11,"Apr 21, 2022",SLN,@,MIA,0
12,"Apr 22, 2022",SLN,@,CIN,1
13,"Apr 23, 2022",SLN,@,CIN,1
14,"Apr 24, 2022",SLN,@,CIN,0
15,"Apr 25, 2022",SLN,Home,NYN,0
16,"Apr 26, 2022",SLN,Home,NYN,0
17,"Apr 27, 2022",SLN,Home,NYN,1
18,"Apr 28, 2022",SLN,Home,ARI,1
19,"Apr 29, 2022",SLN,Home,ARI,0
20,"Apr 30, 2022",SLN,Home,ARI,0
21,"May 1, 2022",SLN,Home,ARI,1
22,"May 2, 2022",SLN,Home,KCR,1
23,"May 3, 2022",SLN,@,KCR,0
24,"May 4, 2022",SLN,@,KCR,1
25,"May 5, 2022",SLN,@,SFN,1
26,"May 6, 2022",SLN,@,SFN,1
27,"May 7, 2022",SLN,@,SFN,0
28,"May 8, 2022",SLN,@,SFN,0
29,"May 10, 2022",SLN,Home,BAL,0
30,"May 11, 2022",SLN,Home,BAL,1
31,"May 12, 2022",SLN,Home,BAL,0
32,"May 13, 2022",SLN,Home,SFN,0
33,"May 14, 2022",SLN,Home,SFN,1
34,"May 15, 2022",SLN,Home,SFN,1
35,"May 17, 2022",SLN,@,NYN,0
36,"May 17, 2022",SLN,@,NYN,1
37,"May 18, 2022",SLN,@,NYN,0
38,"May 19, 2022",SLN,@,NYN,0
39,"May 20, 2022",SLN,@,PIT,1
40,"May 21, 2022",SLN,@,PIT,1
41,"May 22, 2022",SLN,@,PIT,1
42,"May 23, 2022",SLN,Home,TOR,1
43,"May 24, 2022",SLN,Home,TOR,0
44,"May 26, 2022",SLN,Home,MIL,0
45,"May 27, 2022",SLN,Home,MIL,1
46,"May 28, 2022",SLN,Home,MIL,1
47,"May 29, 2022",SLN,Home,MIL,0
48,"May 30, 2022",SLN,Home,SDN,1
49,"May 31, 2022",SLN,Home,SDN,1
50,"Jun 1, 2022",SLN,Home,SDN,1
51,"Jun 2, 2022",SLN,@,CHN,0
52,"Jun 3, 2022",SLN,@,CHN,1
53,"Jun 4, 2022",SLN,@,CHN,0
54,"Jun 4, 2022",SLN,@,CHN,1
55,"Jun 5, 2022",SLN,@,CHN,1
56,"Jun 7, 2022",SLN,@,TBA,0
57,"Jun 8, 2022",SLN,@,TBA,0
58,"Jun 9, 2022",SLN,@,TBA,0
59,"Jun 10, 2022",SLN,Home,CIN,1
60,"Jun 11, 2022",SLN,Home,CIN,1
61,"Jun 12, 2022",SLN,Home,CIN,0
62,"Jun 13, 2022",SLN,Home,PIT,1
63,"Jun 14, 2022",SLN,Home,PIT,1
64,"Jun 14, 2022",SLN,Home,PIT,1
65,"Jun 15, 2022",SLN,Home,PIT,0
66,"Jun 17, 2022",SLN,@,BOS,0
67,"Jun 18, 2022",SLN,@,BOS,1
68,"Jun 19, 2022",SLN,@,BOS,0
69,"Jun 20, 2022",SLN,@,MIL,0
70,"Jun 21, 2022",SLN,@,MIL,1
71,"Jun 22, 2022",SLN,@,MIL,1
72,"Jun 23, 2022",SLN,@,MIL,0
73,"Jun 24, 2022",SLN,Home,CHN,0
74,"Jun 25, 2022",SLN,Home,CHN,1
75,"Jun 26, 2022",SLN,Home,CHN,0
76,"Jun 27, 2022",SLN,Home,MIA,1
77,"Jun 28, 2022",SLN,Home,MIA,1
78,"Jun 29, 2022",SLN,Home,MIA,0
79,"Jul 1, 2022",SLN,@,PHI,0
80,"Jul 2, 2022",SLN,@,PHI,1
81,"Jul 3, 2022",SLN,@,PHI,0
82,"Jul 4, 2022",SLN,@,ATL,0
83,"Jul 5, 2022",SLN,@,ATL,0
84,"Jul 6, 2022",SLN,@,ATL,0
85,"Jul 7, 2022",SLN,@,ATL,1
86,"Jul 8, 2022",SLN,Home,PHI,0
87,"Jul 9, 2022",SLN,Home,PHI,0
88,"Jul 10, 2022",SLN,Home,PHI,1
89,"Jul 11, 2022",SLN,Home,PHI,1
90,"Jul 12, 2022",SLN,Home,LAN,1
91,"Jul 13, 2022",SLN,Home,LAN,0
92,"Jul 14, 2022",SLN,Home,LAN,0
93,"Jul 15, 2022",SLN,Home,CIN,1
94,"Jul 16, 2022",SLN,Home,CIN,1
95,"Jul 22, 2022",SLN,@,CIN,0
96,"Jul 23, 2022",SLN,@,CIN,1
97,"Jul 24, 2022",SLN,@,CIN,0
98,"Jul 26, 2022",SLN,@,TOR,0
99,"Jul 27, 2022",SLN,@,TOR,1
100,"Jul 29, 2022",SLN,@,WSN,1
101,"Jul 30, 2022",SLN,@,WSN,0
102,"Jul 31, 2022",SLN,@,WSN,1
103,"Aug 2, 2022",SLN,Home,CHN,1
104,"Aug 4, 2022",SLN,Home,CHN,1
105,"Aug 4, 2022",SLN,Home,CHN,1
106,"Aug 5, 2022",SLN,Home,NYA,1
107,"Aug 6, 2022",SLN,Home,NYA,1
108,"Aug 7, 2022",SLN,Home,NYA,1
109,"Aug 9, 2022",SLN,@,COL,0
110,"Aug 10, 2022",SLN,@,COL,1
111,"Aug 11, 2022",SLN,@,COL,0
112,"Aug 12, 2022",SLN,Home,MIL,1
113,"Aug 13, 2022",SLN,Home,MIL,0
114,"Aug 14, 2022",SLN,Home,MIL,1
115,"Aug 16, 2022",SLN,Home,COL,1
116,"Aug 17, 2022",SLN,Home,COL,1
117,"Aug 18, 2022",SLN,Home,COL,1
118,"Aug 19, 2022",SLN,@,ARI,1
119,"Aug 20, 2022",SLN,@,ARI,1
120,"Aug 21, 2022",SLN,@,ARI,1
121,"Aug 22, 2022",SLN,@,CHN,1
122,"Aug 23, 2022",SLN,@,CHN,0
123,"Aug 23, 2022",SLN,@,CHN,1
124,"Aug 24, 2022",SLN,@,CHN,0
125,"Aug 25, 2022",SLN,@,CHN,1
126,"Aug 26, 2022",SLN,Home,ATL,0
127,"Aug 27, 2022",SLN,Home,ATL,1
128,"Aug 28, 2022",SLN,Home,ATL,1
129,"Aug 29, 2022",SLN,@,CIN,1
130,"Aug 30, 2022",SLN,@,CIN,0
131,"Aug 31, 2022",SLN,@,CIN,1
132,"Sep 2, 2022",SLN,Home,CHN,1
133,"Sep 3, 2022",SLN,Home,CHN,1
134,"Sep 4, 2022",SLN,Home,CHN,1
135,"Sep 5, 2022",SLN,Home,WSN,0
136,"Sep 6, 2022",SLN,Home,WSN,1
137,"Sep 7, 2022",SLN,Home,WSN,1
138,"Sep 8, 2022",SLN,Home,WSN,0
139,"Sep 9, 2022",SLN,@,PIT,0
140,"Sep 10, 2022",SLN,@,PIT,1
141,"Sep 11, 2022",SLN,@,PIT,1
142,"Sep 13, 2022",SLN,Home,MIL,0
143,"Sep 14, 2022",SLN,Home,MIL,1
144,"Sep 15, 2022",SLN,Home,CIN,0
145,"Sep 16, 2022",SLN,Home,CIN,1
146,"Sep 17, 2022",SLN,Home,CIN,1
147,"Sep 17, 2022",SLN,Home,CIN,1
148,"Sep 18, 2022",SLN,Home,CIN,0
149,"Sep 20, 2022",SLN,@,SDN,0
150,"Sep 21, 2022",SLN,@,SDN,0
151,"Sep 22, 2022",SLN,@,SDN,1
152,"Sep 23, 2022",SLN,@,LAN,1
153,"Sep 24, 2022",SLN,@,LAN,0
154,"Sep 25, 2022",SLN,@,LAN,0
155,"Sep 27, 2022",SLN,@,MIL,1
156,"Sep 28, 2022",SLN,@,MIL,0
157,"Sep 30, 2022",SLN,Home,PIT,1
158,"Oct 1, 2022",SLN,Home,PIT,1
159,"Oct 2, 2022",SLN,Home,PIT,0
160,"Oct 3, 2022",SLN,@,PIT,0
161,"Oct 4, 2022",SLN,@,PIT,1
162,"Oct 5, 2022",SLN,@,PIT,0
1,"Apr 7, 2022",SDN,@,ARI,0
2,"Apr 8, 2022",SDN,@,ARI,1
3,"Apr 9, 2022",SDN,@,ARI,1
4,"Apr 10, 2022",SDN,@,ARI,1
5,"Apr 11, 2022",SDN,@,SFN,1
6,"Apr 12, 2022",SDN,@,SFN,0
7,"Apr 13, 2022",SDN,@,SFN,0
8,"Apr 14, 2022",SDN,Home,ATL,1
9,"Apr 15, 2022",SDN,Home,ATL,0
10,"Apr 16, 2022",SDN,Home,ATL,0
11,"Apr 17, 2022",SDN,Home,ATL,1
12,"Apr 18, 2022",SDN,Home,CIN,1
13,"Apr 19, 2022",SDN,Home,CIN,1
14,"Apr 20, 2022",SDN,Home,CIN,1
15,"Apr 22, 2022",SDN,Home,LAN,0
16,"Apr 23, 2022",SDN,Home,LAN,1
17,"Apr 24, 2022",SDN,Home,LAN,0
18,"Apr 26, 2022",SDN,@,CIN,1
19,"Apr 27, 2022",SDN,@,CIN,1
20,"Apr 28, 2022",SDN,@,CIN,1
21,"Apr 29, 2022",SDN,@,PIT,1
22,"Apr 30, 2022",SDN,@,PIT,0
23,"May 1, 2022",SDN,@,PIT,1
24,"May 4, 2022",SDN,@,CLE,1
25,"May 4, 2022",SDN,@,CLE,0
26,"May 5, 2022",SDN,Home,MIA,1
27,"May 6, 2022",SDN,Home,MIA,1
28,"May 7, 2022",SDN,Home,MIA,0
29,"May 8, 2022",SDN,Home,MIA,1
30,"May 9, 2022",SDN,Home,CHN,0
31,"May 10, 2022",SDN,Home,CHN,1
32,"May 11, 2022",SDN,Home,CHN,0
33,"May 13, 2022",SDN,@,ATL,1
34,"May 14, 2022",SDN,@,ATL,0
35,"May 15, 2022",SDN,@,ATL,1
36,"May 17, 2022",SDN,@,PHI,1
37,"May 18, 2022",SDN,@,PHI,0
38,"May 19, 2022",SDN,@,PHI,1
39,"May 20, 2022",SDN,@,SFN,1
40,"May 21, 2022",SDN,@,SFN,1
41,"May 22, 2022",SDN,@,SFN,1
42,"May 23, 2022",SDN,Home,MIL,1
43,"May 24, 2022",SDN,Home,MIL,0
44,"May 25, 2022",SDN,Home,MIL,0
45,"May 27, 2022",SDN,Home,PIT,1
46,"May 28, 2022",SDN,Home,PIT,0
47,"May 29, 2022",SDN,Home,PIT,1
48,"May 30, 2022",SDN,@,SLN,0
49,"May 31, 2022",SDN,@,SLN,0
50,"Jun 1, 2022",SDN,@,SLN,0
51,"Jun 2, 2022",SDN,@,MIL,0
52,"Jun 3, 2022",SDN,@,MIL,1
53,"Jun 4, 2022",SDN,@,MIL,1
54,"Jun 5, 2022",SDN,@,MIL,1
55,"Jun 6, 2022",SDN,Home,NYN,0
56,"Jun 7, 2022",SDN,Home,NYN,1
57,"Jun 8, 2022",SDN,Home,NYN,1
58,"Jun 10, 2022",SDN,Home,COL,1
59,"Jun 11, 2022",SDN,Home,COL,1
60,"Jun 11, 2022",SDN,Home,COL,0
61,"Jun 12, 2022",SDN,Home,COL,0
62,"Jun 13, 2022",SDN,@,CHN,1
63,"Jun 14, 2022",SDN,@,CHN,1
64,"Jun 15, 2022",SDN,@,CHN,1
65,"Jun 16, 2022",SDN,@,CHN,1
66,"Jun 17, 2022",SDN,@,COL,0
67,"Jun 18, 2022",SDN,@,COL,0
68,"Jun 19, 2022",SDN,@,COL,0
69,"Jun 20, 2022",SDN,Home,ARI,1
70,"Jun 21, 2022",SDN,Home,ARI,1
71,"Jun 22, 2022",SDN,Home,ARI,1
72,"Jun 23, 2022",SDN,Home,PHI,0
73,"Jun 24, 2022",SDN,Home,PHI,1
74,"Jun 25, 2022",SDN,Home,PHI,0
75,"Jun 26, 2022",SDN,Home,PHI,0
76,"Jun 28, 2022",SDN,@,ARI,0
77,"Jun 29, 2022",SDN,@,ARI,1
78,"Jun 30, 2022",SDN,@,LAN,0
79,"Jul 1, 2022",SDN,@,LAN,0
80,"Jul 2, 2022",SDN,@,LAN,0
81,"Jul 3, 2022",SDN,@,LAN,1
82,"Jul 4, 2022",SDN,Home,SEA,0
83,"Jul 5, 2022",SDN,Home,SEA,0
84,"Jul 7, 2022",SDN,Home,SFN,1
85,"Jul 8, 2022",SDN,Home,SFN,1
86,"Jul 9, 2022",SDN,Home,SFN,0
87,"Jul 10, 2022",SDN,Home,SFN,0
88,"Jul 11, 2022",SDN,@,COL,1
89,"Jul 12, 2022",SDN,@,COL,0
90,"Jul 13, 2022",SDN,@,COL,0
91,"Jul 14, 2022",SDN,@,COL,0
92,"Jul 15, 2022",SDN,Home,ARI,1
93,"Jul 16, 2022",SDN,Home,ARI,1
94,"Jul 17, 2022",SDN,Home,ARI,0
95,"Jul 22, 2022",SDN,@,NYN,1
96,"Jul 23, 2022",SDN,@,NYN,1
97,"Jul 24, 2022",SDN,@,NYN,0
98,"Jul 25, 2022",SDN,@,DET,0
99,"Jul 26, 2022",SDN,@,DET,1
100,"Jul 27, 2022",SDN,@,DET,0
101,"Jul 29, 2022",SDN,Home,MIN,1
102,"Jul 30, 2022",SDN,Home,MIN,0
103,"Jul 31, 2022",SDN,Home,MIN,1
104,"Aug 1, 2022",SDN,Home,COL,1
105,"Aug 2, 2022",SDN,Home,COL,1
106,"Aug 2, 2022",SDN,Home,COL,1
107,"Aug 3, 2022",SDN,Home,COL,1
108,"Aug 4, 2022",SDN,Home,COL,0
109,"Aug 5, 2022",SDN,@,LAN,0
110,"Aug 6, 2022",SDN,@,LAN,0
111,"Aug 7, 2022",SDN,@,LAN,0
112,"Aug 8, 2022",SDN,Home,SFN,0
113,"Aug 9, 2022",SDN,Home,SFN,1
114,"Aug 10, 2022",SDN,Home,SFN,1
115,"Aug 12, 2022",SDN,@,WSN,1
116,"Aug 13, 2022",SDN,@,WSN,0
117,"Aug 14, 2022",SDN,@,WSN,1
118,"Aug 15, 2022",SDN,@,MIA,0
119,"Aug 16, 2022",SDN,@,MIA,0
120,"Aug 17, 2022",SDN,@,MIA,1
121,"Aug 18, 2022",SDN,Home,WSN,0
122,"Aug 19, 2022",SDN,Home,WSN,0
123,"Aug 20, 2022",SDN,Home,WSN,1
124,"Aug 21, 2022",SDN,Home,WSN,1
125,"Aug 23, 2022",SDN,Home,CLE,0
126,"Aug 24, 2022",SDN,Home,CLE,0
127,"Aug 26, 2022",SDN,@,KCR,1
128,"Aug 27, 2022",SDN,@,KCR,1
129,"Aug 28, 2022",SDN,@,KCR,0
130,"Aug 29, 2022",SDN,@,SFN,1
131,"Aug 30, 2022",SDN,@,SFN,1
132,"Aug 31, 2022",SDN,@,SFN,1
133,"Sep 2, 2022",SDN,@,LAN,1
134,"Sep 3, 2022",SDN,@,LAN,0
135,"Sep 4, 2022",SDN,@,LAN,0
136,"Sep 5, 2022",SDN,Home,ARI,0
137,"Sep 6, 2022",SDN,Home,ARI,1
138,"Sep 7, 2022",SDN,Home,ARI,1
139,"Sep 9, 2022",SDN,Home,LAN,1
140,"Sep 10, 2022",SDN,Home,LAN,0
141,"Sep 11, 2022",SDN,Home,LAN,0
142,"Sep 13, 2022",SDN,@,SEA,1
143,"Sep 14, 2022",SDN,@,SEA,0
144,"Sep 15, 2022",SDN,@,ARI,0
145,"Sep 16, 2022",SDN,@,ARI,1
146,"Sep 17, 2022",SDN,@,ARI,1
147,"Sep 18, 2022",SDN,@,ARI,1
148,"Sep 20, 2022",SDN,Home,SLN,1
149,"Sep 21, 2022",SDN,Home,SLN,1
150,"Sep 22, 2022",SDN,Home,SLN,0
151,"Sep 23, 2022",SDN,@,COL,0
152,"Sep 24, 2022",SDN,@,COL,1
153,"Sep 25, 2022",SDN,@,COL,1
154,"Sep 27, 2022",SDN,Home,LAN,1
155,"Sep 28, 2022",SDN,Home,LAN,0
156,"Sep 29, 2022",SDN,Home,LAN,0
157,"Sep 30, 2022",SDN,Home,CHA,0
158,"Oct 1, 2022",SDN,Home,CHA,1
159,"Oct 2, 2022",SDN,Home,CHA,0
160,"Oct 3, 2022",SDN,Home,SFN,1
161,"Oct 4, 2022",SDN,Home,SFN,1
162,"Oct 5, 2022",SDN,Home,SFN,0
1,"Apr 7, 2022",WSN,Home,NYN,0
2,"Apr 8, 2022",WSN,Home,NYN,0
3,"Apr 9, 2022",WSN,Home,NYN,0
4,"Apr 10, 2022",WSN,Home,NYN,1
5,"Apr 11, 2022",WSN,@,ATL,1
6,"Apr 12, 2022",WSN,@,ATL,0
7,"Apr 13, 2022",WSN,@,ATL,1
8,"Apr 14, 2022",WSN,@,PIT,0
9,"Apr 15, 2022",WSN,@,PIT,1
10,"Apr 16, 2022",WSN,@,PIT,0
11,"Apr 17, 2022",WSN,@,PIT,0
12,"Apr 19, 2022",WSN,Home,ARI,1
13,"Apr 19, 2022",WSN,Home,ARI,1
14,"Apr 20, 2022",WSN,Home,ARI,0
15,"Apr 21, 2022",WSN,Home,ARI,0
16,"Apr 22, 2022",WSN,Home,SFN,0
17,"Apr 23, 2022",WSN,Home,SFN,0
18,"Apr 24, 2022",WSN,Home,SFN,0
19,"Apr 26, 2022",WSN,Home,MIA,0
20,"Apr 27, 2022",WSN,Home,MIA,0
21,"Apr 28, 2022",WSN,Home,MIA,0
22,"Apr 29, 2022",WSN,@,SFN,1
23,"Apr 30, 2022",WSN,@,SFN,0
24,"May 1, 2022",WSN,@,SFN,1
25,"May 3, 2022",WSN,@,COL,1
26,"May 4, 2022",WSN,@,COL,0
27,"May 5, 2022",WSN,@,COL,0
28,"May 6, 2022",WSN,@,LAA,0
29,"May 7, 2022",WSN,@,LAA,1
30,"May 8, 2022",WSN,@,LAA,0
31,"May 10, 2022",WSN,Home,NYN,0
32,"May 11, 2022",WSN,Home,NYN,1
33,"May 12, 2022",WSN,Home,NYN,0
34,"May 13, 2022",WSN,Home,HOU,0
35,"May 14, 2022",WSN,Home,HOU,1
36,"May 15, 2022",WSN,Home,HOU,0
37,"May 16, 2022",WSN,@,MIA,0
38,"May 17, 2022",WSN,@,MIA,0
39,"May 18, 2022",WSN,@,MIA,1
40,"May 20, 2022",WSN,@,MIL,0
41,"May 21, 2022",WSN,@,MIL,0
42,"May 22, 2022",WSN,@,MIL,1
43,"May 23, 2022",WSN,Home,LAN,0
44,"May 24, 2022",WSN,Home,LAN,0
45,"May 25, 2022",WSN,Home,LAN,1
46,"May 26, 2022",WSN,Home,COL,1
47,"May 28, 2022",WSN,Home,COL,1
48,"May 28, 2022",WSN,Home,COL,0
49,"May 29, 2022",WSN,Home,COL,1
50,"May 30, 2022",WSN,@,NYN,0
51,"May 31, 2022",WSN,@,NYN,0
52,"Jun 1, 2022",WSN,@,NYN,0
53,"Jun 2, 2022",WSN,@,CIN,0
54,"Jun 3, 2022",WSN,@,CIN,1
55,"Jun 4, 2022",WSN,@,CIN,1
56,"Jun 5, 2022",WSN,@,CIN,1
57,"Jun 7, 2022",WSN,@,MIA,0
58,"Jun 8, 2022",WSN,@,MIA,0
59,"Jun 9, 2022",WSN,@,MIA,0
60,"Jun 10, 2022",WSN,Home,MIL,1
61,"Jun 11, 2022",WSN,Home,MIL,1
62,"Jun 12, 2022",WSN,Home,MIL,0
63,"Jun 13, 2022",WSN,Home,ATL,0
64,"Jun 14, 2022",WSN,Home,ATL,0
65,"Jun 15, 2022",WSN,Home,ATL,0
66,"Jun 16, 2022",WSN,Home,PHI,0
67,"Jun 17, 2022",WSN,Home,PHI,0
68,"Jun 17, 2022",WSN,Home,PHI,0
69,"Jun 18, 2022",WSN,Home,PHI,0
70,"Jun 19, 2022",WSN,Home,PHI,1
71,"Jun 21, 2022",WSN,@,BAL,1
72,"Jun 22, 2022",WSN,@,BAL,0
73,"Jun 24, 2022",WSN,@,TEX,1
74,"Jun 25, 2022",WSN,@,TEX,0
75,"Jun 26, 2022",WSN,@,TEX,1
76,"Jun 27, 2022",WSN,Home,PIT,1
77,"Jun 28, 2022",WSN,Home,PIT,1
78,"Jun 29, 2022",WSN,Home,PIT,0
79,"Jul 1, 2022",WSN,Home,MIA,0
80,"Jul 2, 2022",WSN,Home,MIA,0
81,"Jul 3, 2022",WSN,Home,MIA,0
82,"Jul 4, 2022",WSN,Home,MIA,0
83,"Jul 5, 2022",WSN,@,PHI,0
84,"Jul 6, 2022",WSN,@,PHI,1
85,"Jul 7, 2022",WSN,@,PHI,0
86,"Jul 8, 2022",WSN,@,ATL,0
87,"Jul 9, 2022",WSN,@,ATL,0
88,"Jul 10, 2022",WSN,@,ATL,0
89,"Jul 13, 2022",WSN,Home,SEA,0
90,"Jul 13, 2022",WSN,Home,SEA,0
91,"Jul 14, 2022",WSN,Home,ATL,0
92,"Jul 15, 2022",WSN,Home,ATL,0
93,"Jul 16, 2022",WSN,Home,ATL,0
94,"Jul 17, 2022",WSN,Home,ATL,1
95,"Jul 22, 2022",WSN,@,ARI,0
96,"Jul 23, 2022",WSN,@,ARI,0
97,"Jul 24, 2022",WSN,@,ARI,1
98,"Jul 25, 2022",WSN,@,LAN,1
99,"Jul 26, 2022",WSN,@,LAN,1
100,"Jul 27, 2022",WSN,@,LAN,0
101,"Jul 29, 2022",WSN,Home,SLN,0
102,"Jul 30, 2022",WSN,Home,SLN,1
103,"Jul 31, 2022",WSN,Home,SLN,0
104,"Aug 1, 2022",WSN,Home,NYN,0
105,"Aug 2, 2022",WSN,Home,NYN,1
106,"Aug 3, 2022",WSN,Home,NYN,0
107,"Aug 4, 2022",WSN,@,PHI,0
108,"Aug 5, 2022",WSN,@,PHI,0
109,"Aug 6, 2022",WSN,@,PHI,0
110,"Aug 7, 2022",WSN,@,PHI,0
111,"Aug 8, 2022",WSN,@,CHN,0
112,"Aug 9, 2022",WSN,@,CHN,1
113,"Aug 10, 2022",WSN,@,CHN,0
114,"Aug 12, 2022",WSN,Home,SDN,0
115,"Aug 13, 2022",WSN,Home,SDN,1
116,"Aug 14, 2022",WSN,Home,SDN,0
117,"Aug 15, 2022",WSN,Home,CHN,1
118,"Aug 16, 2022",WSN,Home,CHN,0
119,"Aug 17, 2022",WSN,Home,CHN,0
120,"Aug 18, 2022",WSN,@,SDN,1
121,"Aug 19, 2022",WSN,@,SDN,1
122,"Aug 20, 2022",WSN,@,SDN,0
123,"Aug 21, 2022",WSN,@,SDN,0
124,"Aug 23, 2022",WSN,@,SEA,0
125,"Aug 24, 2022",WSN,@,SEA,1
126,"Aug 26, 2022",WSN,Home,CIN,0
127,"Aug 27, 2022",WSN,Home,CIN,0
128,"Aug 28, 2022",WSN,Home,CIN,1
129,"Aug 30, 2022",WSN,Home,OAK,0
130,"Aug 31, 2022",WSN,Home,OAK,1
131,"Sep 1, 2022",WSN,Home,OAK,1
132,"Sep 2, 2022",WSN,@,NYN,0
133,"Sep 3, 2022",WSN,@,NYN,1
134,"Sep 4, 2022",WSN,@,NYN,1
135,"Sep 5, 2022",WSN,@,SLN,1
136,"Sep 6, 2022",WSN,@,SLN,0
137,"Sep 7, 2022",WSN,@,SLN,0
138,"Sep 8, 2022",WSN,@,SLN,1
139,"Sep 9, 2022",WSN,@,PHI,0
140,"Sep 10, 2022",WSN,@,PHI,0
141,"Sep 11, 2022",WSN,@,PHI,0
142,"Sep 13, 2022",WSN,Home,BAL,0
143,"Sep 14, 2022",WSN,Home,BAL,0
144,"Sep 16, 2022",WSN,Home,MIA,1
145,"Sep 17, 2022",WSN,Home,MIA,1
146,"Sep 18, 2022",WSN,Home,MIA,0
147,"Sep 19, 2022",WSN,@,ATL,0
148,"Sep 20, 2022",WSN,@,ATL,0
149,"Sep 21, 2022",WSN,@,ATL,1
150,"Sep 23, 2022",WSN,@,MIA,0
151,"Sep 24, 2022",WSN,@,MIA,0
152,"Sep 25, 2022",WSN,@,MIA,1
153,"Sep 26, 2022",WSN,Home,ATL,0
154,"Sep 27, 2022",WSN,Home,ATL,0
155,"Sep 28, 2022",WSN,Home,ATL,1
156,"Sep 30, 2022",WSN,Home,PHI,0
157,"Oct 1, 2022",WSN,Home,PHI,1
158,"Oct 1, 2022",WSN,Home,PHI,0
159,"Oct 2, 2022",WSN,Home,PHI,0
160,"Oct 4, 2022",WSN,@,NYN,0
161,"Oct 4, 2022",WSN,@,NYN,0
162,"Oct 5, 2022",WSN,@,NYN,0
1,"Apr 7, 2022",KCR,Home,CLE,1
2,"Apr 9, 2022",KCR,Home,CLE,1
3,"Apr 10, 2022",KCR,Home,CLE,0
4,"Apr 11, 2022",KCR,Home,CLE,0
5,"Apr 12, 2022",KCR,@,SLN,0
6,"Apr 14, 2022",KCR,Home,DET,0
7,"Apr 15, 2022",KCR,Home,DET,0
8,"Apr 16, 2022",KCR,Home,DET,1
9,"Apr 19, 2022",KCR,Home,MIN,1
10,"Apr 20, 2022",KCR,Home,MIN,1
11,"Apr 21, 2022",KCR,Home,MIN,0
12,"Apr 22, 2022",KCR,@,SEA,0
13,"Apr 23, 2022",KCR,@,SEA,0
14,"Apr 24, 2022",KCR,@,SEA,0
15,"Apr 26, 2022",KCR,@,CHA,1
16,"Apr 27, 2022",KCR,@,CHA,0
17,"Apr 28, 2022",KCR,@,CHA,1
18,"Apr 29, 2022",KCR,Home,NYA,0
19,"Apr 30, 2022",KCR,Home,NYA,0
20,"May 1, 2022",KCR,Home,NYA,0
21,"May 2, 2022",KCR,@,SLN,0
22,"May 3, 2022",KCR,Home,SLN,1
23,"May 4, 2022",KCR,Home,SLN,0
24,"May 8, 2022",KCR,@,BAL,1
25,"May 8, 2022",KCR,@,BAL,0
26,"May 9, 2022",KCR,@,BAL,0
27,"May 10, 2022",KCR,@,TEX,0
28,"May 11, 2022",KCR,@,TEX,1
29,"May 12, 2022",KCR,@,TEX,0
30,"May 13, 2022",KCR,@,COL,1
31,"May 14, 2022",KCR,@,COL,0
32,"May 15, 2022",KCR,@,COL,1
33,"May 16, 2022",KCR,Home,CHA,0
34,"May 17, 2022",KCR,Home,CHA,0
35,"May 17, 2022",KCR,Home,CHA,1
36,"May 18, 2022",KCR,Home,CHA,1
37,"May 19, 2022",KCR,Home,CHA,0
38,"May 20, 2022",KCR,Home,MIN,0
39,"May 21, 2022",KCR,Home,MIN,0
40,"May 22, 2022",KCR,Home,MIN,0
41,"May 23, 2022",KCR,@,ARI,0
42,"May 24, 2022",KCR,@,ARI,0
43,"May 26, 2022",KCR,@,MIN,1
44,"May 27, 2022",KCR,@,MIN,0
45,"May 28, 2022",KCR,@,MIN,1
46,"May 29, 2022",KCR,@,MIN,0
47,"May 30, 2022",KCR,@,CLE,0
48,"May 31, 2022",KCR,@,CLE,0
49,"Jun 1, 2022",KCR,@,CLE,0
