,Visitor,Home,Date,IP_Pitch_Visitor,H_Pitch_Visitor,R_Pitch_Visitor,ER_Pitch_Visitor,BB_Pitch_Visitor,SO_Pitch_Visitor,HR_Pitch_Visitor,HBP_Pitch_Visitor,AB_Pitch_Visitor,2B_Pitch_Visitor,3B_Pitch_Visitor,IBB_Pitch_Visitor,SB_Pitch_Visitor,CS_Pitch_Visitor,PO_Pitch_Visitor,BF_Pitch_Visitor,GB/FB_Pitch_Visitor,PA_Bat_Visitor,AB_Bat_Visitor,R_Bat_Visitor,H_Bat_Visitor,2B_Bat_Visitor,3B_Bat_Visitor,HR_Bat_Visitor,RBI_Bat_Visitor,BB_Bat_Visitor,IBB_Bat_Visitor,SO_Bat_Visitor,HBP_Bat_Visitor,SH_Bat_Visitor,SF_Bat_Visitor,GDP_Bat_Visitor,SB_Bat_Visitor,CS_Bat_Visitor,Games_Visitor,IP_Pitch_Home,H_Pitch_Home,R_Pitch_Home,ER_Pitch_Home,BB_Pitch_Home,SO_Pitch_Home,HR_Pitch_Home,HBP_Pitch_Home,AB_Pitch_Home,2B_Pitch_Home,3B_Pitch_Home,IBB_Pitch_Home,SB_Pitch_Home,CS_Pitch_Home,PO_Pitch_Home,BF_Pitch_Home,GB/FB_Pitch_Home,PA_Bat_Home,AB_Bat_Home,R_Bat_Home,H_Bat_Home,2B_Bat_Home,3B_Bat_Home,HR_Bat_Home,RBI_Bat_Home,BB_Bat_Home,IBB_Bat_Home,SO_Bat_Home,HBP_Bat_Home,SH_Bat_Home,SF_Bat_Home,GDP_Bat_Home,SB_Bat_Home,CS_Bat_Home,Games_Home,Home_Win
0,MIA,HOU,2022-06-10,82.0,75.0,45.0,43.0,28.0,85.0,11.0,9.0,316.0,19.0,2.0,0.0,5.0,0.0,1.0,353.0,11.06,358,321,62,93,17,0,12,59,31,0,71,3,0,2,5,8,2,8,71.0,58.0,32.0,31.0,33.0,66.0,8.0,5.0,265.0,15.0,0.0,0.0,3.0,0.0,0.0,304.0,13.24,313,273,36,74,11,1,10,35,35,0,50,4,0,1,8,4,1,8,0
0,TOR,DET,2022-06-10,80.0,84.0,39.0,37.0,22.0,79.0,11.0,4.0,310.0,16.0,2.0,0.0,2.0,1.0,1.0,338.0,17.0,363,319,61,98,22,1,20,56,38,0,64,4,0,2,8,2,1,9,79.33,55.0,35.0,31.0,26.0,86.0,10.0,3.0,286.0,11.0,1.0,1.0,4.0,1.0,0.0,317.0,15.45,302,287,26,59,17,2,2,26,12,0,81,2,1,0,6,3,1,8,0
0,OAK,CLE,2022-06-10,69.0,85.0,52.0,48.0,27.0,58.0,13.0,3.0,282.0,20.0,1.0,3.0,2.0,3.0,1.0,313.0,15.739999999999998,279,257,17,50,18,0,2,16,20,0,67,2,0,0,6,4,2,8,80.0,61.0,26.0,25.0,22.0,84.0,11.0,4.0,296.0,10.0,0.0,0.0,6.0,2.0,1.0,322.0,18.99,341,308,46,85,18,1,6,44,28,5,42,3,1,1,3,11,1,8,1
0,TEX,CHA,2022-06-10,82.0,65.0,32.0,28.0,29.0,70.0,6.0,5.0,303.0,15.0,0.0,1.0,12.0,0.0,0.0,341.0,19.98,333,312,27,70,9,0,17,26,18,1,79,3,0,0,1,13,3,8,76.0,78.0,49.0,37.0,39.0,82.0,13.0,2.0,299.0,20.0,1.0,1.0,7.0,5.0,1.0,342.0,16.22,341,315,37,84,18,1,7,34,20,1,70,5,0,1,6,4,0,9,1
0,NYN,LAA,2022-06-10,78.0,74.0,41.0,32.0,29.0,71.0,8.0,1.0,304.0,14.0,0.0,0.0,6.0,0.0,0.0,336.0,17.85,342,306,43,77,11,1,9,41,23,1,71,9,1,3,5,2,1,9,85.67,93.0,53.0,49.0,35.0,72.0,13.0,5.0,341.0,24.0,1.0,1.0,8.0,2.0,1.0,385.0,17.04,354,325,22,62,15,0,4,22,24,1,94,5,0,0,3,3,3,9,0
0,BAL,KCR,2022-06-10,71.0,75.0,42.0,38.0,29.0,39.0,8.0,4.0,280.0,16.0,4.0,1.0,4.0,2.0,1.0,317.0,16.32,290,258,39,55,16,0,13,39,25,0,70,6,0,1,5,1,2,8,78.0,95.0,53.0,52.0,40.0,54.0,11.0,5.0,322.0,19.0,2.0,2.0,4.0,0.0,0.0,370.0,18.43,329,295,31,68,14,2,5,31,29,0,69,3,1,1,3,3,1,9,1
0,BOS,SEA,2022-06-11,81.0,60.0,18.0,17.0,19.0,87.0,4.0,3.0,295.0,18.0,0.0,1.0,5.0,2.0,0.0,317.0,14.17,350,315,41,79,26,1,5,40,29,3,73,5,0,1,6,6,0,9,80.0,70.0,41.0,39.0,31.0,66.0,16.0,3.0,302.0,16.0,0.0,1.0,7.0,2.0,2.0,336.0,18.04,363,313,38,74,17,1,11,36,38,0,83,9,0,3,5,7,2,9,1
0,ARI,PHI,2022-06-11,74.67,90.0,49.0,45.0,28.0,64.0,14.0,3.0,303.0,22.0,0.0,0.0,5.0,2.0,1.0,337.0,15.82,331,293,34,58,16,1,12,32,31,3,81,5,1,1,1,2,1,9,71.0,55.0,24.0,23.0,17.0,67.0,4.0,3.0,267.0,12.0,0.0,0.0,3.0,2.0,0.0,287.0,14.35,313,277,60,80,13,3,21,59,29,0,60,3,1,3,7,3,1,8,1
0,LAN,SFN,2022-06-11,79.0,69.0,44.0,42.0,23.0,82.0,12.0,7.0,303.0,11.0,1.0,3.0,6.0,1.0,0.0,335.0,18.18,333,307,37,73,14,0,11,36,25,1,78,0,0,0,5,8,1,9,79.33,66.0,33.0,31.0,17.0,69.0,8.0,1.0,302.0,12.0,0.0,0.0,6.0,2.0,0.0,322.0,19.13,330,301,43,65,15,3,11,42,23,1,86,6,0,0,2,5,1,9,1
0,CIN,SLN,2022-06-11,85.0,82.0,53.0,44.0,31.0,93.0,15.0,4.0,338.0,17.0,2.0,4.0,4.0,2.0,0.0,375.0,16.859999999999996,372,334,51,92,12,0,14,51,32,0,71,3,0,2,10,9,2,10,89.67,93.0,44.0,42.0,36.0,65.0,8.0,2.0,348.0,25.0,0.0,2.0,3.0,0.0,0.0,391.0,11.19,383,347,45,83,11,1,9,39,31,0,83,2,0,2,8,5,1,9,1
0,COL,SDN,2022-06-11,93.33,114.0,72.0,64.0,37.0,73.0,12.0,6.0,387.0,22.0,6.0,2.0,6.0,2.0,1.0,432.0,17.680000000000003,388,354,40,80,16,1,10,38,29,0,95,4,0,1,8,2,1,9,80.0,60.0,27.0,24.0,23.0,73.0,4.0,8.0,289.0,8.0,2.0,0.0,4.0,1.0,0.0,323.0,15.33,357,321,57,86,22,2,9,56,30,1,70,3,1,2,1,1,1,9,0
0,COL,SDN,2022-06-11,93.33,114.0,72.0,64.0,37.0,73.0,12.0,6.0,387.0,22.0,6.0,2.0,6.0,2.0,1.0,432.0,17.680000000000003,388,354,40,80,16,1,10,38,29,0,95,4,0,1,8,2,1,9,80.0,60.0,27.0,24.0,23.0,73.0,4.0,8.0,289.0,8.0,2.0,0.0,4.0,1.0,0.0,323.0,15.33,357,321,57,86,22,2,9,56,30,1,70,3,1,2,1,1,1,9,1
0,CHN,NYA,2022-06-11,78.67,73.0,46.0,42.0,33.0,76.0,13.0,3.0,298.0,13.0,2.0,4.0,4.0,1.0,0.0,335.0,15.95,339,295,33,82,18,1,8,31,37,3,54,2,1,4,6,5,2,7,84.0,62.0,26.0,26.0,21.0,84.0,9.0,3.0,305.0,13.0,0.0,1.0,1.0,2.0,3.0,331.0,19.66,367,313,52,85,13,1,19,51,46,7,75,3,0,5,8,7,1,8,1
0,TEX,CHA,2022-06-11,81.0,73.0,40.0,35.0,33.0,71.0,7.0,5.0,306.0,18.0,0.0,1.0,14.0,0.0,0.0,348.0,21.12,334,315,27,69,8,0,18,26,18,1,85,1,0,0,1,11,2,8,77.0,72.0,46.0,34.0,37.0,84.0,14.0,2.0,296.0,17.0,1.0,1.0,8.0,5.0,1.0,337.0,16.26,337,310,40,82,17,1,7,36,21,1,68,5,0,1,7,6,0,9,0
0,OAK,CLE,2022-06-11,68.67,85.0,52.0,48.0,26.0,52.0,13.0,3.0,281.0,23.0,1.0,4.0,2.0,3.0,2.0,313.0,16.11,276,256,18,47,15,0,4,17,18,0,69,2,0,0,5,5,2,8,80.0,59.0,25.0,24.0,23.0,85.0,13.0,2.0,296.0,8.0,0.0,0.0,8.0,2.0,1.0,321.0,19.73,336,304,41,80,18,0,6,39,27,4,41,2,0,3,3,9,1,8,0
0,BAL,KCR,2022-06-11,70.0,74.0,40.0,37.0,27.0,42.0,11.0,2.0,278.0,15.0,4.0,1.0,4.0,2.0,0.0,309.0,17.59,290,258,40,54,16,0,14,40,26,0,67,5,0,1,5,1,2,8,79.0,87.0,46.0,45.0,38.0,59.0,11.0,4.0,318.0,17.0,1.0,0.0,2.0,0.0,0.0,362.0,18.51,329,298,36,73,15,3,8,36,28,0,68,1,1,1,3,3,1,9,0
0,MIA,HOU,2022-06-11,91.0,86.0,49.0,47.0,33.0,95.0,13.0,9.0,353.0,21.0,2.0,0.0,6.0,0.0,1.0,395.0,13.7,395,354,69,100,17,0,16,66,34,0,85,3,0,3,6,9,2,9,71.0,57.0,38.0,37.0,31.0,73.0,12.0,5.0,264.0,11.0,0.0,0.0,3.0,0.0,0.0,302.0,13.2,319,278,37,78,13,1,11,36,36,0,51,4,0,1,6,5,1,8,0
0,TOR,DET,2022-06-11,80.0,76.0,35.0,33.0,20.0,75.0,10.0,4.0,302.0,13.0,2.0,0.0,2.0,1.0,1.0,329.0,14.94,369,325,65,101,23,1,21,60,37,0,62,5,0,2,8,2,1,9,70.33,58.0,37.0,35.0,24.0,74.0,12.0,4.0,260.0,13.0,1.0,1.0,4.0,1.0,0.0,290.0,13.13,265,253,21,51,14,2,1,21,9,0,71,1,1,1,6,1,1,8,1
0,NYN,LAA,2022-06-11,78.0,76.0,44.0,35.0,29.0,76.0,10.0,1.0,306.0,14.0,0.0,0.0,5.0,0.0,0.0,338.0,19.19,338,300,40,73,12,1,8,38,25,0,65,8,2,3,8,3,2,9,86.67,93.0,51.0,47.0,36.0,73.0,12.0,5.0,342.0,22.0,1.0,1.0,8.0,2.0,1.0,387.0,18.22,355,326,24,64,13,0,5,24,24,1,99,5,0,0,5,1,3,9,1
0,PIT,ATL,2022-06-11,69.0,67.0,28.0,25.0,20.0,72.0,7.0,4.0,270.0,20.0,1.0,1.0,3.0,1.0,0.0,295.0,16.069999999999997,282,258,26,59,9,0,8,25,20,1,76,2,0,2,3,5,3,8,84.0,63.0,23.0,21.0,22.0,93.0,6.0,0.0,304.0,9.0,0.0,0.0,0.0,2.0,1.0,327.0,14.66,362,332,59,97,24,4,15,57,24,2,78,4,0,2,2,4,5,9,1
0,TBA,MIN,2022-06-11,83.0,82.0,31.0,25.0,21.0,76.0,9.0,4.0,323.0,16.0,0.0,0.0,2.0,1.0,1.0,350.0,17.470000000000002,335,295,41,66,16,1,9,40,34,0,71,1,1,4,6,6,3,9,78.0,83.0,54.0,53.0,34.0,61.0,20.0,2.0,303.0,9.0,2.0,1.0,4.0,0.0,0.0,343.0,18.43,342,313,50,86,15,1,19,48,22,0,78,4,1,2,4,3,0,9,1
0,CHN,NYA,2022-06-12,76.67,76.0,51.0,47.0,32.0,72.0,19.0,3.0,296.0,10.0,1.0,4.0,4.0,1.0,0.0,333.0,13.57,337,296,29,80,17,1,8,29,33,3,57,3,2,3,5,3,1,7,93.0,67.0,26.0,26.0,22.0,91.0,9.0,4.0,337.0,13.0,0.0,1.0,1.0,2.0,3.0,366.0,20.92,403,347,60,96,13,1,25,59,47,7,82,3,0,6,8,7,1,9,1
0,CIN,SLN,2022-06-12,86.67,81.0,51.0,42.0,32.0,87.0,16.0,6.0,335.0,15.0,1.0,3.0,4.0,3.0,1.0,376.0,16.07,381,341,54,97,15,0,14,54,33,0,78,4,0,2,8,9,2,10,89.67,99.0,46.0,44.0,34.0,70.0,7.0,3.0,353.0,27.0,0.0,2.0,4.0,0.0,0.0,395.0,10.9,388,347,45,82,12,1,9,39,34,0,86,4,0,2,8,5,2,9,0
0,LAN,SFN,2022-06-12,78.0,65.0,39.0,37.0,24.0,81.0,11.0,6.0,297.0,10.0,1.0,2.0,4.0,1.0,0.0,329.0,20.270000000000003,338,312,35,74,12,0,11,34,25,1,76,0,0,0,4,8,1,9,80.33,69.0,29.0,27.0,19.0,67.0,7.0,1.0,307.0,12.0,0.0,0.0,4.0,2.0,0.0,329.0,21.17,332,299,41,65,12,3,11,39,28,1,87,5,0,0,3,6,1,9,1
0,BOS,SEA,2022-06-12,80.67,66.0,24.0,23.0,23.0,93.0,5.0,5.0,302.0,20.0,0.0,1.0,4.0,2.0,1.0,330.0,15.62,350,318,40,79,22,0,8,39,26,2,69,5,0,1,7,8,0,9,81.0,68.0,38.0,34.0,26.0,68.0,15.0,3.0,306.0,13.0,0.0,1.0,9.0,0.0,0.0,335.0,18.39,371,318,43,79,18,1,11,40,39,0,82,11,0,3,5,7,2,9,0
0,COL,SDN,2022-06-12,93.0,87.0,50.0,44.0,29.0,81.0,9.0,6.0,360.0,18.0,6.0,2.0,4.0,3.0,0.0,397.0,13.77,385,355,33,77,15,0,7,31,28,0,94,0,0,2,9,3,2,9,91.0,69.0,29.0,26.0,29.0,88.0,3.0,8.0,333.0,11.0,2.0,0.0,5.0,2.0,0.0,373.0,19.22,387,349,59,87,23,2,9,57,30,1,86,4,1,2,2,2,2,9,0
0,ARI,PHI,2022-06-12,73.67,87.0,47.0,41.0,26.0,58.0,14.0,3.0,296.0,19.0,0.0,0.0,8.0,3.0,1.0,328.0,15.24,331,297,34,61,16,1,12,32,27,3,83,5,1,1,0,2,1,9,71.0,56.0,19.0,18.0,18.0,70.0,3.0,2.0,268.0,10.0,0.0,0.0,3.0,2.0,0.0,288.0,15.410000000000002,311,274,58,79,14,3,20,57,30,0,58,3,1,3,8,4,2,8,0
0,TBA,MIN,2022-06-12,80.0,83.0,34.0,29.0,20.0,69.0,8.0,4.0,313.0,18.0,0.0,0.0,1.0,0.0,0.0,339.0,17.46,331,296,42,73,16,1,8,40,31,0,66,0,1,3,6,7,5,9,79.0,87.0,54.0,52.0,34.0,64.0,20.0,2.0,310.0,8.0,1.0,1.0,5.0,2.0,1.0,349.0,20.8,349,316,56,95,18,1,20,54,26,0,77,4,1,2,5,3,0,9,0
0,NYN,LAA,2022-06-12,77.0,85.0,55.0,46.0,27.0,78.0,15.0,1.0,312.0,17.0,2.0,0.0,5.0,0.0,0.0,342.0,17.72,342,309,41,75,12,1,10,39,22,0,70,7,2,2,8,3,2,9,95.67,103.0,57.0,49.0,38.0,81.0,14.0,5.0,381.0,23.0,1.0,1.0,8.0,2.0,1.0,428.0,19.24,397,364,35,79,17,2,10,35,28,1,111,5,0,0,5,1,3,10,0
0,MIA,HOU,2022-06-12,82.0,74.0,36.0,34.0,26.0,84.0,10.0,5.0,316.0,21.0,1.0,0.0,7.0,0.0,1.0,347.0,12.92,332,299,48,72,12,0,12,47,26,0,83,4,0,2,4,10,2,9,71.0,59.0,39.0,36.0,32.0,74.0,11.0,6.0,267.0,10.0,0.0,0.0,7.0,0.0,0.0,307.0,13.09,314,277,33,75,16,1,11,32,33,0,57,3,0,1,5,6,0,8,1
0,TOR,DET,2022-06-12,79.0,75.0,35.0,32.0,23.0,72.0,8.0,4.0,297.0,13.0,3.0,0.0,2.0,2.0,1.0,327.0,14.45,366,328,59,100,20,1,18,54,31,0,58,5,0,2,8,2,0,9,70.33,65.0,38.0,36.0,25.0,71.0,12.0,4.0,267.0,13.0,1.0,1.0,4.0,1.0,0.0,298.0,14.58,267,252,19,50,13,2,1,19,13,0,69,1,0,1,5,1,2,8,0
0,OAK,CLE,2022-06-12,68.67,83.0,52.0,48.0,22.0,54.0,13.0,2.0,279.0,25.0,1.0,4.0,2.0,3.0,2.0,307.0,15.17,285,266,24,56,15,0,7,23,17,0,71,2,0,0,5,5,2,8,80.0,65.0,35.0,30.0,22.0,80.0,17.0,3.0,302.0,10.0,0.0,0.0,8.0,2.0,1.0,327.0,19.49,334,305,42,81,20,0,6,39,23,4,43,2,0,4,3,9,2,8,1
0,TEX,CHA,2022-06-12,80.0,82.0,45.0,40.0,33.0,71.0,7.0,4.0,314.0,19.0,0.0,1.0,14.0,0.0,0.0,355.0,19.88,335,314,35,74,13,0,17,33,18,1,81,1,0,2,1,11,2,8,79.0,77.0,50.0,37.0,35.0,85.0,12.0,2.0,304.0,20.0,1.0,1.0,9.0,5.0,3.0,345.0,15.23,350,320,46,88,18,1,6,42,23,1,75,5,0,2,6,6,0,9,0
0,PIT,ATL,2022-06-12,68.0,63.0,34.0,31.0,20.0,73.0,9.0,5.0,268.0,18.0,1.0,2.0,4.0,1.0,0.0,294.0,16.549999999999997,276,254,22,56,10,0,8,21,18,0,82,2,0,2,4,3,3,8,83.0,66.0,27.0,25.0,19.0,100.0,8.0,1.0,307.0,10.0,0.0,0.0,1.0,2.0,1.0,328.0,15.33,356,326,63,93,20,4,17,61,23,3,75,5,0,2,3,5,5,9,1
0,BAL,KCR,2022-06-12,70.0,76.0,42.0,39.0,26.0,39.0,10.0,2.0,280.0,15.0,5.0,1.0,4.0,2.0,0.0,311.0,17.769999999999996,291,262,37,54,15,0,11,36,23,0,71,5,0,1,4,2,1,8,80.0,89.0,48.0,47.0,36.0,67.0,12.0,4.0,320.0,17.0,1.0,0.0,3.0,1.0,0.0,362.0,18.4,331,299,40,76,16,4,8,40,28,0,58,1,1,2,4,3,1,9,0
0,BAL,TOR,2022-06-13,69.0,74.0,42.0,40.0,26.0,33.0,13.0,1.0,279.0,12.0,4.0,1.0,2.0,1.0,0.0,308.0,16.79,297,265,41,61,12,2,14,40,27,0,74,4,0,1,6,2,1,8,79.0,70.0,32.0,29.0,21.0,73.0,8.0,4.0,292.0,12.0,3.0,0.0,1.0,2.0,1.0,320.0,15.03,365,327,57,99,19,1,18,53,33,0,59,3,0,2,10,3,1,9,1
0,HOU,TEX,2022-06-13,80.0,62.0,43.0,36.0,33.0,80.0,12.0,6.0,299.0,10.0,0.0,0.0,8.0,0.0,0.0,340.0,14.09,355,312,42,89,20,1,13,41,37,0,63,4,0,2,5,7,1,9,83.0,81.0,48.0,41.0,32.0,80.0,7.0,6.0,322.0,17.0,1.0,3.0,14.0,0.0,0.0,364.0,19.8,353,328,42,79,11,0,18,40,22,1,87,0,0,3,1,12,3,8,1
0,PIT,SLN,2022-06-13,76.0,70.0,39.0,36.0,23.0,80.0,13.0,5.0,299.0,20.0,1.0,2.0,4.0,1.0,0.0,328.0,18.0,310,285,25,63,11,0,9,24,20,0,92,2,0,3,5,3,4,9,90.67,98.0,46.0,44.0,31.0,71.0,5.0,3.0,349.0,26.0,1.0,2.0,4.0,1.0,1.0,389.0,10.28,393,354,46,86,11,1,10,39,32,0,88,4,0,2,7,6,2,9,1
0,KCR,SFN,2022-06-13,90.0,104.0,58.0,56.0,42.0,78.0,15.0,5.0,361.0,19.0,3.0,0.0,3.0,1.0,0.0,410.0,22.79,374,337,47,86,17,4,11,46,33,0,60,1,1,2,4,3,1,10,81.33,67.0,26.0,24.0,20.0,71.0,7.0,1.0,309.0,13.0,0.0,0.0,4.0,1.0,0.0,332.0,20.879999999999995,331,299,43,67,13,3,13,41,27,1,87,5,0,0,2,6,1,9,1
0,MIN,SEA,2022-06-13,80.0,89.0,57.0,55.0,36.0,66.0,20.0,3.0,318.0,11.0,1.0,1.0,8.0,2.0,1.0,360.0,21.62,347,315,54,95,16,1,20,52,25,0,75,4,1,2,7,1,0,9,80.0,64.0,34.0,30.0,25.0,66.0,16.0,4.0,298.0,10.0,0.0,1.0,9.0,0.0,0.0,327.0,16.349999999999998,358,307,36,68,14,0,11,34,39,0,84,10,0,2,5,8,1,9,0
0,MIA,PHI,2022-06-13,81.0,85.0,45.0,43.0,27.0,79.0,12.0,6.0,322.0,24.0,1.0,0.0,8.0,1.0,1.0,356.0,14.41,332,301,49,68,10,0,13,47,24,0,83,4,0,2,4,11,1,9,80.0,68.0,32.0,29.0,29.0,74.0,4.0,3.0,306.0,12.0,1.0,0.0,3.0,2.0,0.0,338.0,17.669999999999998,349,307,59,86,15,3,20,58,35,0,71,3,1,3,9,4,2,9,1
0,CHA,DET,2022-06-13,83.0,76.0,50.0,36.0,37.0,90.0,13.0,0.0,315.0,14.0,1.0,1.0,10.0,6.0,3.0,357.0,15.740000000000002,365,328,49,89,17,2,6,45,27,3,81,7,0,3,6,6,0,9,70.33,71.0,42.0,40.0,25.0,71.0,13.0,4.0,269.0,16.0,1.0,1.0,3.0,2.0,0.0,300.0,14.12,266,253,16,47,13,2,0,16,12,0,71,0,0,1,6,1,2,8,0
0,SDN,CHN,2022-06-13,92.0,69.0,28.0,25.0,29.0,87.0,3.0,5.0,336.0,11.0,1.0,0.0,4.0,2.0,0.0,374.0,18.86,377,345,57,84,21,2,9,55,25,1,88,4,0,2,4,2,1,9,75.67,85.0,64.0,58.0,35.0,73.0,22.0,3.0,303.0,12.0,1.0,4.0,4.0,1.0,0.0,343.0,12.96,334,300,26,80,17,3,6,26,29,3,64,2,1,2,7,3,1,7,0
0,CIN,ARI,2022-06-13,86.67,88.0,56.0,47.0,33.0,87.0,17.0,6.0,344.0,16.0,1.0,3.0,5.0,3.0,1.0,386.0,15.89,379,339,53,98,16,1,12,52,30,0,76,5,1,3,10,8,2,10,82.67,94.0,48.0,42.0,31.0,71.0,14.0,3.0,329.0,20.0,0.0,0.0,8.0,3.0,1.0,366.0,18.54,381,335,47,73,18,2,13,43,38,3,87,6,1,1,2,2,1,10,0
0,HOU,TEX,2022-06-14,79.0,67.0,45.0,38.0,35.0,80.0,11.0,6.0,300.0,10.0,0.0,0.0,11.0,0.0,0.0,344.0,13.830000000000002,349,307,35,82,20,1,10,34,37,0,61,3,0,2,3,8,1,9,83.0,83.0,47.0,40.0,34.0,76.0,5.0,5.0,324.0,17.0,1.0,3.0,15.0,0.0,0.0,366.0,20.27,355,327,44,83,9,0,17,42,24,1,84,0,0,4,1,14,3,8,0
0,PIT,SLN,2022-06-14,75.0,74.0,38.0,35.0,20.0,78.0,10.0,3.0,299.0,22.0,1.0,2.0,5.0,1.0,0.0,323.0,18.02,305,284,24,60,9,0,10,24,16,0,93,2,0,3,4,3,4,9,90.67,94.0,46.0,44.0,29.0,70.0,6.0,3.0,347.0,26.0,1.0,2.0,4.0,1.0,1.0,385.0,10.11,388,350,39,85,15,1,7,32,30,0,82,4,1,2,8,4,2,9,1
0,KCR,SFN,2022-06-14,89.0,95.0,54.0,51.0,48.0,77.0,12.0,5.0,351.0,21.0,3.0,0.0,3.0,1.0,0.0,406.0,20.36,372,335,46,86,17,4,10,45,32,0,59,1,1,3,5,3,1,10,81.33,65.0,22.0,20.0,18.0,67.0,5.0,1.0,304.0,12.0,0.0,0.0,4.0,1.0,0.0,326.0,20.160000000000004,321,286,34,58,13,3,8,31,30,1,80,5,0,0,3,6,1,9,1
0,MIN,SEA,2022-06-14,80.0,91.0,56.0,53.0,37.0,70.0,19.0,3.0,319.0,11.0,1.0,1.0,9.0,2.0,1.0,363.0,22.12,348,314,48,92,15,1,16,46,28,0,74,3,1,2,6,0,0,9,80.0,66.0,34.0,31.0,27.0,65.0,16.0,4.0,299.0,8.0,0.0,1.0,8.0,0.0,0.0,330.0,16.96,361,308,34,69,13,0,10,32,42,0,86,9,0,1,6,9,1,9,1
0,MIA,PHI,2022-06-14,80.67,81.0,33.0,31.0,24.0,74.0,7.0,5.0,316.0,23.0,1.0,0.0,9.0,1.0,1.0,346.0,15.170000000000002,326,298,45,66,11,0,11,43,21,0,79,4,0,2,4,12,1,9,80.0,69.0,34.0,31.0,28.0,74.0,4.0,3.0,307.0,15.0,1.0,0.0,4.0,2.0,0.0,338.0,17.26,349,308,52,86,17,2,15,51,35,0,75,2,1,3,10,5,2,9,0
0,MIL,NYN,2022-06-14,71.0,83.0,51.0,46.0,24.0,62.0,18.0,0.0,286.0,11.0,3.0,0.0,2.0,2.0,0.0,315.0,14.6,300,276,24,64,8,0,10,24,21,0,65,1,0,2,5,6,0,8,70.0,74.0,48.0,40.0,26.0,79.0,12.0,1.0,278.0,16.0,2.0,0.0,2.0,0.0,1.0,307.0,16.25,319,285,44,78,13,1,11,42,23,0,64,7,2,2,8,3,3,8,1
0,BAL,TOR,2022-06-14,68.0,79.0,47.0,45.0,27.0,37.0,14.0,1.0,280.0,13.0,5.0,1.0,2.0,1.0,0.0,310.0,15.990000000000002,299,265,39,61,12,2,14,38,26,0,69,6,0,1,7,2,2,8,79.0,63.0,24.0,21.0,21.0,71.0,3.0,5.0,287.0,11.0,3.0,0.0,0.0,3.0,0.0,317.0,15.56,373,337,65,114,22,2,17,61,31,0,57,3,0,2,12,3,1,9,0
0,LAA,LAN,2022-06-14,80.67,84.0,43.0,35.0,31.0,73.0,7.0,5.0,319.0,20.0,0.0,0.0,5.0,2.0,0.0,358.0,17.669999999999998,328,301,34,71,16,2,10,34,24,1,102,3,0,0,6,1,3,9,68.0,62.0,40.0,38.0,23.0,75.0,12.0,5.0,265.0,11.0,1.0,2.0,4.0,1.0,0.0,295.0,18.75,305,279,27,62,13,0,8,26,25,1,71,0,0,0,4,5,1,8,1
0,CHA,DET,2022-06-14,84.0,80.0,49.0,35.0,36.0,97.0,13.0,0.0,322.0,13.0,1.0,1.0,8.0,5.0,3.0,363.0,16.8,368,330,55,93,19,2,7,50,28,3,79,6,1,3,7,6,0,9,71.33,71.0,38.0,35.0,23.0,74.0,11.0,3.0,274.0,15.0,0.0,1.0,3.0,2.0,0.0,303.0,15.4,277,260,21,56,14,2,1,21,15,0,70,0,0,2,7,1,2,8,0
0,CLE,COL,2022-06-14,79.0,68.0,35.0,30.0,22.0,73.0,20.0,4.0,304.0,11.0,0.0,0.0,10.0,2.0,1.0,330.0,19.71,329,299,42,77,21,0,6,39,24,5,46,2,0,4,4,9,2,8,83.0,67.0,36.0,31.0,22.0,77.0,8.0,5.0,308.0,13.0,5.0,1.0,3.0,1.0,0.0,338.0,12.04,349,320,30,70,12,0,5,29,26,0,84,0,0,3,6,3,2,8,0
0,SDN,CHN,2022-06-14,92.0,73.0,29.0,26.0,26.0,89.0,4.0,5.0,340.0,10.0,1.0,0.0,5.0,2.0,0.0,375.0,18.63,369,339,54,81,20,1,8,52,24,1,82,3,0,2,6,1,1,9,75.67,80.0,54.0,48.0,33.0,68.0,17.0,3.0,298.0,13.0,1.0,4.0,1.0,1.0,0.0,336.0,14.590000000000002,327,296,22,74,17,3,6,22,25,3,66,3,1,2,7,4,1,7,0
0,OAK,BOS,2022-06-14,67.67,83.0,51.0,46.0,17.0,53.0,12.0,0.0,278.0,24.0,1.0,3.0,1.0,3.0,1.0,299.0,15.72,286,268,25,58,15,0,10,24,15,0,67,3,0,0,5,5,2,8,80.67,61.0,22.0,21.0,24.0,91.0,5.0,5.0,298.0,18.0,0.0,1.0,5.0,2.0,1.0,327.0,17.520000000000003,341,313,35,73,19,0,8,34,21,0,70,6,0,1,7,7,0,9,1
0,CIN,ARI,2022-06-14,86.67,86.0,52.0,44.0,33.0,86.0,13.0,6.0,340.0,15.0,1.0,3.0,7.0,3.0,1.0,383.0,14.68,380,339,53,100,18,1,11,52,31,0,74,5,1,3,11,9,2,10,82.67,92.0,47.0,42.0,31.0,75.0,14.0,3.0,327.0,20.0,0.0,0.0,9.0,3.0,1.0,364.0,17.589999999999996,376,334,43,73,16,2,9,40,36,3,89,4,1,1,2,4,1,10,0
