,Visitor,Home,Date,IP_Pitch_Visitor,H_Pitch_Visitor,R_Pitch_Visitor,ER_Pitch_Visitor,BB_Pitch_Visitor,SO_Pitch_Visitor,HR_Pitch_Visitor,HBP_Pitch_Visitor,AB_Pitch_Visitor,2B_Pitch_Visitor,3B_Pitch_Visitor,IBB_Pitch_Visitor,SB_Pitch_Visitor,CS_Pitch_Visitor,PO_Pitch_Visitor,BF_Pitch_Visitor,GB/FB_Pitch_Visitor,PA_Bat_Visitor,AB_Bat_Visitor,R_Bat_Visitor,H_Bat_Visitor,2B_Bat_Visitor,3B_Bat_Visitor,HR_Bat_Visitor,RBI_Bat_Visitor,BB_Bat_Visitor,IBB_Bat_Visitor,SO_Bat_Visitor,HBP_Bat_Visitor,SH_Bat_Visitor,SF_Bat_Visitor,GDP_Bat_Visitor,SB_Bat_Visitor,CS_Bat_Visitor,Games_Visitor,IP_Pitch_Home,H_Pitch_Home,R_Pitch_Home,ER_Pitch_Home,BB_Pitch_Home,SO_Pitch_Home,HR_Pitch_Home,HBP_Pitch_Home,AB_Pitch_Home,2B_Pitch_Home,3B_Pitch_Home,IBB_Pitch_Home,SB_Pitch_Home,CS_Pitch_Home,PO_Pitch_Home,BF_Pitch_Home,GB/FB_Pitch_Home,PA_Bat_Home,AB_Bat_Home,R_Bat_Home,H_Bat_Home,2B_Bat_Home,3B_Bat_Home,HR_Bat_Home,RBI_Bat_Home,BB_Bat_Home,IBB_Bat_Home,SO_Bat_Home,HBP_Bat_Home,SH_Bat_Home,SF_Bat_Home,GDP_Bat_Home,SB_Bat_Home,CS_Bat_Home,Games_Home,Home_Win
0,TOR,BAL,2022-08-08,80.0,66.0,30.0,29.0,24.0,73.0,7.0,7.0,302.0,17.0,1.0,1.0,3.0,0.0,1.0,336.0,16.53,329,298,36,67,13,0,10,36,27,1,73,1,0,2,8,5,3,9,78.0,71.0,31.0,31.0,20.0,77.0,12.0,3.0,296.0,10.0,0.0,0.0,3.0,1.0,0.0,322.0,15.71,346,302,39,76,20,1,8,37,34,1,74,4,2,4,4,8,2,9,1
0,LAA,OAK,2022-08-08,88.0,71.0,43.0,36.0,44.0,90.0,8.0,5.0,325.0,18.0,1.0,0.0,5.0,2.0,2.0,376.0,14.82,362,325,39,72,14,2,12,36,25,1,89,6,3,3,3,2,4,9,69.33,65.0,34.0,33.0,20.0,55.0,18.0,3.0,266.0,16.0,0.0,2.0,3.0,0.0,0.0,291.0,12.56,298,275,29,65,15,0,12,29,20,0,66,2,1,0,6,5,0,8,0
0,CIN,NYN,2022-08-08,79.67,60.0,27.0,26.0,30.0,74.0,9.0,6.0,288.0,9.0,1.0,1.0,8.0,2.0,1.0,328.0,19.39,329,292,30,67,12,0,10,29,29,0,81,6,0,2,10,1,2,9,97.0,90.0,42.0,41.0,22.0,103.0,13.0,6.0,374.0,20.0,1.0,0.0,5.0,1.0,1.0,402.0,15.68,445,396,67,124,28,3,15,65,36,4,73,8,4,1,9,3,0,10,1
0,SFN,SDN,2022-08-08,81.0,77.0,40.0,39.0,20.0,88.0,8.0,5.0,314.0,15.0,2.0,0.0,3.0,1.0,2.0,343.0,21.9,344,306,34,74,15,0,12,32,30,2,74,8,0,0,4,4,0,9,96.0,96.0,46.0,44.0,16.0,97.0,12.0,6.0,371.0,24.0,0.0,1.0,6.0,0.0,0.0,398.0,16.869999999999997,401,352,53,85,16,2,16,53,39,1,93,5,0,5,7,3,1,10,0
0,WSN,CHN,2022-08-08,81.0,98.0,70.0,67.0,30.0,67.0,25.0,9.0,334.0,16.0,4.0,1.0,4.0,1.0,0.0,377.0,15.289999999999996,350,321,34,82,10,1,9,32,19,0,65,6,0,4,6,6,0,10,76.33,76.0,32.0,32.0,30.0,67.0,12.0,8.0,293.0,15.0,0.0,1.0,4.0,1.0,1.0,333.0,12.58,312,285,19,54,6,1,5,17,22,0,91,4,0,1,7,3,1,8,1
0,MIN,LAN,2022-08-09,83.0,72.0,36.0,33.0,23.0,95.0,9.0,4.0,313.0,13.0,0.0,1.0,5.0,2.0,0.0,341.0,22.24,345,307,39,75,15,1,10,38,30,2,66,3,2,3,8,5,0,9,79.0,55.0,22.0,16.0,17.0,74.0,4.0,5.0,289.0,9.0,1.0,0.0,1.0,0.0,0.0,312.0,16.44,342,314,55,90,26,2,11,53,16,0,70,5,0,7,4,8,1,9,1
0,CHA,KCR,2022-08-09,79.0,62.0,22.0,20.0,23.0,75.0,8.0,1.0,291.0,13.0,0.0,0.0,5.0,1.0,0.0,316.0,12.09,327,302,33,81,12,2,8,31,18,0,72,2,2,3,8,1,1,9,78.0,88.0,47.0,44.0,32.0,64.0,12.0,0.0,309.0,14.0,1.0,0.0,2.0,2.0,1.0,346.0,18.91,330,295,44,72,12,3,12,43,28,0,81,2,0,5,5,6,2,9,0
0,CHA,KCR,2022-08-09,79.0,62.0,22.0,20.0,23.0,75.0,8.0,1.0,291.0,13.0,0.0,0.0,5.0,1.0,0.0,316.0,12.09,327,302,33,81,12,2,8,31,18,0,72,2,2,3,8,1,1,9,78.0,88.0,47.0,44.0,32.0,64.0,12.0,0.0,309.0,14.0,1.0,0.0,2.0,2.0,1.0,346.0,18.91,330,295,44,72,12,3,12,43,28,0,81,2,0,5,5,6,2,9,1
0,SFN,SDN,2022-08-09,81.0,76.0,36.0,36.0,16.0,81.0,7.0,5.0,311.0,15.0,2.0,0.0,3.0,1.0,2.0,336.0,20.200000000000003,338,300,33,68,10,0,11,31,29,2,83,8,0,1,4,4,0,9,96.0,98.0,46.0,44.0,17.0,101.0,11.0,6.0,373.0,22.0,0.0,1.0,6.0,0.0,0.0,402.0,16.349999999999998,395,349,43,81,15,2,11,43,35,1,89,6,0,5,8,2,1,10,1
0,MIA,PHI,2022-08-09,70.0,62.0,24.0,24.0,19.0,62.0,5.0,4.0,263.0,11.0,1.0,0.0,3.0,0.0,0.0,287.0,13.59,278,257,12,52,13,0,4,12,16,1,64,3,0,1,3,8,3,8,68.0,67.0,29.0,29.0,19.0,63.0,5.0,6.0,259.0,11.0,0.0,0.0,4.0,1.0,1.0,286.0,12.26,295,265,50,75,10,3,18,49,23,0,55,7,0,0,5,4,0,8,1
0,LAA,OAK,2022-08-09,88.0,63.0,36.0,33.0,44.0,88.0,8.0,4.0,317.0,14.0,0.0,0.0,5.0,1.0,1.0,367.0,14.7,358,323,38,73,13,2,13,36,23,1,88,6,3,3,5,2,4,9,69.33,64.0,32.0,31.0,19.0,56.0,18.0,3.0,263.0,13.0,0.0,2.0,3.0,0.0,0.0,287.0,11.49,292,268,22,58,13,0,8,22,22,0,63,2,0,0,6,6,0,8,0
0,CIN,NYN,2022-08-09,78.67,58.0,26.0,25.0,27.0,75.0,9.0,7.0,285.0,9.0,1.0,2.0,9.0,2.0,1.0,322.0,18.17,334,296,29,69,11,0,9,28,29,0,79,6,0,2,10,3,2,9,97.0,92.0,39.0,37.0,20.0,104.0,13.0,6.0,377.0,19.0,1.0,0.0,7.0,1.0,1.0,404.0,15.719999999999995,437,390,66,120,24,3,14,64,33,4,71,10,3,1,9,5,0,10,1
0,TBA,MIL,2022-08-09,71.0,62.0,28.0,26.0,11.0,63.0,4.0,3.0,269.0,16.0,0.0,0.0,3.0,3.0,0.0,286.0,18.17,305,262,32,63,15,0,5,30,39,0,75,2,0,2,5,3,3,8,70.33,71.0,41.0,31.0,35.0,69.0,8.0,4.0,270.0,14.0,3.0,2.0,2.0,2.0,1.0,311.0,16.64,324,278,37,74,18,0,15,36,34,4,60,8,1,3,6,7,2,8,1
0,TEX,HOU,2022-08-09,80.0,73.0,44.0,40.0,35.0,84.0,8.0,5.0,306.0,18.0,2.0,1.0,6.0,3.0,0.0,349.0,13.83,331,293,33,67,8,0,9,32,33,0,83,2,1,2,7,3,2,9,80.0,56.0,21.0,21.0,17.0,79.0,6.0,4.0,291.0,7.0,0.0,0.0,2.0,0.0,0.0,312.0,12.66,334,307,32,76,20,0,6,31,22,1,65,2,0,3,6,3,1,9,1
0,CLE,DET,2022-08-09,82.0,78.0,40.0,38.0,22.0,78.0,12.0,1.0,309.0,18.0,0.0,0.0,4.0,1.0,3.0,336.0,16.03,338,308,33,74,12,0,7,32,23,1,71,5,1,1,3,7,0,9,78.67,73.0,40.0,33.0,44.0,63.0,6.0,1.0,294.0,15.0,0.0,0.0,4.0,3.0,1.0,343.0,18.37,315,294,27,59,16,0,3,27,12,0,88,6,0,3,5,1,3,9,0
0,WSN,CHN,2022-08-09,80.0,103.0,70.0,67.0,32.0,64.0,25.0,9.0,332.0,17.0,4.0,1.0,3.0,2.0,0.0,379.0,16.21,350,322,35,82,9,1,11,33,19,0,68,7,0,2,7,5,1,10,76.33,71.0,33.0,33.0,28.0,69.0,13.0,9.0,288.0,10.0,0.0,1.0,4.0,2.0,1.0,327.0,12.28,311,283,21,59,6,1,6,20,22,0,84,3,1,2,6,5,2,8,0
0,ATL,BOS,2022-08-09,77.0,69.0,37.0,34.0,31.0,80.0,6.0,6.0,295.0,13.0,0.0,2.0,5.0,2.0,1.0,334.0,14.27,330,305,43,78,17,1,12,41,19,0,96,6,0,0,5,2,2,8,77.67,91.0,49.0,47.0,25.0,66.0,12.0,4.0,305.0,22.0,3.0,2.0,9.0,4.0,2.0,342.0,13.18,329,303,36,73,21,1,7,36,23,0,76,1,1,1,8,0,2,9,0
0,TOR,BAL,2022-08-09,79.0,66.0,33.0,32.0,24.0,70.0,10.0,6.0,295.0,13.0,1.0,1.0,3.0,1.0,1.0,328.0,15.19,336,304,38,75,13,0,11,38,27,1,67,1,0,3,10,5,3,9,78.0,76.0,33.0,33.0,21.0,71.0,13.0,2.0,302.0,9.0,0.0,0.0,3.0,1.0,1.0,329.0,16.229999999999997,337,297,40,76,19,0,11,38,32,1,73,3,2,3,6,7,3,9,1
0,PIT,ARI,2022-08-09,80.0,83.0,35.0,32.0,28.0,56.0,9.0,5.0,310.0,20.0,0.0,3.0,8.0,2.0,3.0,347.0,16.38,323,293,32,65,8,2,6,29,25,2,78,4,1,0,6,6,2,9,79.0,74.0,35.0,32.0,27.0,73.0,10.0,3.0,298.0,17.0,1.0,2.0,6.0,2.0,1.0,331.0,15.27,320,290,34,68,13,0,10,31,24,0,64,2,3,1,8,8,4,9,1
0,SLN,COL,2022-08-09,71.0,59.0,24.0,24.0,23.0,63.0,5.0,5.0,260.0,10.0,1.0,1.0,3.0,3.0,0.0,290.0,14.410000000000002,295,250,45,65,14,0,13,45,36,1,52,4,0,5,7,1,2,7,84.33,95.0,56.0,55.0,40.0,64.0,14.0,5.0,324.0,23.0,2.0,1.0,4.0,2.0,3.0,376.0,17.72,368,343,36,93,25,1,7,34,16,1,79,6,0,3,10,3,0,9,1
0,TEX,HOU,2022-08-10,80.0,73.0,42.0,38.0,31.0,80.0,8.0,3.0,304.0,18.0,2.0,0.0,5.0,3.0,0.0,342.0,13.16,329,293,31,66,10,0,10,30,28,0,84,5,1,2,6,5,2,9,80.0,55.0,21.0,21.0,16.0,79.0,9.0,5.0,291.0,9.0,0.0,0.0,4.0,0.0,0.0,312.0,12.9,328,301,35,74,19,0,6,34,21,1,66,2,0,4,7,4,1,9,0
0,SFN,SDN,2022-08-10,80.33,77.0,39.0,38.0,18.0,81.0,9.0,4.0,307.0,17.0,2.0,1.0,3.0,1.0,1.0,335.0,18.89,342,303,32,70,10,0,10,30,28,2,79,9,0,2,5,4,0,9,96.0,98.0,43.0,41.0,17.0,95.0,10.0,7.0,373.0,22.0,0.0,1.0,5.0,0.0,0.0,404.0,16.57,395,348,46,84,17,2,11,46,35,2,87,5,0,6,8,1,1,10,1
0,MIA,PHI,2022-08-10,69.0,61.0,24.0,23.0,19.0,63.0,4.0,4.0,257.0,12.0,1.0,0.0,4.0,1.0,0.0,281.0,13.85,284,261,13,53,14,0,5,13,18,1,69,3,0,1,2,7,2,8,67.0,68.0,29.0,29.0,22.0,62.0,5.0,5.0,258.0,13.0,0.0,0.0,4.0,1.0,0.0,287.0,12.58,288,260,52,77,12,3,19,52,21,0,56,7,0,0,6,4,1,8,1
0,LAA,OAK,2022-08-10,88.0,61.0,30.0,27.0,41.0,88.0,7.0,4.0,315.0,14.0,0.0,0.0,6.0,1.0,1.0,362.0,14.08,361,330,34,76,13,3,14,33,21,0,88,4,3,3,5,0,4,9,70.0,65.0,34.0,32.0,22.0,58.0,19.0,2.0,269.0,13.0,1.0,2.0,2.0,0.0,0.0,294.0,9.97,292,265,21,56,11,0,7,21,25,0,68,2,0,0,6,5,0,8,0
0,CIN,NYN,2022-08-10,77.67,61.0,30.0,29.0,31.0,68.0,11.0,8.0,285.0,10.0,1.0,3.0,9.0,2.0,1.0,327.0,17.73,334,295,23,64,8,0,7,22,30,0,86,6,0,2,9,3,2,9,97.0,96.0,41.0,39.0,21.0,110.0,14.0,6.0,384.0,18.0,1.0,0.0,6.0,0.0,0.0,412.0,15.72,436,386,68,120,23,3,13,66,35,5,70,11,3,1,10,5,0,10,1
0,TBA,MIL,2022-08-10,70.0,58.0,29.0,26.0,15.0,61.0,3.0,4.0,261.0,14.0,0.0,0.0,4.0,3.0,1.0,283.0,17.36,300,258,29,57,15,0,4,27,37,0,70,2,1,2,5,2,3,8,70.33,65.0,40.0,30.0,32.0,68.0,9.0,4.0,264.0,15.0,2.0,2.0,2.0,2.0,0.0,302.0,16.02,314,270,33,67,14,0,12,33,33,3,63,9,1,1,6,5,2,8,1
0,MIN,LAN,2022-08-10,82.0,79.0,42.0,38.0,22.0,92.0,8.0,3.0,317.0,20.0,0.0,1.0,5.0,2.0,1.0,343.0,19.64,341,307,35,73,14,2,9,35,27,2,65,2,2,3,6,4,0,9,81.0,52.0,20.0,16.0,17.0,79.0,5.0,4.0,290.0,8.0,1.0,0.0,1.0,0.0,0.0,312.0,15.14,348,319,62,98,31,2,11,60,18,0,71,4,0,7,4,8,1,9,1
0,CHA,KCR,2022-08-10,87.0,68.0,26.0,24.0,25.0,86.0,9.0,1.0,322.0,12.0,0.0,0.0,3.0,1.0,0.0,350.0,14.43,364,337,35,87,12,2,10,34,19,0,83,3,1,4,8,0,1,9,88.0,95.0,44.0,43.0,28.0,72.0,12.0,2.0,344.0,15.0,1.0,0.0,1.0,2.0,1.0,379.0,18.94,363,328,48,79,12,3,15,47,28,0,84,2,0,5,4,6,2,9,1
0,CLE,DET,2022-08-10,83.0,74.0,36.0,34.0,22.0,77.0,10.0,1.0,309.0,17.0,0.0,0.0,3.0,1.0,2.0,336.0,16.15,336,305,34,74,13,0,6,33,24,1,59,4,1,2,4,7,0,9,79.67,80.0,40.0,37.0,41.0,60.0,5.0,0.0,304.0,20.0,0.0,0.0,3.0,2.0,1.0,349.0,17.590000000000003,312,293,26,55,14,0,3,25,13,0,89,4,0,2,4,1,3,9,0
0,SLN,COL,2022-08-10,71.0,73.0,33.0,33.0,22.0,62.0,6.0,3.0,274.0,12.0,1.0,1.0,3.0,3.0,0.0,301.0,13.32,297,253,44,63,16,0,12,44,37,1,54,5,0,2,6,1,1,7,84.33,96.0,58.0,57.0,44.0,65.0,14.0,5.0,325.0,23.0,2.0,1.0,3.0,2.0,3.0,381.0,16.77,382,356,47,105,27,0,10,46,18,1,78,5,0,3,9,3,0,9,0
0,WSN,CHN,2022-08-10,80.0,108.0,69.0,66.0,30.0,67.0,24.0,10.0,340.0,17.0,4.0,1.0,3.0,2.0,0.0,383.0,17.09,350,324,34,83,8,1,12,32,19,0,71,5,0,2,8,5,2,10,77.33,73.0,34.0,34.0,27.0,68.0,14.0,8.0,291.0,9.0,0.0,1.0,4.0,3.0,1.0,328.0,12.2,313,285,22,64,6,1,7,21,22,0,84,3,1,2,6,5,3,8,1
0,ATL,BOS,2022-08-10,79.0,76.0,42.0,38.0,31.0,85.0,9.0,7.0,305.0,17.0,0.0,3.0,4.0,2.0,1.0,346.0,14.21,345,315,46,80,21,2,10,44,24,1,90,6,0,0,6,3,1,8,79.67,90.0,49.0,45.0,27.0,61.0,10.0,3.0,311.0,20.0,5.0,2.0,7.0,4.0,2.0,347.0,15.5,335,310,39,74,27,0,10,39,21,1,84,2,1,1,9,0,2,9,0
0,PIT,ARI,2022-08-10,78.0,88.0,39.0,37.0,28.0,54.0,8.0,5.0,310.0,22.0,0.0,3.0,8.0,3.0,2.0,347.0,16.090000000000003,325,294,35,68,9,2,7,32,27,2,69,3,1,0,6,6,2,9,80.0,70.0,33.0,30.0,28.0,67.0,9.0,3.0,298.0,18.0,0.0,2.0,6.0,1.0,1.0,332.0,15.81,324,292,38,75,14,0,10,35,26,0,56,2,3,1,8,8,5,9,0
0,PIT,ARI,2022-08-11,78.0,77.0,35.0,33.0,30.0,54.0,6.0,7.0,297.0,20.0,0.0,3.0,8.0,3.0,2.0,340.0,15.91,329,295,39,70,10,3,7,35,28,2,72,5,1,0,6,8,3,9,81.67,76.0,38.0,35.0,29.0,69.0,9.0,5.0,305.0,19.0,1.0,2.0,9.0,2.0,2.0,342.0,16.13,328,294,42,78,14,0,10,38,24,0,54,4,3,3,9,8,3,9,1
0,BAL,BOS,2022-08-11,71.0,65.0,27.0,27.0,18.0,65.0,11.0,2.0,272.0,5.0,0.0,0.0,3.0,0.0,1.0,296.0,15.68,307,268,42,76,22,0,11,40,30,1,60,4,2,3,5,7,3,8,79.67,91.0,55.0,51.0,28.0,67.0,11.0,2.0,312.0,19.0,5.0,1.0,8.0,3.0,1.0,349.0,15.86,334,310,36,72,20,0,11,35,20,1,85,2,1,1,10,0,2,9,1
0,CHN,CIN,2022-08-11,78.33,73.0,32.0,32.0,25.0,69.0,15.0,4.0,294.0,8.0,0.0,1.0,3.0,4.0,1.0,325.0,11.93,316,285,26,69,7,1,8,25,23,0,76,4,1,3,7,5,3,8,76.67,68.0,38.0,36.0,31.0,68.0,11.0,10.0,286.0,13.0,1.0,4.0,10.0,2.0,1.0,330.0,18.71,339,299,22,63,8,0,6,21,30,0,85,7,0,2,8,3,1,9,0
0,SLN,COL,2022-08-11,71.0,81.0,38.0,37.0,23.0,62.0,6.0,3.0,282.0,12.0,2.0,1.0,3.0,3.0,0.0,311.0,14.47,303,260,48,74,19,2,12,48,35,1,48,5,0,3,6,3,1,7,84.33,102.0,60.0,60.0,43.0,64.0,15.0,6.0,330.0,24.0,4.0,1.0,4.0,2.0,3.0,386.0,15.45,387,360,49,110,26,1,9,47,19,1,76,4,0,4,9,3,0,9,1
0,TEX,HOU,2022-08-11,81.0,73.0,44.0,39.0,32.0,81.0,10.0,4.0,311.0,18.0,1.0,0.0,5.0,2.0,0.0,350.0,14.17,337,301,34,73,9,1,10,33,26,0,83,5,1,4,7,6,1,9,80.0,63.0,27.0,26.0,16.0,81.0,8.0,5.0,294.0,10.0,1.0,0.0,6.0,0.0,0.0,318.0,13.8,333,304,36,75,18,0,8,36,23,0,65,2,0,4,7,2,1,9,1
0,CHA,KCR,2022-08-11,86.0,77.0,33.0,30.0,26.0,81.0,9.0,1.0,327.0,12.0,0.0,0.0,4.0,1.0,0.0,357.0,14.35,371,341,34,86,12,2,8,32,22,0,87,3,1,4,8,0,1,9,88.0,95.0,41.0,38.0,25.0,77.0,10.0,2.0,345.0,15.0,1.0,0.0,0.0,2.0,1.0,377.0,18.99,361,329,48,85,13,3,14,47,25,0,80,1,1,5,6,7,2,9,1
0,CLE,DET,2022-08-11,83.0,74.0,35.0,33.0,17.0,85.0,10.0,3.0,312.0,15.0,0.0,0.0,3.0,0.0,1.0,335.0,17.53,330,303,32,73,13,1,6,31,21,1,62,3,1,2,5,7,0,9,80.67,82.0,39.0,36.0,40.0,64.0,4.0,0.0,307.0,18.0,1.0,0.0,4.0,2.0,0.0,351.0,19.08,318,298,27,60,16,0,2,26,12,0,95,6,0,2,4,1,3,9,0
0,PIT,SFN,2022-08-12,86.0,86.0,44.0,42.0,35.0,60.0,7.0,8.0,330.0,23.0,0.0,4.0,10.0,3.0,2.0,379.0,17.749999999999996,365,328,42,75,10,3,7,37,31,2,83,5,1,0,7,12,3,10,70.33,78.0,44.0,40.0,18.0,72.0,9.0,3.0,281.0,15.0,2.0,1.0,3.0,1.0,1.0,307.0,17.189999999999998,311,274,33,67,10,0,10,28,28,2,64,6,0,3,6,3,0,8,1
0,LAN,KCR,2022-08-12,72.0,47.0,20.0,16.0,18.0,67.0,5.0,2.0,259.0,8.0,1.0,0.0,1.0,0.0,0.0,280.0,14.08,304,280,55,85,26,2,11,54,15,1,70,3,0,6,1,9,2,8,88.0,99.0,43.0,40.0,25.0,75.0,12.0,2.0,350.0,14.0,1.0,0.0,0.0,2.0,1.0,381.0,18.35,363,328,51,87,12,3,13,50,28,0,83,1,1,5,6,9,2,9,0
0,PHI,NYN,2022-08-12,76.0,75.0,33.0,32.0,24.0,67.0,5.0,5.0,290.0,15.0,2.0,0.0,4.0,2.0,1.0,321.0,15.11,314,281,48,74,12,3,17,48,26,0,68,7,0,0,4,5,2,9,88.0,86.0,37.0,36.0,19.0,102.0,12.0,7.0,346.0,13.0,1.0,0.0,5.0,0.0,1.0,374.0,16.07,388,339,62,101,20,2,12,59,35,6,72,10,2,2,8,5,0,9,0
0,OAK,HOU,2022-08-12,73.0,63.0,35.0,31.0,24.0,62.0,18.0,2.0,280.0,12.0,1.0,4.0,5.0,1.0,0.0,307.0,11.02,304,272,24,57,12,0,6,24,28,0,65,3,1,0,7,5,1,8,80.0,65.0,27.0,26.0,17.0,86.0,8.0,6.0,297.0,8.0,1.0,0.0,6.0,0.0,0.0,323.0,13.88,334,305,41,79,17,0,10,41,23,0,61,2,0,4,6,2,1,9,1
0,MIL,SLN,2022-08-12,72.33,59.0,36.0,31.0,31.0,67.0,11.0,4.0,263.0,8.0,2.0,2.0,2.0,3.0,0.0,300.0,16.53,315,269,35,63,13,0,12,35,36,3,71,8,1,1,4,5,1,8,79.0,90.0,46.0,45.0,29.0,71.0,8.0,3.0,313.0,13.0,2.0,1.0,3.0,3.0,0.0,348.0,17.29,343,297,54,86,22,2,15,54,38,1,56,5,0,3,8,3,1,8,1
0,BAL,TBA,2022-08-12,70.0,66.0,29.0,29.0,19.0,64.0,9.0,2.0,268.0,10.0,0.0,0.0,3.0,0.0,1.0,294.0,17.44,299,262,38,72,18,1,10,36,29,1,59,3,2,3,6,7,3,8,70.0,56.0,28.0,24.0,15.0,68.0,4.0,3.0,259.0,15.0,0.0,1.0,3.0,3.0,1.0,280.0,17.05,298,260,29,54,11,0,6,28,34,0,72,2,1,1,5,2,3,8,0
0,SEA,TEX,2022-08-12,86.0,66.0,36.0,34.0,28.0,90.0,11.0,4.0,306.0,17.0,1.0,1.0,2.0,6.0,1.0,343.0,15.6,333,294,36,61,8,0,14,36,31,2,76,5,2,1,8,4,1,8,80.0,71.0,44.0,40.0,32.0,79.0,11.0,3.0,304.0,15.0,1.0,0.0,4.0,2.0,0.0,343.0,13.95,342,303,35,74,9,1,9,34,28,0,88,6,1,4,6,6,1,9,0
0,CLE,TOR,2022-08-12,82.0,72.0,33.0,32.0,18.0,90.0,9.0,2.0,311.0,15.0,0.0,1.0,2.0,0.0,1.0,332.0,19.0,326,301,30,71,13,1,5,28,18,0,55,5,0,2,5,5,1,9,69.0,65.0,35.0,34.0,23.0,60.0,10.0,5.0,265.0,13.0,1.0,1.0,3.0,1.0,1.0,296.0,14.12,310,282,34,74,11,0,11,34,24,1,66,0,0,2,8,4,2,8,0
0,MIN,LAA,2022-08-12,72.0,77.0,44.0,40.0,23.0,82.0,10.0,2.0,283.0,23.0,0.0,2.0,6.0,3.0,1.0,310.0,18.48,304,273,33,65,14,2,8,32,25,1,56,2,1,3,6,3,0,8,91.0,63.0,29.0,26.0,41.0,80.0,7.0,5.0,324.0,15.0,0.0,0.0,5.0,1.0,0.0,372.0,15.489999999999998,369,341,37,74,14,2,15,36,19,2,90,4,3,2,3,3,4,9,0
0,ATL,MIA,2022-08-12,79.0,81.0,46.0,42.0,29.0,88.0,10.0,7.0,312.0,18.0,0.0,3.0,4.0,0.0,1.0,351.0,14.82,353,322,53,87,20,2,12,51,24,1,90,6,0,1,7,4,1,8,68.0,48.0,16.0,15.0,21.0,72.0,4.0,3.0,243.0,8.0,0.0,0.0,3.0,2.0,0.0,267.0,12.34,279,258,15,53,12,2,4,14,18,1,62,1,0,1,4,8,3,8,0
0,ARI,COL,2022-08-12,80.0,71.0,35.0,34.0,27.0,71.0,7.0,5.0,297.0,18.0,1.0,1.0,9.0,2.0,3.0,331.0,16.62,324,289,46,78,16,0,9,43,27,1,51,4,1,3,8,9,3,9,85.33,108.0,62.0,62.0,41.0,65.0,16.0,5.0,340.0,25.0,4.0,1.0,4.0,1.0,1.0,393.0,14.81,389,358,56,112,25,1,11,54,25,1,77,3,0,3,10,3,0,9,1
0,DET,CHA,2022-08-12,81.0,78.0,38.0,33.0,39.0,59.0,4.0,2.0,307.0,17.0,1.0,0.0,5.0,3.0,0.0,352.0,19.06,320,300,27,62,16,0,3,26,13,1,95,5,0,2,4,1,3,9,85.0,79.0,36.0,33.0,29.0,84.0,8.0,1.0,326.0,11.0,0.0,0.0,6.0,1.0,0.0,359.0,14.42,375,346,36,90,11,2,10,34,22,0,85,3,1,3,8,0,1,9,1
0,NYA,BOS,2022-08-12,71.33,57.0,41.0,39.0,29.0,68.0,13.0,3.0,259.0,8.0,0.0,2.0,3.0,2.0,1.0,294.0,15.26,314,275,33,63,17,0,9,33,34,2,70,3,0,2,6,3,4,8,79.67,93.0,56.0,54.0,27.0,64.0,11.0,2.0,314.0,17.0,6.0,1.0,9.0,3.0,1.0,349.0,16.08,332,307,37,74,23,0,10,36,20,1,84,2,1,2,11,0,2,9,1
0,CLE,TOR,2022-08-13,82.0,66.0,27.0,27.0,16.0,90.0,7.0,2.0,306.0,15.0,0.0,1.0,1.0,0.0,1.0,325.0,18.820000000000004,335,308,35,79,11,1,7,33,18,0,48,6,0,3,5,5,1,9,69.0,77.0,42.0,41.0,25.0,53.0,11.0,6.0,276.0,13.0,1.0,1.0,3.0,1.0,2.0,311.0,15.27,303,279,31,69,12,0,11,31,21,1,68,0,0,2,9,3,0,8,1
0,SEA,TEX,2022-08-13,86.0,65.0,32.0,30.0,23.0,93.0,8.0,4.0,307.0,14.0,1.0,1.0,2.0,5.0,1.0,339.0,14.750000000000002,338,297,34,64,11,0,11,33,32,2,75,6,2,1,8,3,1,8,80.0,73.0,42.0,37.0,33.0,78.0,9.0,3.0,307.0,16.0,1.0,0.0,2.0,1.0,0.0,347.0,14.2,339,300,35,73,8,1,8,34,28,0,90,6,1,4,7,6,1,9,1
0,BAL,TBA,2022-08-13,70.0,61.0,30.0,30.0,18.0,65.0,9.0,2.0,264.0,10.0,0.0,0.0,3.0,0.0,1.0,289.0,18.93,305,269,40,82,19,1,10,38,27,1,57,2,2,5,6,5,4,8,70.0,67.0,35.0,31.0,14.0,68.0,6.0,3.0,268.0,18.0,0.0,1.0,2.0,3.0,1.0,290.0,16.02,302,265,31,57,12,0,6,30,34,0,72,1,1,1,4,2,3,8,1
0,MIL,SLN,2022-08-13,72.33,61.0,34.0,30.0,29.0,63.0,12.0,2.0,265.0,8.0,1.0,2.0,1.0,3.0,0.0,298.0,17.17,312,267,33,62,12,1,9,33,36,3,74,7,1,1,5,5,1,8,79.0,91.0,47.0,46.0,31.0,75.0,8.0,1.0,315.0,14.0,2.0,1.0,3.0,2.0,0.0,350.0,16.119999999999997,341,295,51,81,21,2,14,51,38,1,58,5,0,3,6,4,1,8,0
